ShekuKM
AnneClarkLit
genomeresearch
rnl_s
DORAssessment
dog_rates
OUPAcademic
CrossrefOrg
i4oc_org
lizwhiteman
ASAPbio_
lizabio
BrainGrone
PLOSBiology
MlleChromatin
emckiernan13
Cambridge_Uni
AdrianStanley13
IanMulvany
ashleydfarley
carlystrasser
vhirsch
j2bryson
MarcusMunafo
WildwoodKin
hba419
RachelJarmy
RachelDrysdale4
jennihy
TommDoggPhD
Garvvdogg
markzebrachair
HarvardChanSPH
PeterHotez
CatrionaClarke
jk_rowling
lteytelman
GinnyBarbour
Emmavieceli
sahloul
pjsimpso
verokiermer
cpgYALE
RichardLehman1
MSFsci
PLOSCollections
oatp
KamranAbbasi
marknpatterson
karimbrohi
RoliRoberts
_DramaQueen__
BtBTheatre
camtheatreco
PiedPipersCambs
CamFestPlayers
camartstheatre
adctheatre
YaleMed
harvardmed
StanfordMed
TheLancet
bookmetrix
NatureMedicine
RickyPo
petersuber
lindseeeeee
GanleyEmma
TheNGore
DOAJplus
OASPA
SPARC_EU
ScienceNews
NatureBiotech
CamOpenData
wellcometrust
figshare
SPARC_NA
SciPubLab
PLOSNTDs
PLOSNeuro
genome_gov
humangenomeorg
GenomeMedicine
GenomeBiology
NatureRevGenet
NatGeo
NASA
newscientist
sciam
nature
NatureComms
naturemethods
NatureProtocols
CellPressNews
CellCellPress
NatureCellBio
PLOSGenetics
PLOSPathogens
PLOSBlogs
openscience
sciencemagazine
PLOSMedicine
PLOS
TheJMNI
craigadammorley
GonnellaMalc
SpringerEnergy
SpringerRef
Adele
Dawn_French
CharlotteEMKC
R1Breakfast
Merck
pfizer
AstraZeneca
bmsnews
Andrea_Pillmann
LeoDiCaprio
russellcrowe
EmmaWatson
RealHughJackman
AndyVernonGB
gwiderman
_craig_morley
DavidFBush
GeordieRussell
littleonemillie
mariecurieuk
Nicktorious_B1
RachPTRMoriarty
kevinbridges
AlicePotter14
SueBayton
lynngonnella
robjc222
MarieCurieWC1
DreamONapp
annadarbyshire
mathein
SpringerCellBio
hootsuite
duncfrase
SpringerEnviro
SpringerMed
SPStemCells
SpringerMath
JournalTOCs
BioScienceWrite
SpringerSysBio
Danielle_Mollie
mangus88
peterbutler68
WileyOpenAccess
SpringerControl
opentechmatt
SpringerPlus
TinaDaheley
SpringerNature
AuthorZone
SpringerCardio
SpringerAlerts
SN_LibraryLink
SProtocols
CharlotteAngry
SWC_Can
MedicalBridge
janedwelly
kmahawar
izzlypuff
researchimpact
NHSNewsUK
research_inform
NatureNews
BioMedCentral
SpringerOpen
Scopus
p_binfield
PLOSONE
JamesGaunt2001
BenSaltPepper
chrisd_87
gregjames
ThisisDavina
mcflyharry
DizzeeRascal
BritishVogue
willeyre
AlanCarr
Schofe
hollywills
wossy
domisatwit
ProducerRach
sportycarrie
Fearnecotton
ChrisMoyles
stephenfry
mg54
mashleigh
