greycroftvc
MyVoteToday
usv
benandjerrys
RLukeDuBois
team9spokes
feministabulous
NYUFutureLabs
SenGillibrand
RimalovskiNC
digitalarun
stevenkuyan
thomaspower
profgalloway
HorsleyScott
alexedtech
miriamkinvolved
Malala
NYUSternESA
ylecun
GaryMarcus
BoringEnormous
clarifai
nyumakerspace
andrewoved
SurajKapoor
jilliankcanning
HallieJackson
kjsnyc
ConanOBrien
sorin_dave
stevenkane
NJTRANSIT_ME
JeffBezos
TwoSigmaVC
jarroddicker
Medium
EricLiptonNYT
NYUWasserman
nyuadio
carleyroney
HowIBuiltThis
justinhendrix
rgsilver
ScanSnapIt
brianlaungaoaeh
kunalm107
sarahmaibach
iamjohnoliver
AcculisTech
NPRrelving
DomenicoNPR
samsanders
kurteichenwald
Fahrenthold
angela_rye
dnapeople
ShiftPixy
kristenschaaled
AustinLAC
NickTimiraos
POTUS44
alfranken
ariannahuff
washingtonpost
Rasiej
Andymo
strategyzer
mattruby
JoannaStern
johnelton
entreprenYOURS
founding
d_charron
stevesi
buckybanjo
timoreilly
NolanBushnell
NYULocal
TechNYC
sacca
thegojo
Hoyapreneur
crounse
aheron
dfrieson
johnbiggs
digitalnyc
davidjbland
Berters
xdotai
weftorrance
c_tamer
jeromesengel
VCRebecca
lauraklein
pauldaugh
VengoLabs
earkilic
BxLaunchPad
afingerman
tim_cook
elonmusk
newsycombinator
garrytan
alexisohanian
sama
jesslivingston
Jessicalessin
sarahcuda
danprimack
PaulTestaMD
skoltai
Ted_Zoller
BlackstoneEI
NicBaughman
45lorraine17
ErinLevyUX
ycombinator
LiftFloats
mweisburger
FAKEGRIMLOCK
FutureOfSweet
JimLebret
albertwenger
jenvandermeer
ejn
brianscohen
colleendebaise
sahil_trikha
thefifthp
davidcohen
questionable_vc
theskimm
ckuales
RCo120
pauldariye
lesamitchell
DrinkBryte
ainsleyoc
NJTRANSIT
ShootsnRoots
ypigneur
rgmcgrath
theleanstartup
custdev
PythonJones
ychernova
beckgf
adamludwin
voozahq
ColumbiaEship
chenelaine
jboogie
andre_marquis
TVanech
phineasb
Lana_Ushakova
samantha_smith
dianakander
startuphealth
revivek
fotoularim
EdGrapeNutZimm
bhorowitz
ashmaurya
a16z
reidhoffman
brantcooper
KauffmanFS
Lean
StartupWeekend
RealStartupBook
leanstartup
loriberenberg
Harlembiospace
lebrechts
odannyboy
NYTHealth
health2con
TEDMED
medcitynews
CPellicane
nycacre
emilytwheeler
porteous
hdemott3
pflint
AlexanderPease
LucasNelson
NYCSeed
nyuengr
tinahernandez
missmccallbliss
Tufts_E_Society
zacktrak
jsaxeman
cchu
mattturck
nilofer
tseelig
Recode
pmarca
jpruth
hunterwalk
TheSimpsons
TheEllenShow
LovabilityInc
ChrisBurggraeve
sasmiller
alexiskold
JohnSJohnson3
nickbilton
LyndaRadosevich
BenedictEvans
machineio
innovation
andrewhessel
BobMetcalfe
davechokshi
benag
kmaney
gezbrady
keithmcgreggor
drewhouston
levie
bgoldberg
HistoryInPix
davidspitzler
NYUWassEmployer
ivygrowing
UMDdeanc
jimchung_gw
KauffmanLabs
truthhighschool
Evanish
jguttenberg
DukeMBB
dukebasketball
