freddesobry
PicksCo
HFMevents
TradeTech
IBTimesUK
SimonCocking
Irish_TechNews
MayorofLondon
gmacsweeney
ischmerken
rob_daly
MediaKat_News
JosieCox_London
TheeOber
CrosbyVentures
SMA_alpha
tickertags
SocialAlphaInc
ForcerankApp
JasonRaznick
ChrisCamillo
seeingfurther
mattturck
AAIISentiment
_lauracasey
AskTickerTags
PeterHafez
BarttKellermann
theflynews
aidataconf
CliffordAsness
worldquantu
twosigma
reorgresearch
Celent_Research
howardlindzon
bradjaybailey
stephenwmorse
DataDisrupt
RobinWigg
QuantMinds
theboysmithy
manib0g
BIdotcom
saketekilla
bmk266
HedgeWeek
FLOTUS
POTUS
POTUS44
IanAllison123
battlefinmiami
vgr
42capital
perezdavid
jackhidary
findyr
MrAndrewMcLean
SouthFLAngels
NewsweekUK
FamCapital
KuldipChiheru
CITADEL
CitadelCareers
YisCapital
IntelTradingTec
CP_Capitalist
NgAndrewLH
ThomasPicherit
AxiomaInc
andrewychoi
Predata
MobileFuse
ingridlunden
appannie
parmy
SliceIntel
sarahfrier
alexandrascaggs
jonathanrlarkin
navy_capital
jromich
PamoCapital
WintermeW
jasonstrimpel
experquisite
EmanuelDerman
OscarWGrut
deborahgage
chanep
QuantNews_com
orbital_insight
premisedata
mdc
RyanLarsJohnson
embrein
MaxBowie
TGorry
TradingTrooper
tomlaur
fchareyron
GFliedl
verse00
david_avakian
fbancilhon
DataCamp
TuringFinance
QuantStratTradR
Quantocracy
quantatrisk
mhallsmoore
sdubois
eddelbuettel
pyquantnews
mlcwong
psychsignal
Davie_Michael
jstauth
quantlabs
BZAwards
fawceisfawce
dyjh
pteetor
CQFInstitute
bconway
justinlent
jfeckstein
dkberman
matt_levine
esvhd
dalesounds
delfosresearch
omegapointhq
DARPartners
ClosingBellCo
tkb
brianrisk
FayeKilburn
RoyScranton
PortiaCrowe
athomasq
MarketData
BuySideTech
WatersTech
TEKamel
twiecki
quantopian
AlphaSenseInc
quandl
cbronline
johnauthers
Pollstr_io
stockpulp
Mekeidan
Quantiacs
TS_Lombard
substantiveSM
ExtractAlpha
EmmettKilduff
nvest_social
jbaksht
Estimize
LDrogen
neudatalab
investFeed
CodebaseTech
MoneySavingExp
MoneySupermkt
moneydashboard
ExperianDataLab
KaikoData
DHSPrep
bmlltech
