0,1,2
4ac518c7f964a52058a520e3,435452,1470569099
4ac518c7f964a52058a520e3,41468185,1470050864
4ac518c7f964a52058a520e3,63865275,1451163168
4ac518c7f964a52058a520e3,1348289,1378143310
4ac518c7f964a52058a520e3,3539581,1458928983
4ac518c7f964a52058a520e3,91119019,1467922261
4ac518c7f964a52058a520e3,57538,1366909931
4ac518c7f964a52058a520e3,6441338,1436814006
4ac518c7f964a52058a520e3,9371277,1497202027
4ac518c7f964a52072a520e3,5509214,1440962864
4ac518c7f964a52072a520e3,56848,1351721545
4ac518c7f964a52072a520e3,8064645,1355836888
4ac518c7f964a52072a520e3,75949351,1439112566
4ac518c7f964a52072a520e3,30495758,1352668631
4ac518c7f964a52072a520e3,13227911,1355252192
4ac518c7f964a52072a520e3,1199141,1341256238
4ac518c7f964a52072a520e3,47296082,1504466994
4ac518c7f964a52072a520e3,2444725,1399243352
4ac518c7f964a52072a520e3,18383772,1385067122
4ac518c7f964a52072a520e3,126697,1292891582
4ac518c7f964a52072a520e3,55168315,1375307751
4ac518c7f964a52072a520e3,110666,1361646207
4ac518c7f964a52072a520e3,1074666,1352501370
4ac518c7f964a52072a520e3,56848,1370378998
4ac518c7f964a52072a520e3,15570033,1357412014
4ac518c7f964a52072a520e3,17424134,1441065922
4ac518c7f964a52072a520e3,91496826,1505844804
4ac518c7f964a52072a520e3,73724390,1397934401
4ac518c7f964a52072a520e3,522333,1369426358
4ac518c7f964a52072a520e3,12580957,1350515582
4ac518c7f964a52072a520e3,56848,1355953147
4ac518c7f964a52072a520e3,37147507,1360537991
4ac518c7f964a52072a520e3,52872171,1368738502
4ac518c7f964a52072a520e3,61291,1358631174
4ac518c7f964a52072a520e3,4466310,1303500165
4ac518c7f964a52072a520e3,9525346,1381577345
4ac518c7f964a52072a520e3,12593834,1377377742
4ac518c7f964a52072a520e3,34064147,1472678176
4ac518c7f964a52072a520e3,26160621,1523917888
4ac518c7f964a52078a520e3,526088,1370473471
4ac518c7f964a52078a520e3,1358708,1358456186
4ac518c7f964a52078a520e3,3094977,1339197925
4ac518c7f964a52078a520e3,547365,1318287837
4ac518c7f964a52078a520e3,1106560,1366927659
4ac518c7f964a52078a520e3,28352902,1374816035
4ac518c7f964a52078a520e3,10851416,1337624954
4ac518c7f964a52078a520e3,5327742,1382737903
4ac518c7f964a52078a520e3,3473082,1361573936
4ac518c7f964a52078a520e3,135128,1365794692
4ac518c7f964a52078a520e3,234446,1314741398
4ac518c7f964a52078a520e3,49854462,1362600299
4ac518c7f964a52078a520e3,1258674,1370659920
4ac518c7f964a52078a520e3,336768,1306829055
4ac518c7f964a52078a520e3,999826,1363385854
4ac518c7f964a52078a520e3,1090186,1352928985
4ac518c7f964a52078a520e3,196533,1332032970
4ac518c7f964a52078a520e3,6627797,1330779184
4ac518c7f964a52078a520e3,2296840,1345404917
4ac518c7f964a52078a520e3,139207,1340311527
4ac518c7f964a52078a520e3,196533,1332019518
4ac518c7f964a52078a520e3,7206905,1329937953
4ac518c7f964a52078a520e3,2469487,1414190927
4ac518c7f964a52078a520e3,6332641,1338400279
4ac518c7f964a52078a520e3,482164,1362319688
4ac518c7f964a52078a520e3,56273,1319391903
4ac518c7f964a52078a520e3,31714480,1358557383
4ac518c7f964a52078a520e3,93206,1357423689
4ac518c7f964a52078a520e3,19480665,1365284456
4ac518c7f964a52078a520e3,22385630,1335727115
4ac518c8f964a52083a520e3,12335419,1330634967
4ac518c8f964a52083a520e3,10872677,1383075609
4ac518c8f964a52083a520e3,25323847,1341437093
4ac518c8f964a52083a520e3,2469487,1337291491
4ac518c8f964a52083a520e3,739964,1329582870
4ac518c8f964a52083a520e3,21547570,1333894694
4ac518c8f964a52083a520e3,11555891,1337051866
4ac518c8f964a52083a520e3,22112055,1352407315
4ac518c8f964a52083a520e3,12672877,1360620200
4ac518c8f964a52083a520e3,56976,1351289872
4ac518c8f964a52083a520e3,5877428,1373227163
4ac518c8f964a52083a520e3,33072748,1352153882
4ac518c8f964a52083a520e3,47304485,1364207794
4ac518c8f964a52083a520e3,15680209,1320356043
4ac518c8f964a52083a520e3,27056721,1349604711
4ac518c8f964a52083a520e3,1009358,1375653194
4ac518c8f964a52083a520e3,29781192,1364598791
4ac518c8f964a52083a520e3,2482841,1345709535
4ac518c8f964a52083a520e3,10731654,1355670682
4ac518c8f964a52083a520e3,12879940,1378333272
4ac518c8f964a52083a520e3,786790,1358807232
4ac518c8f964a52083a520e3,12130936,1360618777
4ac518c8f964a52083a520e3,8520423,1374095401
4ac518c8f964a52083a520e3,23795433,1366322042
4ac518c8f964a52083a520e3,26534713,1345667945
4ac518c8f964a52083a520e3,429896,1314046374
4ac518c8f964a52083a520e3,1110342,1369953266
4ac518c8f964a52083a520e3,27420494,1364252687
4ac518c8f964a52083a520e3,12335419,1330634870
4ac518c8f964a52083a520e3,7019301,1333395546
4ac518c9f964a520a8a520e3,66082731,1382996151
4ac518c9f964a520a8a520e3,14847413,1367956681
4ac518c9f964a520a8a520e3,45810097,1360710343
4ac518c9f964a520a8a520e3,10439928,1370554909
4ac518c9f964a520a8a520e3,1167273,1368471279
4ac518c9f964a520a8a520e3,30325731,1353761051
4ac518c9f964a520a8a520e3,8235416,1350852170
4ac518c9f964a520a8a520e3,7285741,1369869003
4ac518c9f964a520a8a520e3,3906287,1366756907
4ac518c9f964a520a8a520e3,32043940,1347558324
4ac518c9f964a520a8a520e3,41008796,1358864250
4ac518c9f964a520a8a520e3,49999943,1364028356
4ac518c9f964a520a8a520e3,56848,1346192725
4ac518c9f964a520a8a520e3,9137222,1342653633
4ac518c9f964a520a8a520e3,49752161,1364668825
4ac518c9f964a520a8a520e3,1892303,1388796608
4ac518c9f964a520a8a520e3,123054431,1439685002
4ac518c9f964a520a8a520e3,12879940,1374958306
4ac518c9f964a520a8a520e3,1714123,1363986131
4ac518c9f964a520a8a520e3,21212418,1377171106
4ac518c9f964a520a8a520e3,11332977,1394925544
4ac518c9f964a520a8a520e3,61679214,1390522036
4ac518c9f964a520a8a520e3,15341442,1382875321
4ac518c9f964a520a8a520e3,1708134,1394307758
4ac518c9f964a520a8a520e3,308963,1442926720
4ac518c9f964a520a8a520e3,11332977,1408100413
4ac518c9f964a520a8a520e3,4065959,1426893239
4ac518c9f964a520a8a520e3,27195532,1398894926
4ac518c9f964a520a8a520e3,42583842,1393603996
4ac518c9f964a520a8a520e3,26950874,1465423587
4ac518c9f964a520a9a520e3,2137146,1331028796
4ac518c9f964a520a9a520e3,49752161,1373301102
4ac518c9f964a520a9a520e3,13765489,1341862636
4ac518c9f964a520a9a520e3,44240386,1361106932
4ac518c9f964a520a9a520e3,23337662,1470938269
4ac518c9f964a520a9a520e3,28193367,1344082179
4ac518c9f964a520a9a520e3,23337662,1439399892
4ac518c9f964a520a9a520e3,14084951,1359561914
4ac518c9f964a520a9a520e3,21094345,1360871915
4ac518c9f964a520a9a520e3,28072787,1337806816
4ac518c9f964a520a9a520e3,23250325,1366128410
4ac518c9f964a520a9a520e3,13491292,1385314790
4ac518c9f964a520a9a520e3,47387875,1367180444
4ac518c9f964a520a9a520e3,13073052,1382466106
4ac518c9f964a520a9a520e3,23273322,1348648658
4ac518c9f964a520a9a520e3,13491292,1385326544
4ac518c9f964a520a9a520e3,6623521,1318019463
4ac518c9f964a520a9a520e3,15089534,1345929666
4ac518c9f964a520a9a520e3,11550918,1382278892
4ac518c9f964a520a9a520e3,40471502,1356459543
4ac518c9f964a520a9a520e3,200810,1369431645
4ac518c9f964a520a9a520e3,8166532,1320706933
4ac518c9f964a520a9a520e3,9747334,1462490695
4ac518c9f964a520a9a520e3,83965116,1400179862
4ac518c9f964a520a9a520e3,49704826,1435699944
4ac518c9f964a520a9a520e3,17513,1376252823
4ac518c9f964a520a9a520e3,48380247,1366409059
4ac518c9f964a520a9a520e3,21094345,1360271601
4ac518c9f964a520a9a520e3,41451877,1519158051
4ac518c9f964a520a9a520e3,42090819,1433968458
4ac518cef964a5201aa620e3,108305,1357048970
4ac518cef964a5201aa620e3,1144684,1370542853
4ac518cef964a5201aa620e3,105027240,1457972625
4ac518cef964a5201aa620e3,78535,1340548362
4ac518cef964a5201aa620e3,9432715,1365268390
4ac518cef964a5201aa620e3,3447320,1357064221
4ac518cef964a5201aa620e3,30869192,1372523044
4ac518cef964a5201aa620e3,78535,1338902896
4ac518cef964a5201aa620e3,104823,1342968433
4ac518cef964a5201aa620e3,32659214,1410615628
4ac518cef964a5201aa620e3,6370662,1338043210
4ac518cef964a5201aa620e3,136154,1336822711
4ac518cef964a5201aa620e3,81242,1373297781
4ac518cef964a5201aa620e3,2503031,1357056854
4ac518cef964a5201aa620e3,53971916,1368970495
4ac518cef964a5201aa620e3,13836959,1374338598
4ac518cef964a5201aa620e3,5492886,1440176853
4ac518cef964a5201aa620e3,1003040,1358523523
4ac518cef964a5201aa620e3,25319889,1374433008
4ac518cef964a5201aa620e3,6370662,1358606110
4ac518cef964a5201aa620e3,12254824,1341668330
4ac518cef964a5201aa620e3,57012,1358153008
4ac518cef964a5201aa620e3,273640,1347109500
4ac518cef964a5201aa620e3,59736101,1373116598
4ac518cef964a5201aa620e3,8723398,1367850622
4ac518cef964a5201aa620e3,11245905,1374578460
4ac518cef964a5201aa620e3,20005693,1370097361
4ac518cef964a5201aa620e3,28385786,1350132299
4ac518cef964a5201aa620e3,8723398,1367850895
4ac518cef964a5201aa620e3,6785461,1325513790
4ac518cef964a5201ea620e3,8320833,1353675841
4ac518cef964a5201ea620e3,29550874,1342278808
4ac518cef964a5201ea620e3,253539,1340560298
4ac518cef964a5201ea620e3,35589296,1361534853
4ac518cef964a5201ea620e3,3433592,1370110895
4ac518cef964a5201ea620e3,48875824,1361727071
4ac518cef964a5201ea620e3,10132123,1364656942
4ac518cef964a5201ea620e3,253539,1340745501
4ac518cef964a5201ea620e3,8320833,1359723399
4ac518cef964a5201ea620e3,35589296,1360930200
4ac518cef964a5201ea620e3,43208630,1364565518
4ac518cef964a5201ea620e3,21162534,1364559114
4ac518cef964a5201ea620e3,49482104,1362580745
4ac518cef964a5201ea620e3,35589296,1353672591
4ac518cef964a5201ea620e3,8320833,1371214300
4ac518cef964a5201ea620e3,10132123,1363356336
4ac518cef964a5201ea620e3,6608487,1374235580
4ac518cef964a5201ea620e3,32229177,1344798622
4ac518cef964a5201ea620e3,17568239,1356091390
4ac518cef964a5201ea620e3,16226178,1364557748
4ac518cef964a5201ea620e3,29072822,1346090368
4ac518cef964a5201ea620e3,5168622,1374512787
4ac518cef964a5201ea620e3,21162534,1364559185
4ac518cef964a5201ea620e3,253539,1341087831
4ac518cef964a5201ea620e3,12654763,1351864997
4ac518cef964a5201ea620e3,23786214,1367329002
4ac518cef964a5201ea620e3,49482104,1363712997
4ac518cef964a5201ea620e3,11513255,1320566896
4ac518cef964a5201ea620e3,21264672,1347113035
4ac518cef964a5201ea620e3,6608487,1373666310
4ac518cef964a52033a620e3,719324,1362004200
4ac518cef964a52033a620e3,5560491,1335115783
4ac518cef964a52033a620e3,2732524,1370026857
4ac518cef964a52033a620e3,496691,1366745950
4ac518cef964a52033a620e3,20842485,1342014730
4ac518cef964a52033a620e3,24009679,1332692029
4ac518cef964a52033a620e3,12927137,1353182627
4ac518cef964a52033a620e3,12927137,1356874244
4ac518cef964a52033a620e3,12927137,1353541079
4ac518cef964a52033a620e3,551218,1370372302
4ac518cef964a52033a620e3,56291,1367847907
4ac518cef964a52033a620e3,12927137,1364932174
4ac518cef964a52033a620e3,6143585,1322641824
4ac518cef964a52033a620e3,46926930,1370887613
4ac518cef964a52033a620e3,14745640,1320073840
4ac518cef964a52033a620e3,2732524,1370026547
4ac518cef964a52033a620e3,13909892,1347129484
4ac518cef964a52033a620e3,247588,1371786984
4ac518cef964a52033a620e3,13966274,1357990300
4ac518cef964a52033a620e3,25946824,1403474273
4ac518cef964a52033a620e3,64596300,1399469418
4ac518cef964a52033a620e3,88873806,1412024325
4ac518cef964a52033a620e3,198997400,1486077726
4ac518cef964a52033a620e3,47202995,1443775365
4ac518cef964a52033a620e3,47202995,1460062489
4ac518cef964a52033a620e3,70064963,1386174170
4ac518cef964a52033a620e3,47202995,1422572793
4ac518cef964a52033a620e3,44702299,1389692916
4ac518cef964a52033a620e3,44702299,1375807284
4ac518cef964a52033a620e3,4716843,1394886198
4ac518cef964a520f6a520e3,51641442,1373647431
4ac518cef964a520f6a520e3,58481698,1380435363
4ac518cef964a520f6a520e3,14150167,1373497298
4ac518cef964a520f6a520e3,38410826,1426331822
4ac518cef964a520f6a520e3,32232754,1373484667
4ac518cef964a520f6a520e3,203131,1371146212
4ac518cef964a520f6a520e3,10723,1371156769
4ac518cef964a520f6a520e3,23845403,1347634138
4ac518cef964a520f6a520e3,8539131,1374515029
4ac518cef964a520f6a520e3,26635311,1372177992
4ac518cef964a520f6a520e3,8248594,1371843956
4ac518cef964a520f6a520e3,9963165,1372452756
4ac518cef964a520f6a520e3,14001604,1372543530
4ac518cef964a520f6a520e3,490634,1374184529
4ac518cef964a520f6a520e3,41489017,1374924572
4ac518cef964a520f6a520e3,35429590,1370085460
4ac518cef964a520f6a520e3,40260723,1441556559
4ac518cef964a520f6a520e3,20095258,1368541550
4ac518cef964a520f6a520e3,56804117,1371312714
4ac518cef964a520f6a520e3,64036745,1377901515
4ac518cef964a520f6a520e3,37200133,1374858981
4ac518cef964a520f6a520e3,39969139,1373449213
4ac518cef964a520f6a520e3,23527847,1364124068
4ac518cef964a520f6a520e3,27560852,1382132178
4ac518cef964a520f6a520e3,6834275,1341000157
4ac518cef964a520f6a520e3,40757815,1369319825
4ac518cef964a520f6a520e3,18871881,1372960602
4ac518cef964a520f6a520e3,24259192,1368340778
4ac518cef964a520f6a520e3,484365,1361708362
4ac518cef964a520f6a520e3,162049,1370710438
4ac518d0f964a520aaa620e3,8066648,1357051832
4ac518d0f964a520aaa620e3,468410,1330783158
