montserrat_tura
cesc4official
jesusmarana
antonlosada
LaiaBonastra
junqueras
pere_navarro
laiabonetrull
PSC_SantMarti
jscbcn
david_escude
lacarla21
psclescorts
dfernandezpsc
jaumecollboni
PedretJordi
arantxacalvera
ReptesSolidaris
jsccatalunya
SusagnaAluja
DESARROLLOHUMAO
escoladelmar
albertcobacho
Albert_Rivera
julia_otero
jerkoreka
carloshornero
la_marato
lourdesmunoz
MiquelFernandez
montsevillal
SGuardiolaC
AmadeoNavales
albertcivit
CarlaGatusso
educasanova12
ahorachacon
_Rubalcaba_
Cadenaser_espa
PSOE
btvnoticies
324_comarques
el_pais
publico_es
Antonia_Font
GrupManel
meteocat
epunset
antonibassas
jaumecabre47
MarcosRDH
socialistes_cat
carlosrdh
nynde
xavicarbonellt
FerranPedret
RafaelNadal
xaviertrias
ristomejide
lizoain
robiols
miqueliceta
deusedes
eva_hache
fjavilopez
imoraleda
f1ramon
sevillajordi
APM
LaVanguardiaCAT
parlamentcat
jvinaroc
EduMadina
odonelorza2011
javiersolana
G_landaburu
carmechacon
ElGabo
dani_duro
Buenafuente
riverakiko
Berto_Romero
jordievole
oriolgranes
