Kamugo
RonJeffries
tottinge
ourfounder
TachenkoGrupo
MikeGonYe
IJohnson_TNF
HumansOfLate
aryzing
simonbrown
mjpt777
martinkl
aprilwensel
jbcnconf
alxswan
bakwrau
jcasadella
juditnile
MuSTa1nE
OHnoTypeCo
valentingolchev
jodastephen
scarNin1
ferranElGran
XPConf
marmarlade
johncutlefish
OpenJDK
Orioloq
miquelpuigrapos
xavicheca
davidbroc
viscat88
max_eskell
slavoingilizov
CarmendMairena
caitie
dbaclin
vidafestival
jgthms
TennisTV
simonsinek
sofiabrei
stevesi
tachyons_css
bcn_eng
DocOnDev
twosandfews
benchestnut
unclebobmartin
mfeathers
nandocruz32
sandrewge
rachelcdavies
mobiplayer
ElvisPerkins
calatorescu
jclariana
carlossaez
annatrigas
SlackHQ
crisdelcanto
pmachold
CraftConf
Grandaddy
cbrudesala
coboshm
thesambarnes
jasonlytle
javiBertos
evalefleur
Ruben__oficial
Vide
poteirard
Ahskaniz
holman
FernandoAlfaroX
youchy7
kellabyte
ClementDub
katemats
antirez
Schenzle
Muzikalia
rands
Akelael
davidbaratech
normanmaurer
EspreeDevora
ganguera
crazybob
KentBeck
rejectnation
dhanji
mrzard_dev
Linkita
AABONDY
grailsframework
jsalvata
laiaarme
jovarela
flipper83
manelizzard
gorkaio
lant
mitxino77
CarlaCabedo
roymarquez
tastapod
Bosch_Marta
jesushernan
OlaPodridaBand
moellernights
elegvld
daytrotter
MarVelascoBaron
esteve
mariona_teixido
feralou
nachog
alex_lobera
TomTemplier
marcpdw
naoj_gior
tommcrae
GDGBarcelona
guillemmateos
inaki_trovit
msilber5
sergisac
gabiruizps
lastfm
mutant_adri
BPuyol
ferrangali
Chri55yBaby
victorlozano73
jordi_fr
NicksFlickPicks
agirlcalled_eva
bllosantos
EsteveAguilera
Sonos
Primavera_Sound
aeliasnet
khriz
mauprieto
nvier
danielgimenez
juanradiaz
hellooooonewman
weddingpresent
mcanesg
vcastera
garciademarina
dani_sola
sophiacasas
gonzaloserrano
sturlese
brunogbcn
sivers
l2ru
simonetripodi
androideverde
fegabe
jordiromero
icougil
fernando_cejas
ester_canovas
wolffan
0x564242
SergiAndReplace
frucomedia
LukeAM
dcancel
nefen
AXCavero
javisantos
annits
sdepablos
asiermarques
diegomarino
torresburriel
josepjc
davidcastello
EnricDurany
danzarrella
nicobour
floydbrush
iban92
evauria
AlbertoLacasa
rbardet
obokaman
ibelmonte
albertlg
joelovely
carthesian
andrewbrown
jordixou
tomhuntingford
jpinyol
NandoQuintana
seedrocket
plunchete
nacmartin
jelies
vicentearias
jemonleon
enekoknorr
mrt_sanchez
conorneill
deepbane
MrZarD
jordiber
DidacLee
micho
roure
miquelclariana
inaki
oscarcalvo
twopac
mabegon
gcorominas
elies
paugay
Bender
xorduna
joanpinyol
pvillega
eventuo
