cucurrucucuin
RamonTaraz
frodovamar
RespawNeDu
Edvilo75
missgemss
sinfaltas_com
PauSMM_
MaestraHamdaoui
jordicabre
FaenaAleph
catalangov
JuanmiGaldeano
Carbazas_
Ruiz_Noticias
elpetitetanoia
Francis47544223
FreedomofPress
icarpiorod
carbalboa
josebaazkarraga
PujolBonell
josepcosta
bb_begonyeta
vicenssala
galarufus
jaumevidalb
milinnn
Tonivelos
jordiambjota
VogelfreiCAT
cloudechka
CatalanCouncil
ramoncotarelo
pajarillo200
jorditurull
QuimTorraiPla
ozonenc
Sajor14
punt_cat9
freed4Catalonia
LaRepCat
bultaco1971
MONTSEC1
DanidovichCz30
ZombisRapidos
isaacfcorrales
GARNATXUJORDIS
LexicografiaR78
Jesk_Rey
LeahRemini
FeinaJobsXCAT
MaximdeMora1
Qui_dies_passa
PoliticayModa
Yomisma1977
eddie__vg
mpilar_pazo
p_pmorales
alex__castan
LaPous_
alba_a_c
XAVIERMONDRAGO2
podemos3rep
VickyRosell
LaFallaras
Quikecito
SuleimanOmri
kurtgreenway
txaliocat
natzafarre
jutgedret
NataliaBonjoc
mcrc_valladolid
myboy40
DLitio
Ninona62
TereSM_
PacoMontezemolo
DesInfoCAT
OVEJITAROJA
nuriacamera
baratukin
st_esteveroures
laveudesesteve
maar_rio
Toni_Cruanyes
MrPINTXO
Jaume752
SusRaq
novulltwiter
sindicdegreuges
catalanetcritic
saki47che
wookieeeee
JanneRiitakorpi
wagensberg
SotoBueno
gonzae
oscarbianchi
jason_molina1
EnUnPaisInjusto
iniestiinhoo
FonsiLoaiza
avinute
MNAnoticies
Gatxito
JoelJoanJuve
sweetsuburban
Carlesds72
imperialflame38
andoniiivm
SilviabelB
bqreaders
GoetianBarbara
repindepe
KRLSArbog
ikerzaldivar
bicicletagris
marcyanez46
Catalunya2018
KarnaMikko
RamValsbd
JManimar
PABCule
_ju1_
lepeupleavance
juanjose_lara
pablopabloheras
carlesral
Esan_Ozenki
JaumeAlonsoCuev
JonInarritu
garciagarciaix
jordisegura_cat
D22Berta
FirairesV
pow_luengo
AEMET_Esp
DjRepubliCAT
latitafdez
andro4all
jacin_am
danisanchezp
CAllgau
RaquelberryFinn
diario6com
FerranColl
equipviari
PodemosPamplona
InvictosSomos
podremos2015
petisojomi
Esbromapuntocom
enricvilajuana
PolGiseVine
MarinaGarces
yeyaboya
Otger_Catalo_9
albertdmcat
Marta_catalonia
elprotestofono
elpetitcatala
DFChus
GemmaPasqual
PuigFigueras
sinfiltros75
rogertorrent
esther_bonachi
XarnegoSedicios
agent1714
sergipinkman
davsants
GuitarraDePedro
CasasAynoza
andrenio55
consumRepublica
arnau_jutglar
criss_tm21
0353Joan
OsoIngeni
Angels_Folch
jordifranc
joelj11l16
Andaluz_Indepe
QuimMasferrer
JordiPina1
A_Verdaguer
martaespinach
ramirp
gegeserra
puntocriticoDH
Sgarcia12SBD
magiik2222
KKommitten
luigiaguilar
georgeditita
AnnadeCassa
SaavFa
1_jam2
EuzkalZombi
aranagoiri
JCFriasF
DaniRevuelta
Ratapell_
MarinaGmezSnch1
orto1941
AnnaForastier
resamostrar
sumate_asoc
CastellaToni
dss2712
Eduardo47831160
TudoCata
RicardForty
AlbanoDante76
jordiborras
pardodevera
jordifcb24
LauraBorras
CPositifo
nuriasaja
MonDiari
poilemutawi
BanderaCatalana
almunyecar
ANC_Bombers
domagojsever
pilarcalvo13
AntoniRdguez
pancracieta
shophypehaven
JOANPUIGCORBE
raonsrepublica
gasparblancafor
DomenecSegura
juanwohl
GatoAguacate
abel_riu
FraJeremies
IsmaelVegano
poemheaven2
ArturoRetrete
antoniobanos_
mmvidald
jordialapreso
Marian3220La
alextrempCDR
RepublicaBaixLl
patricialopezl
ViolantCervera
CatalunyaRadio
inFocusDC
FrancescSeres
VeraNoelia
deltahorn49
Esquerra_ERC
junqueras
martarovira
RicardUstrell
FAQSTV3
ebudo6566
__Iznogoud__
estapassanttv3
EvaPiquer
MovimientoMCRC
frmat
Candeliano
OscarAndreu
culturacatalana
Repmag
CartesxRep
juli_morato
jaimeaja
cibervivir
PauBalaguerVich
senyorapona
ngonzalezf
rafadelcastillo
tardaobertaTV3
MasEsperma
SoniaReche__
cinta_1961
Carlos_Moreno_U
ADIC_PRE
Aracelisegarra
jubel51
Naiaravc99
niOniP1
espe_cartiel
JuntsXCat
bombers_man
transitb23
conchajua
cdrtgncentre
lavecinarubia
emparmoliner
VictoryBurgos
etassies
__CarmenLopez
cupnacional
unitaria21D
Urbicie
xavicoral
mgabriela_serra
JORDINADOR
Accountable2019
VilaWeb
MeCagoEnCony
catalan_gov
NoeMartri
rcabrero75
protestona1
QuicoSalles
ZassCometro
MiaMimarno
jordiburg
maykanavarro
raulromeva
OmplimBrux
RepublicCatala
omnium
MonicaLimoni
malditobulo
NgeliRius
miquelcalcada
CatalanRepublic
Machisstometro
Prof_TGSchulze
elkloden
CataloniaHelp2
alexiap_alegre
vpartal
MnicaRebullCome
Cal_Ganxet
XavierSolerT
3N4ICM4u41
Alsapla
MTudela
pitudedeu
XBescos
La9deAnon
epacolop
trinitro
HeraclitOscuro
fuchschristian
TheCanaryUK
Zen432
Berlustinho
twttPress
BistroDelmarva
gonzamoha
HORUSRA85
JordiGraupera
CNICatalunya
Houseof_CAT
SpyPolitica
Pontevedra51
maubcn
NamaTikure
AnonymousBCN
superwomanroja
EduardClavell
adrisancast
DMarzal
VictoriusWalls
SuperMami22
fannicanelles
enpeudepau
SergiMarzal
Joaquinmurciamu
danirosa1714
josejoaquinlorc
miriamnoguerasM
soler_toni
helixx85
vicentedf88
Nilfranco146
InakiSerran
quini32fcb
EsqRevoluciona
LexieBGoode
perradesatan
joangs
JordiPeiro1
OwenJones84
SusodeToro1
NaomiAKlein
LekuMarcos
wikileaks
_AlbertCAT_
Romain_Colonna
SimplementeCABJ
Seb_Elx
Fanboy_OUT
jmangues
negre_joan
Nega_Maiz
JulianAssange
RepressionAtCAT
trapellasweet
alfredodcu
ref1oct
Xuxipc
mksjosoccdr
Luchar_y_luchar
fermasamx
Moreno1978E
MadreDragones
DiegoPodemos
romaochaita
Tsoukalos
MeWithoutFear
Lucha_Obrera_Yo
BullThorete
Sasi4
IliberisGra
rarm2016
patrimurillo87
AnaRuizF
BIu3_
mmillanclosa
yolilms
wizinkbank
CorneliTacit
pipeta__
elites_hermes
paskypolepole
MarcSabadell
SoyAmargada
jordi_dapena
JA_1969
Ramonpoch
alfportillo
Constructo_
MCarmen_Maga
Ezequielmteran
InvolucionH
RestYakitoro
Sergiuk0
PilarNietoDiaz
cuchillosweb
kkustras
marceloredoni11
mariomilsec
tritxs
Moicamacho
kaskarujo1
Arcos
GLS_clientes
Creativolandia
laurafranqueza
PinosMiquel
martioli90
PalabraDePanda
CastigadorY
