asierbijoux
elpidiojsilva
JamiMatamala
Jossangir
RieradeCassoles
ebudo6566
andalucesAND
latinosxRep
cellereltros
carlescosta_
tibymar
issr5_issa
deMarenpeor
natzafarre
HashtagsxRep
OscarReinaGilen
tonialba
LauraBorras
josepcosta
DailyKrishnamu1
kenynegro
daliablanc
Valia_Terranova
CampsVentura
tbri001
luisbeltri
Argidells
MiquelBuch
jpurias
cloudechka
rfernsan
calqueraun
dbenlloch
Socratesmorris5
QuimTorraiPla
rosariopalomi71
Toni_Cruanyes
xavicurto55
EDesobedient
A_Verdaguer
linarestc
JMatasD
LuismiGlezLopez
BelOlid
NuriaCasademont
VullEscriure
TereSM_
9delpalau
VictorSagi
alejan_juarezz
LaBodegaBorges
catalanetcritic
JoanLaportaFCB
primaries2019
st_esteveroures
XLMMM
CdeCiencia
RogerMasOficial
600Independent
Llibresxrep
BonanyParera
chloehphillips
TYellows
querellantsXrep
dilmabr
cuantacacota
pvallin
agarzon
iescolar
AlbaAdvocada
FerranSardans
PrensaPEsquivel
wagensberg
joan_matamala
JablonskiMaciek
RogeliMontoliu
IvanLQF
freepoliteia
jaumeclotet
KatalonskiTV3
boye_g
miguel_end
CDRLx
Robertviladamat
uniocat11
TheOliverStone
pagoga15
JoanFontGasulla
josepalay
PixelHELPER
JoanaMortagua
gerardquintana
maria8769
nuriacamera
PuigdemontFree
JulianAssange
FreePuigdemont
psicoycultura
carlesral
gerardsese
FreeRull
JonInarritu
QuimMasferrer
desiree_bela
danisanchezp
AliancaRebel
XaviPCat
KMSxlaLLIBERTAT
CatalansaMurcia
latitafdez
domenec_ortiz
AraBassas
BiblioBellvitge
lluismundet
inFocusDC
erikwill
jaumerafanell
historylvrsclub
Holaiquetal
FonsiLoaiza
protestona1
no_callarem
Radiolamina
AndreuEscriva
Foreign_Cat
yeyaboya
elcatalacomcal
blaqll
carloscasabona
comiendo_maria
SocMontse
YourAnonGlobal
jmangues
elpetitcatala
FreeJunqueras
BatecsxRepublic
rafagutterrnan
ComptadorRep
Republicans2_0
somAlternativa
desdelpoble
xdr_repcat
aZamblea
NewsAboutCat
vagadefam
Da40387947
quimarrufat
toni_arago
aleixsarri
despertemrep
caval100
neusmatamala
ateneubcn
JoanQueralt
josepalacid
JaumeAlonsoCuev
l1ndependent
elputuamu
Acampadaxrep
EstatdeGracia
Bernat_Deltell
arxiunacional
oidoredaccion1
Llibertatmusica
GatoAguacate
DemosLibertad
GerardAlv7
kamchatka_es
tiet_Antonio
MusicsLlibertat
MartaDui
GorkaKB
laura_rosel
EUCitizens4Cat
nonymousNews
alexCatNL
IsabeLemos13
dss2712
marcmarti_3d
JordiSH1961
BelenBermejo
rogertorrent
SinAzucarOrg
SusodeToro1
HCuauhtemoc7
AvisxRepublica
CanalRepublica
joseggusmao
Ruig_14
ICatalanes
araiavui
MissNieve
kwy380
lunadelsur2012
OsoIngeni
narcisvidal7
PoesiaRepublica
JanneRiitakorpi
epaluzie
andersivera
ANONSPAIN2
consumRepublica
Josep_Huguet
pauroig5
coolcrins
JoelJoanJuve
altamiranoMLG
jordijauset
nu_alabao
martapfdez90
xmBEIRAS
salvemtv3
afrocatalans
Piulador_K_TALA
ChasCarOrg
jordicalvis
vinsrepublica
BabelRepubliCat
AstroxRepublica
josejoaquinlorc
gerardotc
Ivan_Puig
ErnestoEkaizer
cmerlodimenna
ElPinyata
1_jam2
asj_dasilva
JordiGraupera
miriamnoguerasM
Berlustinho
elsa_artadi
MrPINTXO
DFerrerC
bombers_man
IainRWhite
XBescos
Jordislliures
som_i_serem_cat
enSergioles
MarcVerser
MEMCatalunya
ANC_Economistes
gallifantes
adammartinsk
Birresrepublica
MfHau
PauSMM_
muscluman
gemmaf51
tunisocatala
m_a_dejongh
TaizaBritoPE
BarmonTandrah
Cat_Vidinhas
PoliticayModa
piorno_gz
raonsrepublica
mhistoriacat
words4cat
FraJeremies
alexconesa
jordialapreso
Well086
JnnDiaz
datadista
Prof_TGSchulze
literlandweb1
rsolanoi
jcanadellb
LluisTorroglosa
PauBalaguerVich
spectatorindex
nuriaq
Henrique_B_C
GabrielGarroum
MalditoDato
EmiliValdero
DaniVelasco35
PeraLlimonera69
cinemaspiritcat
iolandabatalle
encampanya
jordialbaiges
Virgili7
generationkwh
ActualidadRT
alertatrollcat
NoeMartri
JuntsXCat
Cdr_nv_sg_cgr
FAQSTV3
SiambNos
sorluciacaram
javiercelaya
NicolasValle
Storytel_ES
GermanGF7
DrGeorgeKMoore
Mhemeroteca
CartesxRep
CDRNouBarris
catalunyabr
malditobulo
gomezjordi
Bonapassa
latinoscat
xruiztru
MadriDecidirCAT
rogerevansny
PabloMM
AnnaSimo
vpartal
txellborras
quimforn
dolorsbassac
parlamentcat
carlopadial
catalan_gov
estapassanttv3
toni_comin
CarlesMundo
SomEnergia
ANC_Bombers
nospotfer
_Maria_Dantas_
Andaluz_Indepe
davidpich
xavichica
amnesty
patricialopezl
CDRCatOficial
superwomanroja
mindundi33
BeatrizTalegon
