FCEsport
EsportsUB
AlfredoIrurtia
elnacionalcat
RafaelTarrag1
LuisSuarez9
elpuntavui
Saray_romy
Xavieriglesias
jmbartomeu
Rafinha
Trampo10
drew_ps
ForcadellCarme
SergiRoberto10
esportcat
neymarjr
JNCatalunya
martarovira
franceschoms
davidbonvehi
priscilatorrado
martapascal
BCN_esports
11neusroca
jorditurull
joseprull
A3Noticias
elconfidencial
CNNEE
EFEnoticias
diarioas
marcmarquez93
La_SER
europapress
elmundoes
muyinteresante
20m
soler_toni
eldiarioes
bcndesapareguda
iescolar
xaviertrias
TMBinfo
pasaenbcn
btvnoticies
TMB_Barcelona
bcn_ajuntament
Rugby_Cisneros
GetxoRugby
CRC_rugby
UESantboiana
barbarapla
gfigueras
marcmonells
gerardesteva
fun_alternativa
FCBRugby
ceurugby
RCLHospitalet
QuimicRugby
Blogderugby
leonasrugby
buc1929
rugbyfemeni
CRSantQuirze
FCBarcelona_es
amicsrugbicat
GoticsRC
ElenaMR89
UFECcat
YolandaEspanyo
INEFBcnRugbyFem
apalauserra
InefLleidaRugby
neusmunte
FIFAcom
UEFAcom
premierleague
EuropaLeague
raulromeva
eduinglesyuba
ferranrodriguez
ChampionsLeague
alfredpico
SantiVila
RaholaOficial
herapluto
KRLS
LaHoraOvalada
Rugby_femenino
rugby_cat
CiudadanosCs
sanchezcastejon
GLlamazares
20dl_cat
bcnencomu
Jotabeella
ivantibau
Henscf
rugbycat_cat
PSOE
Pdemocratacat
agarzon
cayo_lara
TaniaDxT
BarcelonaRugby
iunida
AdaColau
CBescansa
XavierDomenechs
MonederoJC
TeresaRodr_
pnique
ierrejon
Pablo_Iglesias_
ahorapodemos
CEINEFBCN
AnnaCastells
aherra27
unlimited_rugby
21frames_monica
HiginiaRoig
JoanTarda
AlfredBosch
govern
cupnacional
Esquerra_ERC
JuntsPelSi
omnium
MoritzBarcelona
netflix
assemblea
xescoespar
daviddelcid11
HUGO85HDEZ
SansProcuradors
gregbeals
FCBVoleibol
joangiln
MetabolicaLSC
EsteveManeja
elperiodico
BtSProfessional
FundacioCEO
ernest_blanes
davidelcid
santisiquier
PA_Pujol
jmpadu
caprapat
mateuserra
segurapep
JoanForto
JavierMoracho
EEmprenedors
IgnasiRugby
JacquesMunoz
BlanesErnest
KIKOTERR
enriccanela
ElenaGilG
anfipe
annalluch
diegosillac
ALEXIAPEREZ75
abaena87
AIricibar
AlbertMarco
13_Pinto
esport3
ferugby
JuanjoBrau
2MONTOYA
elmonarac1
antonibassas
xavierbosch
JordiAlba
Jordina_M
DaniAlvesD2
cope_es
_Pedro17_
marca
elchiringuitotv
soniagelma
ctello91
jordibaste
Catinformacio
poloniatv3
tv3cat
ARAesports
MartaCostaFa
marta_miro
unachicanunca
veinti2
junqueras
Abichit
LauraEsbriAnton
MariaRibGar
Angeladelpan
ErnestoAradilla
airllimos
LluisMascaro
catexperience
RugbyINEFbcn
Fotlipou
rbesac
QuimMonzo
elperiodico_cat
MauliJain100
hghhhtfff
GestionGPS
8aldia
jordifinestres
alfonslopeztena
LaLiga
AleixEspargaro
ARAsocietat
ManelCarmonaC
RIVALDOOFICIAL
clubineflleida
InefBarcelona
FCBarcelona
Carles5puyol
CuencaIsaac
muniesa92
3gerardpique
llorentefer19
SSantiagosegura
Mascherano
iec
Catacrac1
RogerSaperas
MarqMarti
XSalaimartin
AFontas3
CanviemBellvitg
VilaWeb
CatalunyaRadio
324cat
diariARA
selecta_news
nikefootball
MarcBartra
encatala
cesc4official
Buenafuente
mundodeportivo
el_pais
publico_es
LaVanguardia
elmundotoday
Berto_Romero
Carlos_Latre
sport
LUISENRIQUE21
alexsantamariap
ricardogomez10
BarcaClips
tsisquella
Menrod_
jmiguelgr
khalidshabaz
AmbulanciesCat
PonaSanta
_Queque_
laiaferrer
jordievole
lorenzo99
APM
paugasol
El_Hormiguero
andresiniesta8
FCBarcelona_cat
