MattNavarra
dhh
rasmus_kleis
NYT_first_said
larskjensen
mattyglesias
CaseyNewton
jpmarcum
JensMattiasGP
deanbaquet
navin_
CharlesMBlow
AndreasThyrring
dcappello
Digiday
Lucy28Southern
KurtWagner8
DRkoncern
dittegiese
Madszt
ytournel
DRforskerne
adambly
BBCRoryCJ
rddk18
arctictony
LarsAaes
daozers
brooklynmag
NorthsideFest
LasseJensen7
sirgregor
moxfeldt
notch
JakobVikr
plotlygraphs
Kaspervillum
seanrad
jensbch
flaneur
ericmigi
joshholmes
acroll
peretti
Strava
Snowden
YdeJesper
eblystad
KrisTolo
roennowsimonsen
UlrikHaagerup
voxdotcom
harukimurakami_
Recode
codeorg
Codecademy
ftrain
DataSift
Gnip
runemadsen
jwherrman
DougCoupland
Staghoj
je5perl
hjernemad
DRViden
jeffjarvis
POTUS44
BillClinton
Loiborg
KasperDamgaardJ
DRBreaking
c_ottenheim
MortenLi
brorsonfich
CaseyNeistat
lykkefriis
mikemullane
reckless
Damsholt
KatjaTuxen
Carina_Borg
ingeborgv
astridhaug
KaareSorensen
BillGates
drpresse
tim_cook
elonmusk
elatable
Leoparddrengen
shhtisen
mkrasnik
pewinternet
BBCtrending
amidha
harddisken
larssilberbauer
timberners_lee
forrester
tonysphere
plibin
leweb
fredwilson
loic
silentcrooner
jimseven
qz
VICE
hanstosti
JacobMouritzen
nitoen
jakesteadman
Lemberg
dickc
ericschmidt
hblodget
Bankoff
emilysteel
JakobStegelmann
WebSummit
nytimestech
kevinrose
mortensax
AndersKinch
fiwa
LeneHeiselberg
lessig
mat
TheNextWeb
maymann
SocialTVdigest
NielsenSocial
vivian
amichel
SashaK
delaney
clakner
christensen_d
ggreenwald
zephoria
hrtobiashansen
TwitterData
jonasdelfs
TorArnbjorn
rasmusfisker
TwitterTV
verge
NikolajKoppel
jimmy_wales
MariaRorbyeRonn
tomfriedman
christianpanton
Bygbjerg
majaraunbak
rankenberg
lassefrom
lassekjaertw
BertelsenMikael
StanfordGSB
tafkal
jaltucher
parmy
claychristensen
levie
Scobleizer
briansolis
ThisIsSethsBlog
karaswisher
EsbenBjerre
DR3TV
dkroy
PNiegel
hemmeligeDR
klaus_thomsen
timwendelboe
pete_wells
OliverStrand
MBrgger
gusbrade
peterengedal
JohannesLockwoo
bluebottleny
Civicist
bluebottlejames
techreview
StevenLevy
sidselthaarup
TheAtlTech
TheAtlantic
jowyang
instigating
Jay_Nath
coffeecollectif
reimerrules
mikaelvinding
medialab
FastCompany
ericries
tceb62
GustavLutzhoeft
heinizach
NateSilver538
SamSifton
ezraklein
MTA
LasseLyck
Kimmo_F
asymco
signebjoerg
cdsfriis
thdamgaard
marcoarment
PLBournonville
ev
aplusk
DLeonhardt
friism
monggaard
UlrichThomsen
pollas
SalmanRushdie
biz
Chef_Keller
HAL9000_
Gachatz
Bourdain
davidchang
skaw
kevinmarks
cityofsound
tprehn
andershvid
nickbilton
sorenrt
HansRosling
rachelhaot
benhammersley
rasmusoe
Aohrt
naveen
FerroGate
baratunde
bchesky
dens
thejensie
jmskibsted
yokoono
jgebbia
MartyMarkowitz
timoreilly
kasperkofoed
nowuseit
billkeller2014
brianstelter
carr2n
digiphile
ChristofferM
werdelin
pippipsi
LauraJul
TechCrunch
alexismadrigal
nytfood
bittman
cathrinelippert
jamesallworth
crowdsourcing
questlove
nytimes
bethnoveck
daeaves
jack
mygdal
sparker
christianlanng
Nielslindberg
Socialsquare
LineThaarup
thomasgaardsvig
tveskov
ReneRedzepiNoma
TheLMagazine
Joi
mchristensson
lauaaen
ICDK_SV
sxsw
kasperbjorke
BjarkeIngels
FoursquareGuide
mejlvang
Elnif
Jonnynono
KevinSpacey
DalaiLama
whiskyyoga
mette_birk
Claus
twerob
nytgraphics
kevin2kelly
AGFFodbold
ronnitino
andjohan
mikkelsvane
4ND3RS
DAVID_LYNCH
fvogelstein
TheWorlds50Best
RuneHoldt
paulkrugman
NewYorker
thogenhaven
annelaerke
SkovHansen
carstand
jlwieland
WIRED
chr1sa
larsduvander
informeren
eddieizzard
mortenbay
nikolajsonne
cshirky
Funzafunza
BarackObama
Itoffer
