bitup_io
fchollet
olivercameron
dumtest
DeepMindAI
monsterzz
gennadyspb
hierofeus
machinelearnflx
dudictionary
mich261213
dumagovru
ylecun
DeepLearningHub
stanfordnlp
hugo_larochelle
YaBudni
NathanBenaich
metaglasses
_rockt
OriolVinyalsML
DeepSpiker
dennybritz
spacy_io
honnibal
Vimeo
inkl
OpenAI
couchbase
japantimes
intr13
43oN
leonidvolkov
meduzaproject
NASA
japanreports
denplusplus
Ulcamp
Astro_Alex
headinthebox
Bg53G
stachek66
russian_market
roemru
clojurecup
ML_NLP
yapicnic
Repub_News
net_propagande
gilevskaya
telegram
TechCrunch
elonmusk
satyanadella
sscdotopen
meta_ex
martinfowler
HackerNewsOnion
shipilev
ortemij
jtoy
github
nginxorg
redisfeed
functionaljobs
cassandra
vcru
varlamov
IgorSinev
ya_pulser
gvanrossum
intellijidea
yurylifshits
vgorovoy
marissamayer
Medium
ShogunML
ggfil
snikolenko
krodevang
kotovskova
AnatolyShalyto
e_klimenko
AnthonyTeslyuk
andrewzta
spbcsclub
askJuise
karpathy
SebastianThrun
0xABD
FIXGlobalOnline
fablabspb
AndrewYNg
MagicRecs
overtone
ClojureWerkz
mcquay239
SimonBrandhof
ilya_cher
AlBuslaev
tomhoward
rstml
elasticinbox
mikhail_dvorkin
puredanger
samaaron
n0mad_0
josh_wills
hmason
bigdata
SciPyTip
assaron
fprogru
AwakeDr
oxij
ProbFact
yuralifshits
TwitterOSS
paulg
coursera
MarsCuriosity
levwalkin
tlipcon
joeerl
kaggle
_stu_
ian_soboroff
jaykreps
jkff
dtunkelang
abreslav
nathanmarz
JoinTheFlock
mxlearn
mblondel_ml
ogrisel
DataJunkie
relizarov
siah
posco
segalovich
isenbaev
echen
gray_ru
umputun
radio_t
damienkatz
laughedelic
NewsBlur
qdrgsm
appcode
dmitrajunior
Timm_Taller
rystsov
return_true
kpoxman
anyvoid
bobuk
lentaruofficial
ML_Hipster
metabrew
MaximGavrilov
LiloSEA
katyaprigara
Intendia
fedortsarev
durov
Orange_ladybug
gri_ch
ione88AA
YaDevelopers
navalny
GoogleRussia
KermlinRussia
fedor
alex_ittrium
YandexJob
yandex
roolebo
mikhailpinsky
L0KKy
hjshrsnaoirq
jenkinsci
SonarQube
_godin_
FreddyMallet
udacity
