tpolecat
milessabin
Fox0x01
realDonaldTrump
mfeathers
benshapiro
omidaladini
adistanttowel
SoundCloudDev
iScienceLuvr
mjpt777
artemf
ericw
_VZ
a66ath
yermakavets
emilyriehl
pdrobushevich
aaronmblevin
GammaRayToilet
edmondlau
jbrkr
Haghard
ID_AA_Carmack
honest_update
SpaceX
domienterprises
viktortnk
ojmason
jchs86
Damancuso81
techberlin
ArnaudGourlay
tralamazza
iamdevloper
shit_hn_says
darkdimius
Adron
flaviowbrasil
ecotd
magnars
rolandkuhn
kvnwbbr
HoptonPaul
relayr_iot
headinthebox
jpetazzo
MathProgramming
obcode
thecoda
dibblego
jamesiry
jboner
contrarivariant
Queen_Europe
b0rk
elonmusk
asolovyov
rustlang
teliatko
virtualvoid
sirthias
claireflmng
nickholzherr
hzguo
debasishg
inkytonik
pchiusano
larsr_h
dcsobral
sprayio
BigDataBorat
DalaiLama
davidbyttow
strangeloop_stl
Medium
jashkenas
elinguaclass
ralphtice
OlegYch
temerev
csmothers
runarorama
mitchellh
michael_haessig
stennie
LinkedInEng
junglebarry
L1n0k
scalaxia
scalatypes
spolsky
playframework
vlasovskikh
djspiewak
kachayev
jkff
levwalkin
viktorklang
dimetron
wfaler
lightbend
paulg
fprogblogs
kaffeecoder
rssh1
Tanya_twitt
dhh
stuarthalloway
craigtech
akkateam
addyosmani
ptushka_Genia
AnthonyBY
Sadache
sgodbillon
danshipper
business901
golang
AWSDaily
planetclojure
richhickey
tjholowaychuk
gregyoung
scalaby
data_hipster
bootstrappist
meteorjs
martinfowler
r2r
hnshah
Gavruk
fielding
InfoQ
odersky
scrumology
basecamp
highscalability
mdubakov
RavenDB
remeniuk
bandruschuk
