LifeTrito
picampall
tonixllobet
CridaLlibertat
599100Pol
Acampadaxrep
HackingLliure
Laurarenas66
ElsVolemACasa
SenderiaPirineu
Indesinenter
gallifantes
albagat
catalan_gov
CDRCatOficial
cddrcat
elisenda_papiol
net2bcn
enpeudepau
RarebirdsCat
FemNoviolencia
AriadnaFito
CDREixampleDret
Agencia8M
paullonch
ref1oct
DretsCat
raulpresseguer
egisbi21
laTBcn
jamborinada
BarrideGrillats
c_emergencia
SantiBolibar
EnricGoma
piulabosc
dgtlFundraising
BcnSkyline
marianocebolla
DanideTorres
gaig_blau
FrancescSeres
ArrelsFundacio
DavidZorrakino
ArnauBB
pmarsupia
mResist_eu
m4_social
erodriguezgar
OcellsBCN
TanquemElsCIEs
DOrtizLlargues
abeljulien
FelipeCamposlh
NicoFul
PGaraizar
ainara2puntu0
SayitaSol
TormentaDigital
asenante
AlexComaMaroto
piocsalvatge
PiulemOcells
Agroroig
ideanauta
jordimunozm
m4_Development
TocatsdelalaTV3
GivingTuesCAT
antoniobanos_
GivingTuesdayES
Candeliano
CarmeJunyent
SuiteCRM
LifeMontserrat
stopmaremortum
EioRamon
presscustomizr
alfonsdg
AmbientologoBcn
salvemmontrebei
CatalanWeekend
migratoebre
CDmon
OcellairesCat
jordipc
MarcBertomeu
info_ISOM
ANCFortPienc
Tecnopolitica_
porCausaorg
lluis_llach
laportadeldelta
deltallobregat
ICOcells
cooperaciocat
elsomatent
BCNbirding
DeltaBirdingF
apuente
CridaDemocracia
AdelaCami
mbeltr10
SentitCritic
ValeriRuizG
itforcharities
PoletikaORG
carlitoscapote
lidiaucher
luisgarciga
ndominro
nonprofitbridge
CatDevReporter
tjussana
CodigoMundo
FundacioCandel
DevReporterNet
vadepares
AnnaLlop_
oscarmateos1
SomConnexio
nicguillaume
magiclineSJD
un_pais_normal
albadelgadog
albertgasset
annariro
dirygess
JordiGraupera
EscolaFortPienc
soler_toni
jmtresserras
oriolllado
FairTags
proyectoeticom
pauvidal_TS
MiriamAcebillo
mgarcipu
MonicaSabata
NOSTRESINYO
Ciudadano_Zer0
mariolaespe
eduardvoltas
MireiaCivis
GestionONG
LourdesAlbaiges
tot_suma
RTerrassa
Hack_ForGood
JordiOriola
isonapassola
ongawaTIC
alejandro_ixiam
Jordi_Armadans
angcastineira
taize
Raimon_Ribera
jordibernabeu
encampanya
LMunozSamaniego
gimeno_mireia
junqueras
RogerMartinezz
sergirovira
ferranb
Redvolucionate
worldcoo
xcasanovasc
nvallsc
albertsc79
anavillaur
fixmedia_org
SinergiaCRM
AEFundraising
OTS_org
sergidotu
aramateix
amadeudeu
ThaisBonilla
martaespasa
JoanaBaro
pedroeltercer
martarb2011
marcussykes
ampafortpienc
UEIASocial
Jordijover11
ireneborras
ecasacciosocial
Teaming
carlesgilsaguer
serveisweb_cat
JosepMLozano
ismaelpalacin
TandemSocial
rvalls
FundacioComtal
montsanto
banca_etica
carrascal
arigolr
_interferencies
daniglez
frmat
xavieraldekoa
sandracarrera
blogactionday
EvitaDynamite
BeyondTheTribe
olivera_coop
ifresnillo
JuanMezo
oleguerserra
carlescampuzano
franequiza
gestionandote
Rogerbuch
alex_pigem
oriolllop
XCTcat
EstherCam1
nonprofitorgs
OriolHoms
quimsabater
lydiamolina
cristina_sdp
Niunpasenrere
leila_na
icunova
a_hj
astrolabi
TelecosSF
quepo_org
toni_viader
SaraMSanchez
carletaMT
BlancaPSerra
angelfont
sostenibilitat
NeydaC
xavierbasora
jordidemiguel
ramonbartomeus
janquim
proyectodono
change_es
jordipietx
Taula3sector
viulaterra
soniaflotats
SocialCo_es
alexlozab
EMPODERA_org
roser_c
danivilaro
omnium
jfeliua
lluispi
antonibassas
arrabaldes
pro_acceso
marccortes
idealware
JoanCuevas
solucionesong
masticable
hacesfalta
ictlogist
xamat
xarxanetorg
cooperacion20
silviacobo
