Almud3na_CO
maralarco
venturabarba
PereCondom
hospitalclinic
AISChannel
FLIxrisk
sonarplusd
javicreus
WolframResearch
stephen_wolfram
picdescbot
lexfridman
BCN_ai
sitgesnext
mogaspart
BorrellMarc
pere_torrents
DoYouTrust
aargelich
BarcelonaEnBeta
sxsw
aureamemotech
manelbuenoball
jordievole
xavidominguez
MIDbarcelona
BCD_barcelona
4LOVofScience
JamesCorneille
ID_AA_Carmack
BadAstronomer
AmeliaPijuan
expohip
NadyaZhexembay
badassboz
sromerobcn
pabloryr
kippel01news
adrianafreitas
futurism
naval
debbiemillman
waitbutwhy
RealJaronLanier
megaonline
fostaseski
BrianGrazer
xantallavina
AdaColau
InsightTimer
agenciaacn
SamHarrisOrg
openDemocracy
SharonSalzberg
BBCNews
CNBC
guardian
FT
CatalunyaRadio
rac1
elmonarac1
yanisvaroufakis
EU_Commission
jtorras
Ouishare
OuiShare_es
AlbertCanig
ariannahuff
tfadell
delgoveu
Mike_Stelzner
Mixergy
SkyNews
jockowillink
KTHopkins
contrariansmind
Xuxipc
tegmark
lifehacker
michaelshermer
WSJ
washingtonpost
AP
Reuters
BBCWorld
CNN
cnnbrk
BarackObama
el_pais
elmundotoday
eljueves
AlJazeera
bomberscat
antonibassas
324cat
VilaWeb
diariARA
bbcmundo
business
govern
DalaiLama
BBCBreaking
JulianAssange
wikileaks
aula141ccg
robot_MD
mossos
AndrewYNg
gcpegg
AppleEDU
TheValleyDBS
ConectorSpain
AntonioParis
NOWNESS
PlanetQuest
Astro_Wright
SkyMapper
MrLeonardKim
universetoday
Room_Space
mmtobservatory
ImpeyChris
GMTelescope
esa
exploreplanets
IanBell330
AstronomySOTA
serperiba
LEMMiN0
telecoscat
Currofile
saveboost
sciencemagazine
PopSci
Seeker
MovistarCentre
jemonleon
klaushofeditz
ESAGaia
wicho
jordigoula
atari
brainpicker
bigthink
greatbigstory
CETT_UB
Snowden
BrunoMagmaHC
LIGO
DrStuClark
tim_cook
DocNicola
nicole
Bethahealey
longnow
paragkhanna
motherboard
brkthroughprize
karpathy
twilala_app
PCT_Turismo
hosteltur
xalvarezforn
iese_esp
roy_gunter
mbanzi
arduino
dcuartielles
martinezgallego
sekuenz
MOB_BCN
hardwaremassive
timorahilly
iesealumni
leesimon
QueridaGreta
firstround
simonstalenhag
Milica1206
florianmueck
CHRISTIANRF
davetroy
cececebe
fervdr
AnaWangSaegusa
BBC_Future
BarcelonaGlobal
themateuszm
carmenjane
JoaquimAlvarez
Franciscodr
lourdesmunoz
ingebcn
ladycrochetbcn
jsanfeliu
anabrubru
osplo
MateuHernandez
newsycombinator
FDanze
numbers_world
fgallardo
CassiniSaturn
NASA_Dawn
NewHorizons2015
NASA_Technology
Tesla
MarsCuriosity
SpaceX
tynan
skrug
NNgroup
Astro_Alex
EOBarcelona
asmalljob
iesebschool
w3c
stevewoz
timberners_lee
leobabauta
thinkDIF_
EnricLopezC
Medium
TheEconomist
newscientist
DiscoverMag
physorg_com
mendezlife
Joi
medialab
Bill_Gross
nnegroponte
tferriss
JackWelchMBA
JohnMaxwellCo
gtdtimes
claychristensen
dtapscott
stevefarber
DHMovement
patricklencioni
simonsinek
RobinSharma
tom_peters
MichaelEPorter
DaleCarnegie
DanielGolemanEI
richardbranson
BillGates
MichaelDell
MITnews
DeepakChopra
JenniferPreston
briansolis
DARPA
aleixvalls
conorneill
zen_habits
EntrepreneurOrg
sirmonti
poppyg
ThisIsSethsBlog
ev
elonmusk
ISOCCAT
bcnentrepreneur
xavierverdaguer
jklingsporbcn
himajina
designyoutrust
josepmvalero
MWCapital
josecruset
nytimes
SaraPastor_
EnglishRussia1
AntoniGarrell
CERN
laurarenzetti
miqvid
antoni_flores
BBCScienceNews
NASA
BoingBoing
TEDTalks
nytimestech
TechCrunch
internetsociety
mashable
isaac
albacasanovas
FirstTuesdayBCN
hiperinnovacion
lluisfont
NurietCom
emascarotourism
victorianoi
WIRED
martaemersonme
jpsanchez
marcoscuevas
GuyKawasaki
timoreilly
DidacLee
enekoknorr
torresburriel
joanplanas
hectormilla
ricardcastellet
JPlanas
joangou
marccortes
jordifumado
EmilioMarquez
Rafa_Jimenez
emascaro
carlosblanco
