JUGru
davenpcm
dashtetina
kubukoz
lambda_conf
Oli_kitty
maxua
bijancn
curry_on_conf
nicolasleroux
scalac_io
underscoreio
noelwelsh
davegurnell
RethinkTrust
TwitterEng
flaviowbrasil
JM0x5C
jraedisch
year_progress
impurepics
eed3si9n
WorldAndScience
durov
LukaJacobowitz
axoni
yelbota
cardanocom
travisbrown
nikalaikina
tpolecat
ruHaskell
BigchainDB
http4s
rabbitonweb
posco
backendsecret
li_haoyi
japgolly
__coding_tips__
TensorFlow
sum3rman
afiskon
gliush
SBozhko
alexelcu
kubernetesio
mesosphere
monix
finatra
finagle
heathercmiller
CriteoEng
jdegoes
MariaLiviaCh
DanielaSfregola
Signify_Tech
propensive
BartoszMilewski
triple_quote
oss_scala
privetsuka3
ScalaIO_FR
AnnKuki
djspiewak
GatlingTool
scala_sbt
ScalaHamburg
Lambda_World
londonscala
scala_native
numberphile
shipilev
DarinaLukutina
martinkl
TheHackersNews
BesseIFunction
fermatslibrary
runarorama
gray_ru
bobuk
umputun
ksenks
Lana_Ipekakuana
mister_blblbl
zapletal_martin
cakesolutions
joescii
ScalaTimes
BeeScalaConf
vcru
ScaleByTheBay
Alvcohen
ebanoe_it
nataelbalevsky
typelevel
milessabin
provotorov
glorphindale
YankovaAn
vkozulya
alcomodel
Monatique
iamchEbba
vgamburge_ru
twiparty16
at_zero_gravity
inoio_gmbh
hseeberger
alexprokopec
MsPutintseva
scalaspec
scalaexchange
mrt1nz
den_sh
lutzhuehnken
xeno_by
King_Of_Magic
_atkit
darkdimius
scalaworldconf
army_online
masha_kormasha
SpaceX
roscosmos
github
elonmusk
riascience
MarsCuriosity
Philae2014
ScalaFriends
ScalaAtSO
coolscala
rolandkuhn
scaladays
geektimes_com
playframework
osmestad
palbratelund
OmskPress
scala_lang
odersky
ru_rbc
IragNor
vezhlivo
SergeiMinaev
zhgun
we_love_art_
julia_vesta
svishchev
SeVastyano
allagulova2
just_a_white
korsakovs
SeeMinor
Zelenyikoteyka
bumba_
PolinaInOslo
ira_trix
habr_com
Stanpol
gryzzlik
Avantasia
Snoohvit
RussianNorway
Lizafetta
FaenJS
mopsvik
Ivanova_Mmash
mordvinoff
olegvinzhegin
MaryanaDavydova
NatashaKas
Vladimir_Rybkin
microbash
torvmyrveien
WiMP
gusex
Allagoulova
medvezhopok
OneAppleInBox
ivanzoid
nepx
xtasy64
anton_nix
alexius2
vaclim
terpimost
mikefilsaime
TweetGlide
avzakharoff
