getmanfred
CharlieIniesta
untalramonegea
luismiramirez
angel_diaz_gil
diegobarna
ferranpelmon
francesc_pla
SequraEng
gregyoung
arenaliacom
marianavast
MageTitansES
confagilespain
yukideluxe
jonicklas
Obs_Cetelem_ES
beatrizesconz
barcelona_cat
PagaMasTarde_es
ricardgilr
guuille
Strava
GarminFitness
marta_plana
jediUPC
teruelyserrano
dasouza
pccomponentes
isanval
jroper
scala_lang
biciculturabcn
SlackHQ
abrahamcn
digitalorigin
aplazame
YolandaMunio
m1k3lm
PAYTPV
ModulosDePago
cesarrodriguez
OrestesCA
lightbend
playframework
icougil
WynWin_
agilogy
agile_jordi
artursoler
Omexpo
evernote
wirecard
Justyna_Adam
Redsys_es
github
luisjoliva
sequra_es
wicz
bcnonrails
jaimevelaz
iconpin
jordi_falguera
vfarcic
josea_alcantara
jboner
verosoriaf
ScalaBcn
sergioguerrero
odersky
Cesc_Vilanova
adavideo
tetuanvalley
abarrera
wickund
giropa832
cookup
alvarobiz
sw_bcn
dvrensk
atlassiantalent
Dropbox
ignasi35
BcnJS
betabeers
itnig
joserra_diaz
bcnswcraft
aos2k14
the_antlr_guy
SilviaCioaca
MITOCW
edXOnline
coursera
WardCunningham
RcdFdz
mpucholblasco
_daniel_anton_
jaumejornet
ericevans0
OrgChangeBCN
runroom
josecgil
1000rayosdeluz
marciobarrios
thecleancoders
Cramtirolf
Jira
david_bonilla
unclebobmartin
Atlassian
jgomezz
jrhuerta
GerardChiva
java
scbcn2013
AUGBarcelona
BarcelonaJUG
perforce
DZone
GeertjanW
vogella
patriot1burke
lapatilou
PauTo
stubbornella
rossoft
BarcelonaIO
gimix3
vmw_workstation
klout
_alicianavarro
MySQL
terracottatech
glorialangreo
irenerengel
jordi_prats
st3ng4h
xmorueco
xoseperez
_dcampoy
brikis98
alejandrocrosa
cohente
Work4LinkedIn
AbrahamOtero
InTalentSeeker
LinkedInEng
LinkedIn
aitorciki
ViddoBamBam
michirohrer
jjcoellov
PomodoroTech
mianmaru
esecundarios
tomaszse
Otra_Tierra
polbassiner
googlecloud
awscloud
recena
CarlosTheSailor
rubbekk
j_brinx
xavi_albaladejo
elvaabril
bramezito
NataliaPuyuelo
bunkenburg
BitsEvent
jenkinsci
fatimacasau
SmartBear
albertllastarri
AutomatedTester
llusep
agilegirls
Mauri_Edo
_joseraya
citilab
carlosmerida
soutoramon
ahernandezrui
Oriol_Llaurado
agilebcn
rcanalesmora
ecomba
nmoraesmunter
henrikkniberg
enjutomojamuto
Google
Rebitt
JALPardos
asz
AndroidDev
ellovet
sergioalvarez
carlosble
COEINF
alexisroque
rroldan
XaV1uzz
pedro_gallardo
JesusEncinar
KentBeck
martinfowler
cavaandtwitts
fantagir
slakels
gojkoadzic
SmartBlogES
juan_palacio
zigiella
angel_m
agilespain
javahispano
bcurtu
robertrv
Juanter
jmbeas
sandratierno
rrees
