nuriabvilanova
ferranvila
celforbor
hlaliena
JuditPastorC
MarcRuiz_mrs
JordiBarranca
CoriCalero
aduransabate
AsenjoCatalan
lcatalanas
ConsellProfCR
CProfTV3
OscarCostaH
GerardJubany
xeniasantigosa
joanbotta
PaulaMols
albagrifell
FolchMerce
GemmaTarrago
PepaFerrer
MireiaEsteve
montsedk
XaviRossinyol
josepmporta
paulaflorit
e3_girona
ivanngutierrez
l_hemicicle
ArxiuTV3CR
hemicicle
gloria_marin
Quatrecantons
agatafabregas
ibanapc
peregaviria
dolatello
TakagiSandra
rosetaserres
NuriaSabate
oriolvidal
sola_marina
epinyol
teresamaciavile
mercesibina
NeusSantamaria
ipascualsardo
martagi2
Berriemaile
carlesbrucet
Sion_Biurrun
esterilla10
marionabassa1
david_bassa
anna_oliet
MiriamVilaGa
annateixidorcol
bertasolanas
Mirsegu
RogRovi
evabesalu
lluipujol
guillempriet
soniapoll
marionapique
iacma
evavaras
esthermiro
vickymiro
yolmare
IzquiDavid
BegoGrigelmo
martacatafal
annabatlle
nurbacardit
ivaque
ramon_rado
FelipGordillo
marta_carnice
rballabriga
solerpete
laurasole_tv
txell79
alberis40
AnnaLasaga
xaviabad
LaiaSz
mireprats
MiquelPiris
nuriacasals1975
laestherla
olganolla
jordinamolas
ignasigallart
annabarredac
barbaraarque
LauraAlmar
carlescosta_
mlaborda43
carlosbaraibar
albertmercade
martavivesm
laiaclaret
oscarcatradio
jcorbalan
Gelopezfageda
emboirada
montseges
FerranAuberni
laliferrer
SilviaMateuGB
carmecanet
montsecuadreny
evacompta
txellvallespi
llurpi
arnau1515
pilargarcia45
maitereus
SilviaCoppulo
RosaMBartroli
rafelventura
PereJoanAlvarez
JosepMariaPerel
CrisBordas
EugeniaLozanoVi
MonicaMas_
Romagosamarta
GomezAmat
cesca_armengol
goncalvov
pilarmerodio
3rondes
Catmigdia
espaiinternet
esAdir
saulgordillo
sheilaalen
ForadeSerieTV3
mviladots
elsuplement
danibramon
krlescastellnou
quetak
xcaralt
Josepcapella
RosaTaboada1
30minuts
jordibaro
VictorSorribes
MartaMasoE
pereboschg
joanbiosca
SandraMataM
JoanRaventos
isagali
vicenslozano
NicolasValle
cherranz13
MPilarAbril
ismartin_amoros
VirginiaMartiB
roldancarme
sala_mireia
ManelSastre
natramonetc
FrancescCano
nbonet_catradio
JordiPratsB
albertcalatrava
sararieralopez
isaacvilalta
alopezdo
eloibcn
davidangelagam
carmecasanas
ricardbuigues
coiaballest
cgnoelia
roserperera
nisk_roca
FelixMartin67
ijuanola
clarajordanvila
albertrequenal
marrierasola
montsepoblet
marcjurado
GemmaBonetBr
MartaBelles33
pjbarc
vauba123
Nurioriol
carmemontero
mgarciaesteve
mercealcocer
martifarrero
txellfeixas
sergimulero
MaAlbaGilabert
beltadoX
sergirocap
davcasablancas
MontsePujolCull
montsemasm
eslapuntador
blaimarse
MontseCampsP
EstelBatet
XavierMontagut
Natiadell
Accio_Politica
DavidMelgarejo_
xavicoral
celiacernadas
xgraset
davidclupes
xduran_e
LluisCaelles
SalvadorSala
antonidarmengol
teresasalas13
MonicaSanjo
miqueljarque
AnnaPoch
jjanue
eloicordomi
TomasMolinaB
enricagud
gemmapuigf
krlsprts
JaumeFreixes
josepmariasoro
cris_riba
AresRiu
JudithAntequera
AnnaGarni
rosatalamas
nuriasoleperez
margasoli
JordiEroles
francesc_canals
bernatrexach
LasagaAnna
equipviari
marianuria2011
oriolserra
Mes_324
CCMA_cat
lluismarquina
AlbertAguilera_
fatimallambrich
martarrufat
Carolinarosich
MBertran1
montse_tio
RaquelSansDuran
JordiAguileraC
joancarlesperis
PuntCatTV3
ariadnaoltra
fx_serra
maticatradio
LaTdP
Catradioesports
albert_elfa
estevesoler
AForneLopez
amasipelias
xescoreverter
evapelegri_tv3
cgilif
gemmaruiz_
ManelAlias
jordi_pons
montserrat_sm
martacorbalanb
ignasi_abad
vplana_catradio
CarmeCleries
laiadelariva
miro_olga
oscar_armengol
montse_bassa
geniscormand
cristiantrepat
montse_castany
Catvespre
eltempsTV3
alcantara_alb
nestor_meteo
ramon_pellicer
valorafegitTV3
Toni_Cruanyes
esport3
Catinformacio
mon_tv3
TV3alacarta
tv3cat
la_marato
CatalunyaRadio
