jasminekahlia
Joan16572652
joanreig
sergicaros
oyesherman
avidalribera
sordsroures
ArnauTordera
mauletsSedr
CampanarSEDLR
Albiol_SER
emmoxm
olotelevisio
JosepRuaix
ayaladiu
MossosSEdR
mossos_SER
GdRoures
PNAltRourenc
FRRInno
CValSantEsteve
contacontesSEDR
DaltonicsSERour
RouresFest
GermanetesLes
SemSaerou
CampingStEstve
ie_stesteve
PenyaRoures
escautsButzeman
arnaurusc
RouresTv
SERouresTV
st_esteveroures
MeteoRouresTV
TV1EsteveRoures
sexta_sant
CAPSERoures
OsteoStEsteve
EcuSantEsteve
WhiskeriaSEDR
AnonymousSEDLR
BruixaDe
CasinoRoures
OrquestraRoures
TMSEsteveRoures
TMStEdR
MnSantEsteveR
HelicopterSER
ASE_SEDR
AmazonSEDR
psicostesteve
TransitSEDR
MeteoSER
324Roures
PopapCatradio
jordi_425
gabrielrufian
martarovira
JoanTarda
ccoocatalunya
Biutre_VS
vilapou
Esquerra_ERC
erc_fedgirona
esquerragirona
txellborras
ClaraPonsati
MeritxellSerret
JuntsPelSi
AMI__cat
jorditurull
PuigGordi
toni_comin
joseprull
DretsCat
CarlesMundo
dolorsbassac
quimforn
catalan_gov
elmarcmartinez
quimrutllant
KaurZetbu
ZabaleraBegira
CUPGirona
enjordinavarro
MikelArreseigor
CNICatalunya
AjoMicropoetisa
LloretRomero
rousdempeus
unisxrepublica
Unescocat
wagensberg
volemacollir
centre_IRIDIA
Jordi_Armadans
HiginiaRoig
enpeudepau
GironaVota
sergifont
SiambNos
mcgonzaleznavas
votaxmicat
revolu_SOnats
saltxind
IsabelVoava
PortuariosCNT
CoordinadoraBCN
orioldebalanzo
lacompetencia
philmusical
OscarAndreu
GironaJazzy
aburrido354
Loulogio_Pi
La_terrasseta
XSalaimartin
EstatdeGracia
GRiallera
Corominas
DCPdibujante
listocomics
qPandza
CollaEstel
rodalies
rod11cat
transit
equipviari
Vilablareix_cat
rvilablareix
omnium
emparmoliner
natzafarre
murielcasals
ForcadellCarme
krlsprts
mcthwebserie
avila237
juntsperamer
mercesibina
RevistaEsguard
QuimMasferrer
243cat
ModernetdeMerda
Mada_Faca
eloicordomi
PacSanchez
Sion_Biurrun
carlescosta_
raulromeva
Toni_Cruanyes
elbaronrojo
appleblokscat
ifilosofia
cmstsfrks
malorenzo
Ada_and_Van
Antiblavers
LaSexologia
AppStore
lescabres
moedetriana
Tuenti
Rubiu5
AmerFestes
pastoretsamer
Teatrebescano
SwarmApp
esquelles
SunsetJazzClub
SardaTIC
Marta_NiCi
ara7983
rebs_rebs
betrodriguez35
IliaMarti39mes1
VilmaSorella
commuLaSelva
ElTerrat
Santi_Millan
JORDIRIOS
josecorbacho
flofdezz
AnnaSimonMari
ElBonet
SSantiagosegura
temporadaalta
xurifel
soypabloibanez
queconovell
Mohamed_Jordi
ainaclotet
forges
clara_segura
nessbu
MinoriaAB
Llumbarrera
silviabril
BobPopLATEMOTIV
PessebreAmer
LateMotivCero
laquintacolumna
AgendaConcertsC
turisme_gi
girona_cat
manel_pinero
ariadnaoltra
xgraset
tv3cat
maticatradio
GironaIn
UnDiaSupeQue
GrupXaloc
GSEstol
continuitat
UCS1958
KRLS
miquelcalcada
CNSEinfo
OjosqueOyen
Sordonautas
SIL_SERVICIOS
signoficados
Lenguadesignos1
logosord
SIGNApuntes
APSOinterpretes
ALenguaDeSignos
la_mirona
elspets
NostraDansa
MansAmigues
quimnadal
eixugatitornemh
ARAcomarquesGi
APM
CarmendMairena
AClaps
eva_hache
assemblea
elpuntavui
bruno_oro
poloniatv3
tonialba
elconvidatTV3
avt125
conf_sardanista
francescribera
ElGerio
l_hemicicle
Antonia_Font
latrobakungfu
mariusserra
gertrudisband
MiqueldelRoig
Buenafuente
Berto_Romero
samuelhermoso
antonibassas
elbicharraco
angelmartin_nc
FoursquareGuide
raquelsastrecom
YoliAranda
Camaleonical
jordievole
CoblaBisbalJove
Josep_Mu
obrintpas
junqueras
diariARA
xarangadamm_er
carnetjove_cat
bandabandarra
cuantocabron
elcelobert
laiavinas6
xavisarria
viladAmer
tricentenari
mindundi33
crisjuanico
elspetsoficial
Brams__2018
soler_toni
bibvilobidonyar
jorabis
geor_pujol
ACRoura
parramon23
LdiaMarzo
MARIADEFUERTES
llballllosera
made_bayo
anna7983
annavilellamir
