BSS_Fortuna
QuimTorraiPla
Juanmi_News
FreeJunqueras
PolitiCAT17
jm_clavero
Cris74__
324cat
gcodqui
KarnaMikko
JosepLDomenech
RMaslloren
martaalcacer38
RosaMarTP
querellantsXrep
Nex72599860
cataladigitalok
protestona1
Afectats1O
JaumeAlonsoCuev
FrauColau
LlunaCatalana3
JoseABrazo
valtonyc
calsol72
aZamblea
epuigbordera
MrPINTXO
juliosalinas19
ANC_Bombers
AlbanoDante76
despertemrep
GuanyemLaRep
sergipinkman
Berlustinho
jmangues
PabloHasel
soler_toni
marbronthe
altamiranoMLG
Xuxipc
gallifantes
FirairesV
CanalRepublica
OassisFriend
FAQSTV3
AudreyCensurada
CNICatalunya
EnricGR
emilio32012688
__CarmenLopez
jordana_joan
KarmaMuoz1
antoniobanos_
CDRCatOficial
QuicoRovira
catalan_gov
sninobecerra
BeatrizTalegon
iuforn
TianRiba
usvolemacasa
CatalansForYes
elpidiojsilva
xavicoral
toniaira
queconovell
fmarcalvaro
SusodeToro1
ramoncotarelo
ManuelCuyas
vpartal
andreubarnils
rfernsan
Anonymous_opt
eduard_requena
superwomanroja
escudellat
Marta_catalonia
jordisanchezp
jcuixart
CharlesMichel
diariRegio7
enpeyu
sumate_asoc
eduardorepi
cnnbrk
BarackObama
NicolaSturgeon
AlexSalmond
Ferrancm
CarodRoviraJLl
neusmunte
jorditurull
JoelJoanJuve
franceschoms
Well086
EU_Commission
JunckerEU
eucopresident
MartinSchulz
manuelvalls
EmmanuelMacron
QuicoSalles
junqueras
KRLS
Arcadi42
XSalaimartin
QuimMasferrer
sorluciacaram
martarovira
emparmoliner
miquelcalcada
ref1oct
3gerardpique
quimarrufat
RaholaOficial
Carles5puyol
AnnaGaSabate
MainatJM
tv3cat
mariusserra
JoanTarda
ForcadellCarme
JaumeBarbera
raulromeva
Esquerra_ERC
NuriaPicas
lluis_llach
antonibassas
AlfredBosch
omnium
marcmarquez93
gabrielrufian
tonialba
ramontremosa
