annadecancrous
Bernat_Castro
IvanLQF
XarnegoSedicios
PabloHasel
AZgazteak
jpurias
Joan_Sales
JosepBorrellF
KarnaMikko
govern
nuriadgc
ZassCometro
JoelJoanJuve
gerardquintana
CatalanCouncil
CNSBasquet
govRepublica
comosevende
QuimTorraiPla
elsa_artadi
15jcgarcia
imanoladan
Albiol_XG
UDLP_Oficial
RogerVinton
JulianAssange
FonsiLoaiza
VidalQuadras
Altsasugurasoak
protestona1
FerranPedret
begotxuo
ICatalanes
alextortsagues
ANC_Bombers
MossosXdemos
voxnoticias_es
Santi_ABASCAL
elpidiojsilva
boye_g
europapress
JoanQueralt
jaimeberenguer
socialistavasco
IdoiaMendia
hermanntertsch
LosantosPosts
_infoLibre
eldiarioes
IriondoAndoni
FNFFranco
UN
neusmatamala
ugtcatalunya
ecasajoana
AlbanoDante76
CDRExteriors
Koldobikax
CDR_goietolo
senyorforns
__CarmenLopez
kim_soler
SEReuskadi
melchormiralles
Ahoztar1972
CiudadanoQuinn
ClaraPonsati
Arran_jovent
JaumeAlonsoCuev
ANCEuskalHerria
GureEskuDago
epaluzie
ELAsindikatua
LABsindikatua
I_CSC
molina__a
Bernat_Deltell
DretsCat
querellantsXrep
jorditurull
joseprull
rogertorrent
CarlesMundo
ADIC_Cultura
andoniortuzar
iurkullu
eajpnv
gara_iiriondo
llenguacat
lbot2854
fernanbecerril
CollectiuPraga
CamaradaTasio
OscarAndreu
ANC_Mossos
cddrcat
AnnaGaSabate
valtonyc
catalanetcritic
GermanMonge66
norcoreano
Melero74
DiarioFatxo
ActualidadRT
somescola
Penya1930
gallifantes
elnacionalcat
BeatrizTalegon
EricSabatSarroc
BernatDedeu
sergipinkman
PabloMM
Erramun2014
Jordi_Martin14
MNAnoticies
jg_dominguez
JPBellido
NachoSanahuja
abcespanya
GBCenfurecido
CDRCatOficial
Ferrancm
CNICatalunya
ramirp
xaiecologic
omnium
sumate_asoc
quimnadal
trecet
DenisItxaso
martarovira
ernestmaragall
jordialapreso
toni_comin
eramosvi
queconovell
tonialba
RaholaOficial
ramoncotarelo
RubenSanchezTW
diariARA
ContadorAltsasu
catalan_gov
eucopresident
Pablo_Iglesias_
usvolemacasa
eljueves
assemblea
vpartal
larbelaitz
JosebaAlvarez
oraingoanBAI
ErnaiDonostia
ernaigazte
AdaColau
La_Directa
JoanLaportaFCB
arsenioescolar
jordisanchezp
jcuixart
JunckerEU
TimmermansEU
ONU_es
Europarl_ES
DaniMateoAgain
espaicatalunya
cdrsabadell
_anapastor_
dume13
jordiborras
ferranvila
NoeMartri
cupnacional
antoniobanos_
rac1
mossos
JoxerraGalarrag
Gerar003
ergobi
jmbartomeu
marianorajoy
raulromeva
NUET
herrerajoan
ibaetabasket
abcespana
Mhemeroteca
CreuAltaBasquet
Borjasan16
carlosjimenezsb
NotGip
markelolano
FCBQarbitres
Ayto_SS
KRLS
VioladoresVerso
realDonaldTrump
RogerPujol
Audakiola
Subosch
jmmargall
AITORURIONDO
easo_sbt
albertoausin8
EndikaMarrahi
andoniapb
ramoneljugon3
SbdAlbert
KaseO_real
ManCityCatala
mikorma
ramonturetCEEC
urbixxx
gabrielrufian
desarrollospORt
Oscarbadallo
NestorNG
mhistoriacat
Pdemocratacat
laurence_RR
xchico
yongonzalez_
ArnaldoOtegi
ForcadellCarme
324cat
pacomarhuenda
pedroj_ramirez
ierrejon
loloencinas
BotsBasquet
BMotivacion
ehbildu
mossski
_jonsanta
ldela65
Askatuak
FCBQtecnic
MikelQuintero
LluisBiosca11
gipuzkoabasket
AngelesGarci
isaacpujol
pepmari4
sabinocuadra
GloEstopa
lluis_llach
Roger_Pareja
Joanmes3
Lindobal
GuimoQ
AlfredJulbe
ricardmenorca
laccent
joancoach62
xgpcoach
alvaro2205
ignasimasnadal
RogerCaminal
AitorAlberdi97
Rubenps14
PabloLolaso
POPOPRAT
AndoaingoUdala
pedroma2014
ramontremosa
cuerda1936
gerardotc
fgbaloncesto
agustijulbe
Adriacastejon
ubarrutia
jforrellatp
mireiavila10
campsmanel
xals20
jfelipo
ramon_reigada
Ferran33
quimarrufat
HiginiaRoig
Llinas7
VictorChica1
Mas_Enfurecido
houdini4
xevibarrio
gaztaasanblada
ebenach
msanchezllorens
EnricJuliana
CarodRoviraJLl
FrancGarcia89
sabateee
MarcMundet78
cd_ortega
joanrallo
AlfredBosch
EntrenadoresFB
tros14
meladm19
albertrg92
Quimkong
soler_toni
pablolaso
roseta222
lfsfnts
lesportiuCAT
Unaraud
jusepmplanas
andreuonline
AlejandroGar114
antton_3
carlesgarbayo
VilaWeb
albertopradilla
montserrat_tura
jezpeleta
Esquerra_ERC
JoanTarda
dome11peret
Borja_SMR
ARApolitica
arnau_pastor
PitiHurtado
XSalaimartin
qgomez
roccasagran
junqueras
iPol10
CEEC_Sabadell
gemma_mumbru
gdamiasr
UnaiUnzalu
jolleaymerich
Bernatcat
antonibassas
ifilosofia
Joan_cortes
rogervilanova
FCBQ
ristomejide
Tijuana1970
follettortuga
IniestaAmo_Joan
GUTY14HAZ
villacampa8
Fotlipou
JordiBarril
julifernandez
Jmasroma
polfeb
annaperis23
SilviaClapes
isolvas
urix78
MarcComellas
Esquerra_sbd
FCBarcelona_cat
andresiniesta8
jordibaste
abtmerino
Carles5puyol
3gerardpique
jordiag92
ElCarmeSabadell
xaviicarbonell
AlbertRoble
rickyrubio9
