_okdario
ClaraPonsati
BeatrizTalegon
XBescos
BelOlid
QuimTorraiPla
elpidiojsilva
LaraDiezQuint
gallifantes
Rahola_Roures
mossos_SER
CEspacial_SedR
InfoJobs_SER
cdr_stroures
DeRoures
CervesaRourenca
homeopates_SER
RegantsRoures
RasonLa
SantGovern
islamic_de
SERouresTV
SantEstevePelu
Star_roures
cstesteveroures
RouresBanc
CUProures
st_esteveroures
PolleriaSERoure
LaNotariaDigui
ProtCivil_SER
AnonymousSEDLR
llarinfa
ForestSRoures
PISMunicipalSES
OrniAlcalde
SemSaerou
MnSantEsteveR
GU_SERoures
josepalay
CollectiuPraga
CDRsLleida
CdrJardi
MartaRoigRiera
catalan_gov
RepressionAtCAT
MasoMeritxell
PasaPPalabra
carloscarisma
EnzelMusica
ganxet36
IsisGadea
il_largia
JoanCarreraGuiu
icasanella
EnricMirPifarre
xminguet
XariRodriguez
ramonroyes
tonicarre
mapubill
MaricelPujol
LeahButler45
JordiBosch11
ambveupropia_
Costitucional
davidbonvehi
yeyaboya
EspanyaEnComu
pepecolubi
NachoSanahuja
JaumeMoyaM
elnacionalcat
silviarequena68
FerranAixala
cspescados
OroOriol
FerranSardans
FinesOp
ACNponent
immigracio_erc
ERC_economia
ERC_INTL
ERCTerritori
ERC_moviments
jordi_ciuraneta
oscarordeig
ERCPirineu
PDECATDipLleida
ManelCatala
CHLleida
comudelleida
segrecom_soc
laciutatlleida
sicorisclub
roylleida
mksjosoccdr
residuscat
totlleida
germa_gordo
AdaColau
gdeliebana
nuriasoleperez
PDE
JosepPresseguer
FPacoPuerto
elbenegre
haprostata
Cucaxx
holalleida
xavieritja
elsomatent
LaPotlla
La_Retaguardia
antoniobanos_
jordiborras
3gerardpique
Dgallerylleida
lizcastro
jbuchaca
jordisanchezp
HiginiaRoig
CatExit_
toni_comin
DavidMeleGarces
joseantich
AMI__cat
gabrielrufian
DemocratesJoves
guanyarem
DemocratesCAT
cridaperlleida
LuisAdvei
Zoetheid
ercpaeria
JuntsPelSi
olgapubilla
LLTVNoticies
LleidaTV
peterkibagami
QueQuanOn
mteixidoserenti
marcceron
LexusSeguidors
TeVxi
rebregat
copelleida
rograjo
PostureigLleida
ZonaAltaLleida
CreuRojaLleida
BALleida
UnioLleida
consolrm
LidiaAixala
jonsnieto
CSimoAndreu
CCULLERE
gemmabat68
msegurat
antonipinol
segrecom_lleida
Algavi90
oardiaca
Generalitat_IG
ESTELAG14
isumarroca
OndaCeroLleida
MontseRomacho
martaplanes
lluis_llach
xtomas
lleidaciutat
lleopart74
manu2588
icveuia
llcapacete
Alternativa_Ll
jcanadellb
lleidadiari
Ua1FM
DoyaJess
moviment_cat
JNCLleida
antisidalleida
CARMEN_PORCAR
MiPrimaLondres4
cnacasol
nadalrafel
JordiSouto
aroguillem
AlvarLlobet
NacioLleida
xescoguillem
c_lusson
ampique
MCleris
avvcappont
SilviabelB
AplecCaragol
PP_LLEIDA
ICV_Lleida
AssCappont
eduardbaches
joanvilella_
CastellaToni
lluisrodero8
Gatadenit
