ChemRxiv
LearnedPublish
CrossrefOrg
ScholarlyPub
STMAssoc
STM_Publishing
ReutersScience
EditMgr
STMDigest
scholarlykitchn
mendeley_com
ScienceExchange
UKSG
GrowKudos
dluspublishing
CScienceEditors
MelindaKenneway
collabchem
OccupySTM
ChalkerChem
ChrisBettinger
Biomateriales
PLOS
markgfh
barneygrubbs
AnsethGroup
ACSPublications
acsnano
Wiley_Chemistry
gduffy00
PhysicsNews
angew_chem
jorfimehdi
WIREDScience
ScienceDaily
Materials_MRS
nature
cenmag
SerpeGroup
NatureMaterials
Dr_ASingh
DevilleSy
softmatter
nanoscale_rsc
sciencemagazine
MaterialsToday
tonzani
SoftMaterials
JMaterChem
ChemicalScience
UCSD_Nanomed
frstella
LabonaChip
DigitalSpeakers
SHERPAServices
Springer_Chem
RolandiGroup
SMitragotri
KatieAMoga
swmorty
SciTechCom
CommonsSTC
alsassociation
sciencelondon
ScienceNews
sciencepolicy
scienceprogress
NSF
POST_UK
NPeppas
particlejournal
think_little
Prof_Harley
Joseph_DeSimone
neiltyson
WitsADDP
ExploreWellcome
WellcomeConf
emblebi
EMBLEvents
eLife
wellcomeimages
wellcometrust
BioMaterSci
EES_journal
RotelloGroup
cofactoranna
Wiley_Health
WilliamJHague
advhealthmater
flippantchemist
gwnek
ScienceShowoff
JuliaLampam
SydneyPhysics
beckyfh
SusChem
BIOPOL2011
DrFriction
WileyGlobal
stephenbw
LouWoodley
lilyykim
wyssinstitute
ivanoransky
DurhamChemistry
khademh
waynedy
jstimson
carnegiescience
michaelgrr
regenMD
BritishSciFest
SPIEtweets
nickgreeves
NatureAsia
dontgetfooled
Knowledgespeak
polymerphysics
alpsp
Nanowerk
softsimu_info
RSocPublishing
FransVos
robajackson
Ri_Science
physicsteo
absw
Independent
bbccomedy
BBCr4today
BBCTech
southbankcentre
sciencemuseum
scienceevents
royalsociety
senseaboutsci
biomaterials
sciencebase
guardianweekly
guardiantech
NobelPrize
NYTScience
TimesScience
BBCScienceNews
newscientist
AdvSciNews
advfunctmater
smalljournal
materialseditor
AdWM
materialsmartin
NatureNews
WileyVCH
NatureChemistry
NanoMicroJO
bengoldacre
guardianscience
materialsesther
materiaLisam
materialspeter
DWFlanagan
advmater
