marcrotllanpuig
GastroPirineus
Gerardferrerf
aleixbertomeu
meritxell_batet
CCiutadella
govRepublica
carlesral
tsj_cat
FreeJunqueras
IsraelGJS
laiaaltarriba
BeatrizTalegon
Nataliadipp
EdelmiroGomezR2
Raulmuto
Nudenu
RogRovi
Nurioriol
LauraBorras
PuigGordi
ClaraPonsati
josepcosta
jpurias
Carles_Porta
rogertorrent
quimforn
jordialapreso
Holaiquetal
obartomeus
martinszulman
bpberta
aaixala
mireiacastello
eulalia_st
angelspont
ideograma
davidbonvehi
martapascal
JuntsXCat
PujolBonell
catalan_gov
eyndePenal
JaumeAlonsoCuev
elinebreda
jordisolef
naciopolitica
CProfTV3
carlososmalopez
lcatalanas
EmilioMorenatti
Nollegiu
ref1oct
tunisocatala
ComidistaTV
UriSolerLl
llsalellasvilar
CatEnComu_Podem
nomadicboys
I_CSC
podem_cat
XavierDomenechs
EnComu_Podem
CantiLaFont
xcaralt
LAltisent
MonestirLlorenc
margasoli
vanesahernandez
ArxiuTV3CR
yeyaboya
JordiPina1
RAFAELENTRENAFA
andres_maluenda
jrodes09
marcblanes
durxav
PacSanchez
MPilarAbril
jordinamolas
ignasigallart
JordiAguileraC
xvila_radio
MiquelPiris
SandraMataM
celiacernadas
mireprats
francesc_canals
estevesoler
txellfeixas
marie_kapretz
AnaGomesMEP
raqelcorrea
ElianneRos
JesusSanTe
pereboschg
jordisabataf
scoronado13
ivanaltimira
NoraMMC
aitorblanc
JordiAD_27
WIRED
martisalvat
CanalAjuntament
Microcatalunya
capdepremsa
EstimarZafra
anna_oliet
jaumebartroli
MiriamVilaGa
Coordinadora25S
Moviment3003
joancomaroura
Elsacerdot
claracabezas
JuanmaRomero
andreamarmol_
Davizgonrub
rogertugas
jordigraur
OriolAmoros
Sisquere2
CodinaPuig
FrancescSeres
alejandrogueztv
OlidolivaYT
Jaumeasens
CUPBerga
lapatum
venturosm
LogosBergueda
jsastte
alanrterol
abelgama77
xaviergual
vlozanomiguel
joanlopesoler
anapastorjulian
JosepRoquetes
pacomarhuenda
eldiarioes
iescolar
alexsalmonbcn
maykanavarro
lbassets
enganxats_
salagl93
JDELARUBIA
ivanaltisent
germa_gordo
Nuna_culturae
Ignasi_Planas
riveropirineu
gerrymanders
mviladots
kikollan
AntoniSubira
mmllobet
jobvermeulen
ferranvila
VenTuBcn
fsanchoteixido
tallerpolitica
uxuebarkos
elultramarinos
urtzigartzia
Gonzfd
sergimiquel
enricrodon
sergifor
paucarrio
Manel_Sousa
xcorbera
Tastavins1965
tr3sc
politikon_es
GomezAmat
lagentnormalTV3
noticiaoberta
ingenia_pro
mas_demo
beltadoX
KRLS_enfurismat
KomIntramuralla
IndustrialBCN
jcuixart
CarlesMundo
elsa_artadi
MeritxellSerret
RuizIsern
dbassac
AleixVillatoro
josep_rius
a_publica
elsuplement
dolorsbassac
RosaTaboada1
RaquelSansDuran
AnnaLasaga
cherranz13
CCOOdeTV3
J_Regas
carmebarniol
QuimTorraiPla
Gastronomistas
esteve_pardo
estherpalomera
toniroldanm
xantallavina
gescaichfolch
JordiEroles
andreubarnils
moreneta_la
davidcc_01
eudaldcc
Octubre_P9
ErnestoEkaizer
laccent
SentitCritic
StopSubhasta
COSnacional
percanviarhotot
AlertaSolidaria
mrovira
MJLecha
SEPC_nacional
CUPBarcelona
Arran_jovent
bcnencomu
Endavant_OSAN
mgabriela_serra
albertbotran
julidejdarmuoz
xmonge
aramateix
AbrahamOrriols
ElComidista
cupatges
xevigenero
RefugiEnsija
franceschoms
22network
FirmaPassatge
elespanolcom
SB_Lavezzolo
AlbertLloreta
jfalbertos
CorGiovinetto
OffPep
puntzero
Piedras_Papel
jordisanchezp
nuriadgc
ivallets
FMCmunicipis
ACM948
AMI__cat
CridaDemocracia
lluis_llach
gabrielrufian
antoniobanos_
elnacionalcat
ArmasAgustin
crismaragall
marc_garciab
CCMA_cat
nuevaeraglacial
leoncita1
Palco23_es
joseppedrals
JanHartman
BelOlid
IgorMeltxor
Francescsv
VidalAragones
LluisOrriols
catsiqueespot
bernatvilaro
nbc
PoliticayModa
pelegri2015
ARAopinio
JuntsPelSi
janetsanz
mvidal80
galapita
G_Pisarello
LluisRabell
diaribonavida
tchindasfilm
MaresmexIndep
DemocratesCAT
Mas_Enfurecido
AlfredRPico
CristianSeguraA
rvilablareix
bertifas
alanjornet
cristinapalomar
joseantich
turguet
xenoveo
AnnaSoleMartin
lenz_adam
PhantomPower14
albertfdezp
replicanta_
carlosvillaro
jordipasmol
DavidJimenezTW
concordia_cat
bernatsurroca
electo_mania
LaKlau_Cat
isaacvilalta
MESesquerresCdT
calbernadas
kanciller
guilleortiz_77
cescgiro
PedrosRamon
mcoderch
JosepGinesta
TVCatanyolia
martamvy
QuimMonzo
elsomatent
JordiGraupera
MunicipisCAT
elscasals
JAVallbona
meritxellh
CortesMores
DrJosepArimany
gsaura
anonimarroba
Grewers
JofreFont
DV8PhysTheatre
marcfarocosta
annateixidorcol
jmoranmoya
luca_bellizzi
oritarrago
gianlucaphoto
MirMirinda
jmontanya
xavierjorda
Angelspremsa
rubenmoreno69
HouseofCards
arandapaco
ecasasgironella
blancabasiano
lopezcj
NOH8Campaign
henrydelaguerie
jordims93
AjoMicropoetisa
xaviercima
ComunidadMadrid
Pablo_Iglesias_
guillemilkyway
josepmradua
IMatavera
gemmaubasart
xmuixi
spc_tv3
alextortsagues
bergaresort
quimbertomeu
Julia_Torres_91
PhilippeRegol
TheRossinis
bcndesapareguda
franromeu
Gonzi92
