fatmaacali
ayehatu24966045
BsraaYlmaz
aybukeyil
cemal_ahi
ilker_celebi
bhacibaloglu
MelisKulak1
bbuussrraaa_
PauSosyoloji_
eezgizengin
melisasoy10
ozturks_k
aslihankaragzz
neslihantidimm
ezgicimenn
aycaatuygun
iIovecities
1DINGIRIKK
beyzaaaaacr96
selindaal6
elifcoban05
AbbasGucluTR
ozgurgozdee
PazarlamaTRcom
DeryaKr15
busrasagdiic
ttuncturk
elifkoceer96
AhmetSezgin
irmmozturk
TimeCorpINT
kelimeogren
bernacaglars
selmapoem
iremelek
PaulDoany
busec_
SevimBelen
TrDisPolitika
nagmasteler
asosyologunuz
hakansayik21
glsahbozkurt
GuneyCegin
esrainince
melisnurtore
GizemCandur
berfinakyar
AlaraSensoy
ziynipyildirim
EmirogluMeyra
merveclkya
psikologfok
gamzeyeti2
tulinayersann
Insomnia_71
KaramanOzen
Rastabaaba
ikizlerinbiri
SosyolojiBolumu
ecetezcaan
mervemercan14
turnesenn
bayanmiilena
avfurkancebeci
cigdemcetinkran
filizkrgll
fuataldemir
Deniz21910142
bbcturkce
sosyolojidernek
LeventUzumcu
haluk_levent
Ayehabibe
oezgedogan
GlsnUyr
simgeeturk
KelimeKoken
ilkembozdemir
trpresidency
nakdemir71
elvanbasari
MIlker63
gizemergenay
denizlibld
cnarbsra
koy_enstitusu
shotmedownbang0
buluttezgii
ffidanoglu
IzelKutukoglu
iusehirvetoplum
melikeesinem
MorKisi
huseyinbag
AJTurk
Abdullahkrz
Beatkusagii
anivelll
UmutKzn
ezgiibulutt
gulbendinc
yagmurkokcik
mertaslann
Gzdsnygt
gizemekiz_
KemalAydnn
eemreuysal
melikegoztepee
iuefsosyoloji
ikizlerindgeri
akkirgulsah
gizemayvzzz
burakbalari
aybuke_okay
dldenizy
snmesen46
Hayriyeaksakall
KardeleenEr_
esreftosunn
mrvnuratc
fatmaserbet
Sigymund_Freud
ErylmazElif
nilluminati
Nurdann_5
VarunaGezgin
drsokrates_
onurkrkya
bahaarkrks
Merveeeeoz
brcuserin
BelizErennn
KafaTubaa
ozgunsunar
olcayiss
zaytungtv
serapkucukk
galeridacristat
mustafa_memis
Dogukan_Dogan
siyahsafra
melisgokagac
bonaafides
zaytung
TekinSEMIH1
kocogluusamet
mstfakyzz
bayanparmak
naturel__adam
hazalldag
selinayciba
heretikyayin
ozge_gocer
ABasalan
JaJusticia
metik_30
beyza_caglar
meltemucgul
C_kaya6129
pelinumlia
bilgicekici
tuhafamasahici
Nedizman
sporsalbilgiler
mkoc_06
seyfihoca
busraaerglu
ingilizcesozler
mahmutgurrr
kubraalbayraak
eylulguncem
MstfATASAYAR
bayansosyoolog
kaacyiloldu
murathan_algul
OdunHerif
SaidEcer
ysnglp
Dursunozer71
lostdadas25
gizemmarslnn
1Yeni_Bilgin
ozgenurakca
Mhmmdtsr
KacYil
erenaydemir14
ErkekTerimleri
dbdevletbahceli
edauygurtas
Joseph877
anildegirmenci
iyiTriloji
HicyilmazArda
seymaagundogdu
hulyacayirr
KzmGM
geylanisler
ethemorenn
ilginaykarakoc
kelimeciler
telli_turnaa
Nusretugurlu1
RT_Erdogan
incicaps
PAU_Ogrencileri
SeferanSEF
OKAYSARIAYDIN
volkanygnn
EriliOmer
acelalates
r_kayacan
