CDR_Campanet
CDRsineu
jordiolle1
gallifantes
sergipinkman
Bernat_Deltell
rogertorrent
BeatrizTalegon
Sindicat_SMAC
Nega_Maiz
greenvalleyband
MarinahOfficial
ayaxyprok
GrupSuportElgio
no_callarem
centre_IRIDIA
ateneu9b
Nosomosdelito
FrentePop
FreeValtonyc
valtonyc
AlfredMartn2
XavierCoderch
lluisalvat
spma2016
pemapoc
tarsol23
GorraFrigia
fm_bacderoda
IsabelOlmosPre1
XiviRoura
PlazaJosep
Jan_Trencapins
IRicdeM
maubcn
M8ntserrat73
jepbonet
AlbertVs73
jordana_joan
rs_jordi
Carbazas_
ANCllavaneres
ANCtiana
AncQuart
radiolallagosta
JHLlagosta
volats
OloIndepe
ANC_ArenysdeMar
ANClAleixar
ANC_ArenysDMunt
ANC_Matadepera
AncAldover
ANCEsplugues
ANCElPoal
ANCCassa
ANC_SantGregori
ancteia
AssembleaRoda
ANCLlucanes
ANC_LaSenia
ANCElPerello
ANCCastellbell
ANCPalamos
ANCPauls
ANC_ALFI
anc_flix
ANC_Vilaplana
ANCCanetdAdri
MaphieFans
hellomaphie
QuicoSalles
jordiborras
VRelatsCasas
Mireia_Egea
espaidemocracia
NousRepublicans
EsmucSepc
CDR_StaPerpetua
CDRMontornes
CDR_Mollet
ANCPOLINYA
AlertaSolidaria
nuriazardoya
ACM948
AMI__cat
AECAT_cat
PinedaJuanma
susanasogar
Ims237
MontseHauri
sergi_opi
Lauracordillet
Mikis1962
PepiMartin8
LesAltresVeus
Monte_Parker
AnnaGal4
111lourdes
NuriaOMahony
TeresaSoler10
IgnasiSA8
jfas63
ang1366
amazona2018
EvalStatus
mortiz99852547
userGemma
CDRUnsi73
CatasusAina
Mara31115004
Lounomen
elmeuamic
LIBERTA93051474
unisxrepublica
LaJugadaEsports
DiariSomMollet
EstherCuixart
jordisanchezp
CridaDemocracia
opcions
mesOpcionsCoop
pamapamcat
pobrezacero
CoordiONGD
Lafede_cat
setemcat
banca_etica
Fiare_cat
Coop57Catalunya
XES_cat
CooperativesCAT
coopstreball
aracoop
econ_socialcat
LaConfederacio
ES_Catalunya
JoanSegarra67
EscolesCoop
CoopsConsum
grupclade
Labcoop_
xarec_
andbeli
TresCadires
lletres
SEPC_nacional
ivallets
AnnaSimo
anticapi
PConstituent
TeresaForcadesF
natzafarre
MaiteSalord
emparmoliner
AnnaGaSabate
RaholaOficial
antoniobanos_
gabrielrufian
AlbanoDante76
lluis_llach
Pdemocratacat
Esquerra_ERC
martarovira
ForcadellCarme
raulromeva
junqueras
KRLS
JordiGraupera
CNICatalunya
ComiteGracia
cdrsabadell
CDRGoticRaval
CDRstap
