Toni_Cruanyes
maldita_ciencia
MariaSirvnt
OriolQF
ebenach
ChakirelHomrani
CatalanCouncil
LesBarcelones
9delpalau
primaries2019
AmaiaIzko
AgustiColomines
_Gakian
nerv_roures
elisendacarod
wikileaks
tonifdezspinoza
elsa_artadi
TamaraVila83
yeyaboya
PuigGordi
MeritxellSerret
toni_comin
Altsasugurasoak
oscarjaenada
CausaGeneral
CecilioCean
AamerAnwar
josepalay
epaluzie
estercapella
cddrcat
sergisabria
bernatpicornell
josepcosta
QuimTorraiPla
EliseGaz
Nataliadipp
VidalAragones
JaumeAlonsoCuev
dbravo
gerardgomezf
OlgaArderiu
mlluisvall
_ju1_
CridaLlibertat
anovodachs
EstherCuixart
patricialopezl
valtonyc
FreeJunqueras
mrovira
PabloHasel
RaquelSansDuran
JonInarritu
ramoncotarelo
rogertorrent
jmterricabras
AnonymousBCN
CanalRepublica
TxellBonet
queridoantonio
najat_driouech
carlesral
Esquerra_ERC
La9deAnon
jordialapreso
JoseTellezBDN
somAlternativa
Anonymous_opt
catalan_gov
malditobulo
ClaraPonsati
BeatrizTalegon
lluisanaya
CDRCatOficial
joseprull
nuriadgc
eyndePenal
boegob
AnnaSimo
JordiPina1
elpidiojsilva
ramontremosa
AlfredBosch
carlescampuzano
tortondo
SantiVila
CNICatalunya
antonibassas
MainatJM
CridaDemocracia
dolorsbassac
assemblea
omnium
jaumeclotet
RaholaOficial
jmtresserras
angelcolom
CarodRoviraJLl
xavicoral
emparmoliner
orioldebalanzo
ernestmaragall
QuimMasferrer
bomberscat
natzafarre
gorkaotxoa
aramateix
cap0
SePuLtrIbe_
ForcadellCarme
OscarAndreu
albert_pla
ericbertran
jordiborras
nuriabaila
miquelcalcada
jordibaste
HiginiaRoig
quimforn
jcuixart
GrenderG
epunset
philmusical
KRLS
neusmunte
jorditurull
martarovira
JoelJoanJuve
lluis_llach
antoniobanos_
JoanTarda
AlbanoDante76
quimarrufat
jordisanchezp
AnnaGaSabate
raulromeva
gabrielrufian
JulianAssange
meteocat
icscat
salutcat
GRRMspeaking
CarlesMundo
superedubcn
justiciacat
palomeshke
emergenciescat
mossos
CJGirapells
elonmusk
neiltyson
CRYSTALCASTLESS
hembidioso
chuskyb
skgsergio
0r3st3s
dexae
Cradig
Yentin
frikjan
mon_barcelona
danifroz3n
onofrecr
_dee_
khaywoman
laupezza
asun374
unjoanqualsevol
JtS1216_
astro_duque
joordi
montxoff
monica
Necrontyr
mlopca
mrmans0n
AsiertxoBaigo
CucuFaiter
LoKo_asdf
tres_erre
SrZakete
chichazor
toninobcn
frankdeburg
ciberado
octopusjig
franborrell
ArthasSama
