parlem_telecom
danivilaro
francescasensio
JesusCintora
Xavinoriguis
eltimbalbcn
Adrianebot1
boye_g
llsalellasvilar
eduardorepi
punsix
Carlos_Cubeiro
LesBarcelones
OlidolivaYT
amelia_tiganus
openarms_fund
l_etnografica
ArolaSegarra
DiariJornada
RogerSaperas
kengarex
sergipinkman
AtkinsonFerran
PauSMM_
IgorMeltxor
anti_persona
XarnegoSedicios
clara_peya
EsSexismo
centralman15
oriolesculies
PabloNunezGlez
hijodeburgues
Hectmetrocuadr0
JaumeGabarr1
cupnacional
querellantsXrep
vaga_magma
Oncovalles
Enric_Castellvi
sindicatomanter
manteroslateros
luigiaguilar
_dincat
Humor_Radfem
gmunozle
yeyaboya
albert_pla
TxellRiu
epuigbordera
juangilpodemos
VillalobosJPe
oca_ocaa
joanapllop
PabloMM
Berlustinho
lluis_llach
criss_tm21
quatremer
gallifantes
CNICatalunya
BeatrizTalegon
Zurine3
ACDretsCivils
LolitaDixxon
xmBEIRAS
AlexQuirogaB
brancarevista
PenyadelCorb
pereurgelles
CVoluntaria
Jenn_hypatia
grancocolio
pepecampostruji
fccgbcn
XarimAreste
PaginaDosRTVE
Relatofeminista
apropacultura
comudegirona
PabloHasel
esracismosos
Inmaplof
carlesral
byArguelles
vmm7773
pauv1979
SomEnergia
la_prohibida
salvemtv3
afrocatalans
GymVirtual_com
AbueloBala
xaiecologic
elpetitkraken
ZombisRapidos
apuente
Radiolamina
RubenMartinez
jm_clavero
eduard_requena
charnego_indepe
ProfGrosfoguel
equipviari
Marodriguez1971
ANC_Bombers
OscarReinaGilen
garciagarciaix
diario6com
ANA_MALAGAOF
BorninCatalonia
TEscenic
jorditurull
_immafp
joseprull
jordialapreso
josepjulien
JnnDiaz
ANA_CATALUNYA
aZamblea
altamiranoMLG
APortabellaF
mezkaiel
CanovasCelia
aspaymcatalunya
MiradasFrontera
CF_Puigdemont
nihil_rc
StopSubhasta
lauraocamar
FCDrogodep
Henzovic
Anapj6
albertcaipa
I_CSC
Soooraayaa
ForcadellCarme
jordibaste
Pepm_Sanz
BelOlid
Well086
Locarconio
dperezolive
CDRCatOficial
babymachismos
catalan_gov
jaimeaja
xavicoral
EnekoHumor
AlbertLlimos
IzquierdaRevol
Xavier_Artigas
antifa_granada
usvolemacasa
JaviErcilla
Quimkong
camaleonicalma
soler_toni
_youhadonejob1
mvaillo
junqueras
rogerescapa
ramoncotarelo
4andresmartinez
ArnaldoOtegi
Machisstometro
CorberaCdr
CridaDemocracia
fdmarsa
Boez_albert
perez_lite
amonsool8
DonesICVbcn
matissos
gissselamena
paurebo_
enpeudepau
Mdunckan
admempreses_FA
XarxaCorbera
monesteatre
JorgeMoruno
FonsiLoaiza
Gracienca_
SixtoPazTeatre
xarovin
