nilsinger
starbuxman
anutthara
AppCfp
scandio
figmadesign
kelvinyap
pscobie
JNationConf
mattnhodges
FleetSieben
DrewesThorsten
angiesmith0371
augstg
nobenaus
indexconf
LavaOneConf
nicolas_frankel
FreddyMallet
heathriel
AskAtlassian
CTRL_Community
AtlassianStride
radcortez
jvmconference
ItCfpList
IgniteKiel
ivangruer
AADaysPoland
JohansenMichael
rmehmandarov
adblanche
JillWetzler
Workshop4Me
AtiimHQ
VoxxedAthens
GetRunnable
alanstairs
domprice
TopconfDE
atlassiandesign
bjschrijver
philippgoellner
JOTB2018
pablopernot
jacobm
yonlabs
CloudDevConf
ThatConference
BuildStuffLT
LASTconf
voxxed_thess
atomist
atlasrad_io
CodemoAmsterdam
VoxxedBristol
jph98
GOTOcon
voxxed_lu
DevNationConf
TheWeeklyCFP
jaysimons
vsenger
crichardson
agileconn
leggetter
CodemotionIT
CodemoBerlin
chromosundrift
revconf
SabineBendixen
DevOpsDaysKiel
devopsconfs
CodemoDubai
WEAtlassianAMS
eduardsi
RigaDevDays
GeertjanW
devternity
kannonboy
mrhazell
devconf_cz
VoxxedBerlin
net0pyr
ameliaeiras
holman
pycon
commitconf
imifos
KevlinHenney
Devoxx4KidsDE
ScalaDownunder
CodemotionWorld
rafaelcodes
confooca
Geekstone_
javadevmx
aug_cologne
JavaAfrica
emmajanehw
JugRoma
wavded
jerrinot
bercut2000
brewcomer
ncraftsConf
wadenick
mkennedy
unvoxxed
VoxxedZurich
BenLinders
VoxxedBelgrade
jPrimeConf
noctarius2k
Lucyrushi
JavaForumNord
surgecon
jbcnconf
devpartisan
ToriWieldt
ustarahman
lukaseder
grzegorzduda
danielbryantuk
headinthebox
patkua
ivan_stefanov
AtlassianMarket
nofluff
spring_io
RedWolves
theNeomatrix369
DanielFreeman
gernotstarke
CallbackWomen
CraftConf
javadayistanbul
mariofusco
simonbrown
VoxxedVienna
SvenRuppert
cheekycoder
voxxed
DevoxxPL
JiraServiceDesk
tarkasteve
AgileCymru
TonyaRaeMoore
travisthetechie
java
calltospeakers
audraeng
mojavelinux
AgileCrete
monktoberfest
miragemiko
agonzalezro
elmanu
blackgilmor
JavaFXpert
jezhumble
hendrikEbbers
antonarhipov
jmwind
kolofsen
stenpittet
edburns
judykitteh
acconf
dblevins
Sharat_Chander
atlassiantalent
ewittman
steveonjava
sddconf
githubtraining
candelamd
AtomEditor
AriyaHidayat
zeroturnaround
tlberglund
per_siko
alltagskiste
javaHelena
PeterBell
sweblogtweets
nvie
JavaLandConf
JoyOfCoding
hhariri
venkat_s
glours
discourse
pjesi
aheusingfeld
GOTOcph
devnexus
ghillert
prpatel
karianna
AtlassianFR
aalmiray
augschweiz
ags313
cee_secr
jocranford
matthiaspatz
DuchessFounder
BertErtman
bodil
ufried
dagb
ChetRong
joelgascoigne
matthewmccull
FrankyCaron
__Cloudia
lagergren
skillsmatter
toomasr
sjmaple
ekabanov
GeekOutEE
rgransberger
GOTOber
Agileonthebeach
ligolnik
RichardWarburto
jessitron
mwessendorf
symplicit
Adaptavist
durdn
LondonAUG
TheOTown
DevoxxUK
RCollettOracle
tastapod
AgileDevPrac
NDC_Conferences
sherifmansour
oredev
meJoris
thomykay
QCon
appfusions
GeeCON
niick
idalkoTools
33rdDegreeConf
jensschauder
jseibert
ca_agile
BjoernSchotte
j_segers
monacotoni
sarahmaddox
sarahgoffdupont
RWong
trisha_gee
myfear
hansolo_
i386
TommyMikkelsen
delitescere
RonaldYau
kenblanchard
jaxlondon
JAXenterCOM
HipChat
rands
sleberrig
jensschumacher
aug_ka
RealStartupBook
jsconfeu
Sean_SF
stevestreeting
Erdbeervogel
TempoHQ
JoEgenolf
ennru
jenkinsci
heinzkabutz
atlassiandev
emmarush
davidfcarr
michaelemeyers
bitvoodoo
dvdsmpsn
mcobby
clearvisioncm
GOTOaar
PMvoices
zAgile
henrisora
augbi
barconati
seacon_de
spolsky
ralfw
bedcon
paulg
JAXconf
builddoctor
avono_ag
catworkx
heisedc
brittpwalker
confluencefan
Confluence
nicolinux
comalatech
dhardiker
niko_nava
JAZOON
thorque
patrickdebois
jroper
softwerkskammer
scrumology
SolutionsIQ
da_chrisch
t11t
vicox
sourcetree
petur
thomaskrug
mzeecedric
Jfokus
NordicAUG
arneroock
christian_koch_
matkar
MrsChrisScha
Stephan007
wwiedenroth
huettermann
rmanalan
hhjs
robilad
stechnology
GreenHopperTeam
jonsilvers
njm
honuk
JavaMagazin
skleinei
berndschiffer
javaposse
k15tsoftware
javruben
Bitbucket
aug_hh
agileHH
atlassian_de
atlassian_ES
JAXenter
javazone
ccf_team
bonillaware
bennaftzger
mseibert
LarsGerdau
augbb
scottwambler
chethaase
aug_muc
gmtng
stefankohler
david_bonilla
jr0cket
LimitWIPMUC
jaxcon
LimitedWIPSocHH
Jira
leankanbance
svenefftinge
sebastiankeil
martinfowler
wpugh
mpoppendieck
Devoxx
mreinhold
smallimprove
kschwaber
KentBeck
Atlassian
smeier
dickwall
