elnacionalcat
MossosXdemos
Altsasugurasoak
josebaazkarraga
salvemtv3
CatalanCouncil
vialliure
QuimTorraiPla
UBxlaRepublica
FansOscarRoures
st_esteveroures
marcelmauri
eldropu
AamerAnwar
KasperJuul_0
instaosona
freeannagabriel
rod3cat
Democracia280
querellantsXrep
angelsmcastells
Catmigdia
jordi_anento
cddrcat
ERChg7
JaumeAlonsoCuev
LaFallaras
SilviaBD64
PetjadaCat
adic_int
centre_IRIDIA
neusmatamala
BeatrizTalegon
Euskalherriaske
ACDretsCivils
alaputacalle_
CivitiMarti
I_CSC
EPresos
DemocratesCAT
CastellaToni
najat_driouech
rogertorrent
Som27iMes
CarlesMundo
Ferrancm
jordialapreso
patricialopezl
apoderats
carlesral
velasc_alberto
pilarcarracelas
HabitatgeVic
MarcCarrasco_
JulianAssange
SEPC_nacional
Arran_jovent
cdr_mundet
Nudenu
somAlternativa
CDRepublicaVic
boye_g
catalan_gov
CDR_SFC
SFC_Republica
OmplimBrux
CDRCatOficial
eyndePenal
IRLlull
Joan_Sales
Caterina_Albert
Aniremperlariba
pere_quart
GabrielFerrater
JosepCarner
MAngelsAnglada
RodoredaMerce
Maresrepublica
jorditurull
joseprull
txellborras
dolorsbassac
unisxrepublica
ContadorAltsasu
elpidiojsilva
smokinglemon
GiovannaValls
AlbanoDante76
mitjanslliures
Hg_Cristina11
Anonymous_opt
RicardUstrell
FAQSTV3
nuria07101964
enpeudepau
EmiliBella_
agur78
altamiranoMLG
municipisxrep
Graciaviva
AlcaldessaVic
ANC_Bombers
pratgins
CNICatalunya
Poble_Lliure
albertbotran
LourdesFg5
XarxaSI
RepressionAtCAT
ref1oct
HoFasPossible
quimforn
somprimavera
Berlustinho
oriolmataro
TraperoFansClub
MohamedElAmrani
aZamblea
RogerPala
jordiborras
Eix59
emparmoliner
garantiescat
andorraopina
AndorraLovers
AlvaroMunyoz
aramateix
porsellos
Well086
TrendsBarcelona
maiol_sanauja
ManuelMilian
JoanQueralt
jordisalvia
GenisSinca
franceschoms
gallifantes
MeteoMauri
shadowrecs
MagdaOranich
MarcJuanGarcia
VilaEloi
NUET
jcuixart
rmnahar
TrinxeresTV3
vicperatots
revistadevic
FontserexSFC182
tonistrubellt
CapgiremVic
hinak_nako
clubpativic
davidminoves
AubaGiralt
HdlbBarcelona
oskarmatute
lluis_llach
ramoncotarelo
jordisanchezp
DenunciemBicis
adrosona
ierrejon
Pablo_Iglesias_
GuanyemBDN
oriolllado
joancomaroura
yeyaboya
aleixrenye
ehbildu
hiscat_piula
pernandobarrena
MoltesMerces16
guardiesurbans
fan_set_
femeniosona
anasurra
ellispalmer94
semgencat
ManCityCatala
BornCC
LUISENRIQUE21
vic_gurbana
Moviment3003
aturatsosona
diesdagost
reaccionsmed
ForcadellCarme
raulromeva
AnnaGaSabate
VICCC2016
KRLS
llagurt
elnostrearxiu
MafaldaDigital
Foto_Historia
JuntsPelSi
nuriadgc
guanyarem
Editorial_3i4
CaosHistorico
ceretencatala
PrimaveraCat_
Twiperbole
antoniobanos_
Cati_Girona
La_Directa
francescribera
elpasseigdevic
Barri_Vic_Nord
paraulesenxarxa
GaryLineker
novulltwiter
miq_jau
ARA_fotografia
VictorGasion
MribelAynDoming
Nvidalviltro
DDomene
ssolerg
iQuiosc
Hraguer
ccoovormaros
JovenCatolica
davidcuyas
9clics
esquerresxlaind
fraijunoy
Giselle31216332
UnAIumno
sergidassis
BestiariBorn
imatgescat
ERCbcn
pepnogue
festagracia
stmedir
GonBernardos
charlieypomelos
AlfredBosch
junqueras
RamonCarner
R_Muntaner
Reviscola
optimotcat
franromeu
premsahistoria
valldellobregos
viladetora
miquelerra
tpreixats
RoseHat1
Vilaweb_MD
FMilenariVic
gabrielrufian
CASA_TIO
ProjecteBasset
aj_vic
MovEsquerres
OctubreCCC
elsomatent
9fgg
montsemagarinyo
tgarmens
ElCojodeLepanto
DretsCat
parlem_telecom
