dolorsbassac
robiols
SalaMontjuic
MonicaZas
CatalanCouncil
MeritxellSerret
ClaraPonsati
quimforn
elsa_artadi
joseprull
jordialapreso
JuntsXCat
rogertorrent
SR_BRUS
AbueloPopular
Cafe_Palermo
AnnaSimo
eduardorepi
fem_historia
ContadorPresos
Albert_Tgn
KarnaMikko
Alfreddezayas
xarxaindepe
santiagoespot
catalunyaaccio
HistoriaVibrant
subirats9
desmontaespanya
IndepCast
PabloMM
MonicaLimoni
Adeu_Espanya
ericcatalunya
TribuConsti
Piulador_K_TALA
Republicans2_0
Polcc
denterd
davidpich
ClaudiaRiusL
consumRepublica
OsoIngeni
cloudechka
MartaDui
gallifantes
MNAnoticies
jmangues
jcanadellb
ramirp
elputuamu
lluiscosta1
rcallimachi
valtonyc
QuimMonzo
ElCojodeLepanto
sergipinkman
emparmoliner
BeatrizTalegon
cristianripoll
sanijasuqui
tonialba
francescribera
XSalaimartin
miquelcalcada
vpartal
criscompany75
DretsCat
ARApolitica
AccioRaval
arnauriwz
JoelJoanJuve
venturosm
_ju1_
ContadorAltsasu
CunadoDeTuiter
Maresrepublica
carpe6776Real
catalan_gov
2StrokeClothCo
JEFFERSONCATALA
alertatrollcat
AntoniPam
trojan_sc
OmplimBrux
AlbanoDante76
eyndePenal
usvolemacasa
tsankaram
jofrellombart
MonDiari
elnacionalcat
joseantich
lamarea_com
oscarlcat
JorgeMoruno
FacuDiazT
JordiGraupera
jordiborras
patricialopezl
arricivita
RudeLife69
RigobertMenchu
ANCBaix
muguruzafm
RepressionAtCAT
albert_pla
Berlustinho
CatalansForYes
CCatalaNegocis
PortuariosCNT
ScotNational
PDeCATSantJust
StJustxIndepend
ERC_SantJust
SeasSantjust
CAL_SantJust
santjustcat
Europarl_EN
IzcaNacional
lizcastro
jcuixart
ARA_videos
ref1oct
JulianAssange
lluis_llach
Mhemeroteca
Barbijaputa
kira_95
AntonioMaestre
AnnaGaSabate
antoniobanos_
Soniapauc
jordisanchezp
ramoncotarelo
SusodeToro1
elmonarac1
AMI__cat
diariARA
SumaBLlobregat
netflix
rootsandvibes
notipaco
demiguelch
deportado4443
BajoOcupacion
bcnwatch
watchescars
FinnWatches
ctxt_es
palestinalibre
PaIestina
NicolasMaduro
AlbertSaAg
crackoviadeTV3
elpuntavui
tv3cat
gencat
blogsocietat
mafranconetti
fundesperanzah
mossos
acidoenlared
JoanTarda
AccioCulturalPV
gabrielrufian
perezreverte
YourAnonGlobal
AnonPress
GroupAnon
laquintacolumna
Arran_jovent
Endavant_OSAN
percanviarhotot
linformatiu_tve
abrelatas
ElPratPersones
HootsuiteES
hootsuite
radiocable
KRLS
govern
Paucatalacine
racocatala
crimenesdeodio
McIntolerancia
parlamentcat
ScooterUpBCN
norcoreano
jerrypapollas
Indiegogo
Cabronazi
Revolut10narys
TurismeCiutada
cspescados
JuntsPelSi
TeresaForcadesF
PConstituent
raulromeva
crearesearch
R_Flecha
MarinaGarces
Proscojoncio
LadyMerypous
bcnencomu
Hibai_
PrimaveraCat_
ManuelaCarmena
gerardotc
jordievole
carnecrudaradio
pmarsupia
APROP9
ManelSirvent
MiguelAlba4
CSAresidencia
CNICatalunya
portadasinrazon
krustycat
teleAfonica
anticapiCat
CUPBarcelona
CAfectatsBorn
Strambotic
dbollero
15MpaRato
BankiaMata
catxarg
harbrush
BCNCiutatOberta
Elasombrario
Bcnsingular
elbaronrojo
LenaGarFe
securesalt
AlicanteVivo
nyx_handbag
empratnyat
casa_ramon
RafaelCubi
agenciaacn
Fundacio_Surt
btvnoticies
mariusserra
iunida
electo_mania
electohub
BcnCannabica
cannalunya
NuMoreno
antifabcn
pnique
ahorapodemos
MonederoJC
TaniaSanchez_M
Caninator
MareasCiudadana
icveuia
bcndesapareguda
ernestmaragall
