FAbegondo
Xornal_Betanzos
Wikipedia
jimmy_wales
DefendeAGalega
osmgalicia
Modesto
zoffix
apatrigal
culturgal
sli_uvigo
zotero
ceipsanmarcos
itacaswl
anubia_es
DeindoIdeas
NoLegalTech
librebit
mhueteortega
L10nLab
lauramcastro
gitlab
BriarApp
xurxogpe
Piratenpartei
MichaelGalanin
ABERTEO
RAGalegaCiencia
JPlanktonRes
divulgACCION
libreoffice
DocLiberation
javierbalea
FansLuisDavila
WikiTribune
rweekly_live
XantarDev
EQUOGalicia
guardian
BiblioCiencias
Ibader001
os_de_R
OTempoTVG
IEO_ACoruna
Puri_sm
OTRIUDC
cixug_
ToponimoGalego
abogadopenal
kuartillo
GZHai1Seculo
maureviv
ProjectJupyter
ceida_galicia
openstreetmap
AJEnglish
gn_habitat
CoopsAGACA
Fairphone
SlimbookEs
abegondo
javimos
FAIRsharing_org
xabi_nb
corunadixital
RobertoVilarTV
NatureEcoEvo
Mr_Eiros
NiXijav
idiv
cytoscape
perl6org
RecunchoMaker
LinuxGalicia
EUSciComm
Altea_Lorenzo
MarkHahnel
_R_Foundation
10sdememoria
bionode
abeancos_gal
citiususc
LombardiaMajose
python_vigo
pilarcacheiro
moleculas_gal
MarcosFontela
sciencemagazine
ThePracticalDev
sMarten_Winter
tomjwebb
nhcooper123
LauraJaneGraham
drnickisaac
macroecologylab
rich_
fedora
EBLluch
IIM_CSIC
dataverseorg
jvareblog
eyeos
PlymouthMarine
thembauk
BES_QE_SIG
Araujo_lab
BESMacroecol
FBiodiversidad
KdeNeon
telegram
emalcsa
BES_AquaEco
CSICGalicia
RKWardNet
PLOSEcology
eloycoto
jordimash
AngelBorjaYerro
MethodsEcolEvol
BritishEcolSoc
JF_Dechamp
OpenAIRE_eu
oque_gal
blogsdopais
XulioFerreiro
martinhonoriega
OwenJones84
sjvn
ZDNet
KDE_Blog
CRGenomica
cnag_eu
FernandoFraga_
RConsortium
wikileaks
MongoDB
WRMarineSpecies
AlgaeBase
eol
authorea
overleaf
