apo_kran
Fiyaz2014
canerrgulen
BelmaFrat
egoistokur
KalemAgency
Berrakertorer
Zemberekkus
diyarbakirdt
hollycityzoo
daim_munzevi
ftilmac
bblanewyork
Demokratsosyal_
kcakduman
venusunkizi
NuranDD
edebiseyler
kreten3264
psychologistt01
ElifHamidi
silvanalpoguz
Cihancetinkya
serkan_hizli
ithakiyayinlari
doguyucel
acelproust2121
irfanaktans
sahmetsahmet
Burhan27364050
solakoglu_asl
tekirkedi
huseyinhakann
SukutSuikasti
Devrimcetinksap
rdogannar
fgnclml
HorribleSanity
azyazarozyazarr
KahramanEsra
tirajpress
Cemalbsrgn
existentialcoms
serkanacar002
dzepm
GzellerOzan
Dilekyilmazt
Abdurrahimzmen1
Gzlseyler
enginfirol
metcihan
AvGurkanKorkmaz
oguzanyesiltuna
HalilIb10595597
opikapbukipap
celikgulhantuba
EmrullahAlp
NewYorker
cooperovic
zeyn81
KveKurt
cagatayusl
delininsopasi
portovecchiaa
BernaCan_
mehmet_dilbaz
ciyilce7
itef_istanbul
nerminmollaoglu
ImreT49
seraysahiner
EserKemall
AosOnursaylak
avestayayin
veysi_erdogan
nevarsadilimde
akeskinavesta
Mikro_Oyku
bulentus
LeventCantek
betuldunder
VinoOkyay
YerdenizKitapci
pinhankitap
NorgunkYayla
Basak__Demirtas
hdpdemirtas
vekultursanat
onurbtn9
SonmezHayati
engtur
antiksahaf
vekilince
iueskiciyan
soysekerci
m_emin_kurnaz
mbarisovun
ondersitt
SezginSedat
tanselmumcu
sentekin10
Ucupak
ETemelkuran
ManBookerPrize
SeyyidhanK
bkrddr
LalLalesh
feritsertkaya
mozartcultures
KadireBozkurt
Kaan_H_Okten
EnayErolu
saban_oya
retrophob
kosebatikan
BahriV
fatihguner
ubdslkm5sJLsjjr
NarinYukler1
kolektifkitap
ilkeryasar
pierremejlak
melisandee_
armesol
ithafiye
tugaykaban
TrakyaBalkan
NuriyeGulmen
SerefBilsel
PhilosophyMttrs
firdevscyumusak
aslitekinay
evrenselgzt
durbunyazar
Kadir_Yilmaz_
nurullahxkaya
fesmarslan
hlydgndmr
ugurers
stdumann
Wintersonworld
eliistender10
baharzu1
johngreen
matthaig1
hesib21
aksubora
11incitez
DSarpkaya
nurhansuerdem
yikayikaas
nytimesbooks
necipt
tulinozenn
CumKitap
IsmailGuzelsoy
SemihKaplanogl
tanilyasar
uqVs8UQrxQ8KC1O
esenes98
HavelLibrary
nehurey
tekglAr
maikatathraien
mozgurmutlu
acikcenk
AGOSgazetesi
ailedusmani
sevalsahinn
Asu__de_
nazan_askalli
Burakaydinn
AliFuatGulmez
sibelonal
say_cem
OggitoOyku
TahaMutlu
OzyurekBanu
saziyekarlikli
ozgelerinuysal
moguzhancelikk
r_guven1
feridun_anda
bombyx__mori
behcelik
Aysenkitap
imsoretro_
oyaayaras
FUTREI
aycayasit
luggatt
AyselKatarat
sunasongul22
b9a0b273e719445
MehmetEroglu_
gencyazi
_alicaneren_
ahtemkutuphane
selbektas
tarihlugati
ozgurodabasi
AnlMertzsoy
zoonpolitikonTR
GillerPrize
HalukDas
CerEdebiyat
alef_kitap
alakargakitap
nznlaslo
zencidervis
cemileri
dedaluskitap
sislibelediyesi
Neslihancangoz
Literatuerk
JaleSancak
SiirKadinSaclar
kiranhsyn
filizdemirbag
yasminyazici
cemret
dokuzcanli_
GergerAdnan
AysuArslanturk
uygaratasoy
eylematagulec
seda_ozz
mercanzeynep_
1noktaharitada
Sibop_roman
jimithekewl
haceryeni
basarbasarir
EEnginler
parantezici
BirGun_Kitap
KarinKarakasli
mert__firat
goncaozmen
rabihalameddine
SeyhmusDiken
onurcali
AdviceToWriters
nalanbarba
Literature
KesalNazan
KesalErcan
ipeksahmsgsu
senemtimuroglu
erbeymuharrem
MeltemGurle
GurselKorat
yelkovansizsaat
sibeloral
AltugYucel
ducane
ozgurbalpinar
mhsucin
asyadada
cansemercioglu
serkanturk61
oykuduroyku
Haydar_Ergulen
TAlaybeyoglu
mevzuedebiyat
msakliyan
ercanyyilmaz
dogru_hukuk
gazeteduvar
funda_drt
arzueylemmm
IrishLitTimes
FCeweri
DikenComTr
temoselim
EverestKitap
umtguclu
mungan_murathan
KadriGursel
neilhimself
mecezey
mehmeterkurt
dasdasistanbul
MehtapCeyran
romebyzantium
dogukanisler
m_bestedergisi
GulogluPelin
cemseymen
modasahnesi
oykulemdergi
AhmetGunestekin
tusemesut
ilkerkimki
mahya_gurses
canitti
eyuptosun
_kewok
mghtcyntr
sertac_samur
ayvalikkedisi
KyoPino
galibkaan
bibakmamlazim
edemir_huseyin
yunusemretozal
firatdemirel
gulluka
Oggitocom
Eksikolan1
YusufGurerr
parmesankedisi
MarlinLeylaa
W_Ozdemir
StephenKing
ayrintiyayinevi
YakupOner_
KarakirazErkan
abatayburak
bajarix
bdilarass
FatihKulahci
mukavemetdergi
yelda_kircuval
POETSorg
nazl_senol
fadilezehra
emberoz
tatyosbey
yavuzekinci151
ercandalkilic
B_Ali_Ercik
englishpen
NotaBeneY
dilekayribas
tunckurt
EskimeyenKitap
HacerPaac
emilianatablog
NamikSomel
Acerakis
EmreHistory
senemgezeroglu
BrhnSnmz
ErdemKurtuldu
sanattcadisi
ceninsorgusu
koksalcidoku
bianet_org
berula_
YaseminCongar_
Sblunl1
HAKANSAA
UfukDemiray
ismailsaymaz
Bilalisgoren
atolyenott
eliftanriyar
dinkomenta
romankahramans
zeynepeksi64
AybarSelim
vahideyikilmaz
felsefes_
yaprak_unver
nihalyormaz
zeynabelle
omerorhn
Wilde1900
uzobey
subyayim
cornerbookcafe
modakitap
