ullsverds
somesqueunclub
EuzkalZombi
ASirkia
elkloden
Montornesco
canito0067
NTumultuaria
JuntsxRep
HashtagsxRep
rojodelsur1
ClubCandado
DeniseLatorre
seibur_
AbueloPopular
blancarbello
granomanolimpia
martavilaltat
alicebside
arenasdemarcat
jonathanmartinz
CunadoDeTuiter
pep_vv1970
cloudechka
Muddjekewis
Gemmajhb
maragda_tgn
govern
M_Riu82
boye_g
svolmes
paucomes
gordacivil
Caperupija
QuimTorraiPla
cruisingsesteve
mmillanclosa
helixx85
Ilmabarberis
Alysmuni
valtonyc
BenjiVerdes
Virgili7
LaFallaras
catalanetcritic
azukikiyo
IKEAstesteve
CorreosRoures
AmazonSEDR
prasidenta_fake
sexta_sant
324Roures
CPenSERoures
psicostesteve
carlotacamps
Estetabarnia
_hombresdeverde
mossos_SER
helendepepe
RouresFalange
st_esteveroures
JonInarritu
PetitRoure
RobertHMerriman
Oe_Moli
chloehphillips
Bernat_Castro
__CarmenLopez
KarnaMikko
pernandobarrena
ContadorPresos
toni_comin
Recode
tviso_es
ArquilloJaime
C_Domenech_C
LlunaCatalana3
Instant_Nooodle
AstridHirsch
GolpistaArtista
XavierSolerT
pow_luengo
SofiaesCAT
jordialapreso
CNICatalunya
JuntsXCat
ElAltramuz
susmartis
catalan_gov
assemblea
OmplimBrux
Maria_Casas3
mireiaCatTf
Seishiro
usvolemacasa
mm_republica
gabrielcidsoria
CeciliaIris2
Marpalau
Deivid1714
Anonymous_opt
anoncatalonia
NamaTikure
ManoloBoniato
marionapique
CridaDemocracia
paysol49
xavicurto55
inafinogenova
Bukkakez
PatrickBolanyos
ShamshaZen
AlbanoDante76
AlertaAntifaBCN
iurkullu
AITOR_ESTEBAN
LuciaBallBell
elinebreda
MCaupena
carol9970
PortuariosCNT
ElCojoCensurado
rpratp
rs_jordi
aurea_vallejo
InakiIdigoras
martrrsgmnz
Edmonddb1
M_BrokenLeg
NuriaMorell
Sariiiiiita6
RepressionAtCAT
nateamj
TRoderic
ref1oct
josepfourier
annngaby
Llop_estepari_
NoEsPotCat
ANC_Mossos
marcyanez46
LugaresCutes
KommunikaCat
jmterricabras
altamiranoMLG
hulu
ramon_tossa
carlosvillaro
merce_caudet
DjRepubliCAT
Guinedilda
mundofutbol90
FCB_BAULGRANA
albertpedret
1danius1
annamisb
AriadnaComas
montsecandini
florejachs
OliverBartrina
ignorantignorat
kolometapsg
odiolosvikingos
lluis_llach
3peusalgat
Mas_Enfurecido
MarcSerra21
elcupaire
elsomatent
raulromeva
RogerSallas
montsecasaus
alenkhat
marcsallas
decalpinyol
laurapinyol
MaduOnFire
WildCosa
eldropu
xevicamps
ainamiralles
Boriacus
PrimaveraLliure
novulltwiter
JoanSalatec
MartaPuigvendro
leixet
JoanAndreu2056
at_vilar
