DonesERC9B
AspergerCat
QuicoSalles
ACM948
AMI__cat
msanglas
teresavallverdu
martavilaltat
jmterricabras
jordisolef
sergisabria
estercapella
ChakirelHomrani
tinfoleak
CAT_memoria
CDR_Audiovisual
sindicabcn
CanalRepublica
FAQSTV3
epaluzie
aleixsarri
QuimTorraiPla
CataloniaNewss
mgabriela_serra
gecanbeer
marcelmauri
lagarder81
mfornells
CaixaEnginyers
PujolBonell
elsa_artadi
perearagones
magdacas
st_esteveroures
MiquelngelBarc5
Roger_OhMyBeer
brewhome_bcn
mashbeerfest
anasurra
cristian_agudo
Joansaderra
MiquelRoman
hzt1l
9BirrasFest
indepesCCOO
Prof_TGSchulze
X_net_
ateneu9b
FreeValtonyc
no_callarem
casals_neus
PixelHELPER
carlesral
ArranBarcelona
PobleLliure_Int
RescatPreses
yeyaboya
Llibertatcat
SEPC_nacional
Arran_jovent
LaForja_Jovent
AturadaCatalana
centre_IRIDIA
NouBarrisADNB
X9BAcull
ercdiba
ERCmunicipal
ERCTerritori
ERC_audiovisual
OmniumNouBarris
somAlternativa
CervesesPopaire
FreeJunqueras
arran9b
JuntsPelSi_Cat
AncBru
sergipinkman
jcanadellb
arnauriwz
elpetitcatala
patricialopezl
FreeCuixart
eldiarioes
VotxRep
CatBruxelles
VeusxCat
OrbitaCarpeDiem
ConstruimRep
PoesiaRepublica
ImgxRepublica
words4cat
BabelRepubliCat
GuanyemLaRep
censuratnews
guardiesurbans
jmangues
despertemrep
vinsrepublica
BeatrizTalegon
600Independent
totagendapoliti
ElsTripleMalta
moncuspi_in
AdicEmc
ADIC_ACCIO
ERC_dones
ramontremosa
Catinformacio
LaRepublicaCat
albertdmcat
324_politica
BelOlid
ANC_Bombers
DretsCat
ANC_Mossos
esquerragirona
erc_fedgirona
isaacperaire
rogertorrent
CafesxRepublica
jovent9B
freed4Catalonia
XavierAntich
robertfabregat
PsicRepublicana
salvemtv3
trinitro
dagda68452749
unilateralcat
Berlustinho
gallifantes
JoanSole_
alertatrollcat
sandretPro80
Birresrepublica
CartesxRep
maticatradio
alexmiquel
dani_san
AnnaSimo
ernestmaragall
microempaperem
SomRepublicans
jordifcb24
jack0f7k12
elteuvot
Candeliano
uniopagesos
sssanjur
CartelesxRep
jordialapreso
raonsrepublica
PuigGordi
MeritxellSerret
ClaraPonsati
AgustiAlcoberro
vpartal
jordiborras
HiginiaRoig
CNICatalunya
antoniobanos_
AnnaGaSabate
ANC_Economistes
apoderats
mireia_castillo
VADEVI
txellborras
dolorsbassac
CarlesMundo
elpuntavui
quimforn
diariARA
jcuixart
embatOLC
StopSubhasta
assemblea_int
OmplimBrux
CDRNouBarris
withcatalonia
DissenyxR
UnitatvsRacisme
sumate_asoc
CDRCatOficial
unisxrepublica
AlertaSolidaria
Poble_Lliure
esquerresxlaind
I_CSC
MusicsLlibertat
