phildec
futuresfestival
mediaroad_eu
BUNice_Sophia
chlaye
NetflixResearch
DeepLearningCor
vcheplygina
allanhanbury
cbmi2018
negar_rz
BuffaFrancesca
IMTechEN
unsal_ayse_
iryna_bur
kirsiaantaa
katecowan
rene_kaiser
EUscreen
ReTV_EU
MartaMrak
mmm2019_conf
kelkalot
ChaLearn_org
kevinmcguinness
neurobongo
OpenHypervideo
johanoomen
tourisme_japon
ifla_avms
AreTverberg
digikim
SusanneCJBoll
Barneylo
tuomo_h
IBM_France
StarratSurrey
vr_interpreting
alxjoly
kenpopekpz
memadproject
acmmmsys
lyon_cao
trecvid
immersiatv
ConorKeighrey
aurelsec
giuliaboato
ProfessorOge
thedianaberman
lambertoballan
mario_montagud
NoelCodella
rowenabeer
BenjaminBischke
Olfa_BenAhmed
acmmm17
imageclef
informusiccs
zefcota
msoleymani
Enrico_Smiley
upbcampus
GwenComte
AlisonBLowndes
TensorFlow
lorenzo_baraldi
acm_cc
What2DoNext
HuiWu_
MattHillNYC
scorpiommma
xfxie
goodfellow_ian
tinybigdata
webLyzard
karpathy
drfeifei
pmddomingos
EmmanuelMacron
CampuSophiaTech
helenequillaud
H2020Cognitus
tagasauris
Mitja_Jermol
RolfFricke
gwendal
hanrascaroline
jcarrive
Ufinger
VincentClaveau
phimulh
MultiMichele
peputo
hbredin
evapatricia
brendanjou
cbmi2017
ricucch
ConcettoSpampin
motherboard
AlpesMaritimes
_marylaine
ideasurf
kirstengraham
lyndonkennedy
IBM
MorganMovie
IEEEXplore
IBMBigData
TelecomPTech
touradjebrahimi
icvss
CyrilleBataller
ldenoue
marknb00
lyndonjbnixon
winstonhsu
2dvisio
IBMWatson
IBMResearch
JohnRSmithMM
ieeemultimedia
hugo_larochelle
icmr17
acmmm16
jbarriosx
galuscakova
pmika
YahooResearch
GoogleAI
AndrewYNg
tvorange
lysander07
BBCRD
teamlinkmedia
multimediaeval
RichardEudes
bigdataparis
dteyssou
giusepperizzo
JordiTorresBCN
ICTBRIDGET
InVID_EU
netzdoku
wmdeneve
chidansh
lottebelice
mad_astronaut
techreview
cbmi16
multisensor
RoelandOrdelman
lynda_hardman
benglabs
nrv75
dianwt
Icmr2016
ERC_Research
_akisato
DocXavi
cconcolato
ngrams
damianborth
abursuc
LeCNC
alanhanjalic
HayleyHung
JeanMartinet
RikeAmru
ylecun
jrvosse
ACMTVX
eumssi
emmanuel_ethis
IEEEorg
raphaelroth
dgaticaperez
TrishCharlton
ACMMM2015
laroyo
computingnow
qmfrance
FXPALResearch
weitsang
FTHopf
judith_redi
ieeeicip2014
EUSIPCO2015
ICIP2015
oconnorn
pablocesar2661
vconect
acmmm14
moustaki
klschoef
joemonj
Olivier_Aubert
cathal
EURECOM
acmmm13
MSahuguet
gggravier
ayman
julien_robert
ICMR2014
project_mmixer
linkedtv
hs71
BertiniMarco
xanguera
euromm
acmmm2012
cwngo
odbmsorg
cnastar
pamkato
hadleybeeman
ScientifiCareer
informor
marcelworring
acmmm11
sigmm
acavrm
liuxueliang
timse7
kompats
cgmsnoek
lexing
jain49
asmeaton
rtroncy
