JD_C_M
NOAASatellites
NOAASatellitePA
MenendezFaya
uwaterlooalumni
USGSVolcanoes
lauvillac
bsanchez02
DEFCONWSALERTS
_AlvaroMurillo_
fabcamo
cpigeo23
Adrian_geo23
natyo90
womenofgeology
epsycampbell
delfinocrc
hydrogeologymx
UPCAlumni
GosBasan
ushcala
MundoMicroscopi
elmundocr
CarlosAlvQ
SkyAlertMx
BomberosCR
LuisFArmenta
SSNMexico
NASA_SPoRT
MJVentrice
RyanMaue
NWSMiami
DanLeonard_wx
tectonictweets
vanesa_romero
cristinacastano
Univ_inenglish
FilarmonicaCR
RupertFawcett
GoalZero
NHC_Atlantic
NHC_TAFB
NHC_Pacific
sergiobp
MARN_SV
emebe_
fe____r
luisro30
POTUS
MichelleObama
MarceMiraval
quikegeo
albertnardi
POTUS44
SismoTico
dcalderonc
ElVolcanPoas
servir_nasa
tv3cat
elpuntavui
enoticiescat
324cat
iahgroundwater
GeologiaUCR
DestroyingCIips
CR_Aviation
VolcanIrazu
VolcanTurrialba
blancopatric
gabipm
Popocatepetl_MX
ObregonCR
MonumentalRadio
sopitas
SPCCDMX
conagua_clima
INECCR
CFigueres
GlobeVideo
melissasoro
PHILLYGIRL_N_FL
elpais_america
SarcasticNH
kurtdyer
usambassadorcr
traficocr
Chikitoo
Telegraph
MonicaSalazarL
MartaH_Cetaqua
CitizenAcademic
emanulz
chematierra
NewEarthquake
USGSBigQuakes
surbica
elmundomotor
9GAG
coreyspowell
WashPostEcon
moodvintage
gustavomatacr
thorj78
JG_Cantero
FederacionUCR
Pablexcr
Toronto
MaxCRoser
elscatarres
paleofreak
PMSANJOSE
conradhackett
nuvol_com
elpaiscatalunya
elpaiscat
naciodigital
LaRepublicaCat
MonDiari
VilaWeb
MetroCDMX
transfeco_tren
globalnewsto
CBCToronto
Starbucks_cr
HuffPostCanada
TrilogyPub
isidroaguillo
barcelona_cat
DigitalCSIC
El_Universal_Mx
Reforma
EstrellaDammEs
webcamsdemexico
Fabric_of_Space
NatureBiotech
SPACEdotcom
NatureMedicine
CBC
CBCNews
nature
CanJEarthSci
LiveScience
neiltyson
GSA_UWaterloo
UN
CTVKitchener
UWResearch
WaterlooSci
globeandmail
La_Directa
MediacatCat
TheTweetOfGod
theengrprof
SarcasticMethod
IronyPhD
ArnoldJimenez27
MuseoArteCR
WIRED
planetepics
guardianscience
iCatfm
AGUSciPolicy
apod
CostaRicaRadio
CassiniSaturn
AdrianAlfaba
AcademicsSay
TitanSaturnMoon
ESA_Rosetta
jaoc03
norcoreano
MadriCR
Teatro_Nacional
DECCgovuk
FCOClimate
Sir_David_King
BBCNews
xbassa
ActuallyNPH
BuzzFeed
MonumentalCR
NavasKeylor
Principia_io
marmelycr
Garcimonero
SpringerOpen
Lets_Pacheco
ResearchGate
mercedespdcr
SoniaMartaMora
joebarcr
sgeologica
EricHolthaus
SemanarioU
UWaterloo
SandraCauffman
EstadoNacion
vveucr
RectoriaUCR
JeanPaulVC
TSANTALI_wines
earthskyscience
UNICEF
BBCWorld
DrLucyJones
epunset
VilmaIbarra
Lanamme_UCR
puzkas
BancoBCR
anita_chae
cambronero
Zahiiii
GeosciencesEd
ClaudioCGEO
luisguillermosr
usembassysjo
ameliarueda
rayraymilher
oarrieta80
CharlotteMC16
AlertasMexico
paolavegar
ucrdocencia
FranklinChangD
noticiarepretel
charlie350z
joharoversi
ngwatweets
robertobrenes
stephmmaikut
pasionporcorrer
ARACatNetwork
kolbi_cr
NellaZ
gaussianos
formacionIB
Iberdivulga
iberciencia
CNFL
IGeociencias
MITOCW
Dropbox
IMNCR
coursera
HidroGeo
asambleacr
EPAwater
CFIACR
El_Zampaguabas
guardian
Mcastrotn7
cienciadelaoei
Valavb
gi_melendez
hznaranjo
instagram
Linkimer
karlillag
Iberia
softcatala
meteocat
rmeca99
CRHistoria
Malacanalla
GeraldSolano
USGSLandsat
jseguraguzman
DeViEs18
iAguaEspana
elbrumoso
Animieux
INCAE
earthinstitute
Mfbolanos
ChepeCletas
FranRoblesR
CSICdivulga
MarsCuriosity
latimesscience
ScienceDaily
BBCScienceNews
NSF
NASA_Johnson
ScienceChannel
physorg_com
WIREDScience
canalucr
elpais_inter
carolinacp29
alva_roja
fcihs
cgeologos
fedemiranda
allpeim
pabloj_gonzalez
LaVanguardia
kelesalazar
memotrejoscob
xatakaciencia
elmundoes
Diplotaxis
_Argi_
doctoratupc
BBCNewsGraphics
CelsoGamboaCR
cienciaplus
ReutersScience
ElSaltoDiario
Epampliega
NASA_Landsat
EarthScopeInfo
lguido
mabrizio
Geo_Dev
TheCRNews
pri_pc
lucylucr
GeoOutreach
elperiodico_cat
Padurka
rafa514x
monvinic
RAEinforma
sebsfournier
danilu82
Sismolurico
MCA_CR
Twittic0
frazzata
Neoslv
Na_ti_May
Rev_Paquidermo
NYTScience
science360
nature_org
NERCPlanetEarth
RedTierra
SiesMary
Herem07
GeologyVideo
MoNRojasM
chela_cr
diego_araya
dynamostar
Lapilli_55
randall_ariasg
omvargas
TrendsBarcelona
ViMGaSo
javiercitocr
HazelCerdas
volcanitastic
La_Republica
Daniel_Kawer
argmau
elVolcanArenal
REGENESISEnviro
Visit_CostaRica
ARAmeteo
btvnoticies
kwinkunks
JMarche_Na
el_trussrod
Portal_Invest
elperiodico
alejandrosacris
diariARA
ricbonco
el_pais
CRjavamama
ObyBerGir_90
Arpin
eroyuela
leoalyg
science
unmanuch
japoniano
esurena
NatureGeosci
Feelsynapsis
LFLeiva
CPPGeophysics
Marianelarc
elpaiscr
iaeaorg
pasaenbcn
ALLANBUSTOS
Marjim15
dila_na
NASAJPL
alexmatta
fanny_a1711
GeoScienceWorld
pakozoic
Geologos_Mundo
monicpao
ionosul
tropicalstudies
maikolporras
HazelCastillo
alf_mora
emergenciescat
LISUCR
iAgua
jglban
matriuzka
dannyaraica
Barqueritos
NASA
julio_calvo
GeoInstitute
Spotify
julate
luivargas06
eruptionsblog
muyinteresante
TheTicoTimes
DavidCantone
FCBarcelona_cat
checita
ArtistCrisanto
sgoldem
xiscoroig
geolsoc
MRodriguezCR
JOller
mavrixio
Society4Science
ScienceNews
oollmmaann
anfivas
Alfoherca
diekus
Bijuno
garias76
jdclarke
pablo0991
presidenciacr
tweetmedico
palbarjh
sylvieperez
erickvch
_selah
kariucr
ge0rg0
Geoblogfeed
jeffersonite
seismogenic
osmg
thinkgeek
lifehacker
juliomacr
luchoakd
la_UPC
echofon
silmoraga
JPCortesP
IvanniaCS
moraditika
alonsovcr
TSECostaRica
ljimenez080
Opinion_EPC
Astrochango
Chrisqs
micittcr
Manryev
winso1983
alesol07
rocasaca
xatakamovil
Tekioso
Maluavi
EarthPic
AceCostaRica
reiterstahl
El_Arenal
El_Irazu
meneame_net
alpoma
neavilag
natisol
osarevalo
howtogeekfeed
raulbuira
hlanchas
jordiperales
geogirldi
USGS
spacefuture
parlamentcat
climaya
sancarlena77
tiempocr
OVSICORI_UNA
Geol_G_Arguello
earth_wise
sismocr
NatureNews
sciam
josegonzalez16
RSNcostarica
4ojosdVideoTape
jeudyx
newscientist
NatGeo
geocastaway
aplus89
clima_CR
deleFOCO
CCSSdeCostaRica
geosociety
cbdawson
fayerwayer
NASAEarth
rschott
sagotmontse
groundwaterfdn
theAGU
EnSegun2
WHO
avindasp
Colo_kea
metrapach
CostaRicaBlog
RadioMalpais
XiniaCH
MiltonDouglas
paobrenes
hmaida
BreakingNews
IronAmmonitePix
chacosax
13ba
JavierNgB
PHDcomics
Chinim
JulioCordoba
Mavafer
ceab
acj_cr
stephradar
Laura_Ch
orlandocr
HazelnutsCR
simonaviles
ticoblogger
Desdemislentes
pabloq
BarackObama
geosteph
universidadesCR
sfoxx
ventolin
darcia
vulturgryphus
Nestmor
monzith
luis_salazar
H3dicho
forestoso
mvega
patriciov
Lukysh
JRIbarra
Chanitacr
patrodsal
miguelveraleon
nacion
jaguardP
