Janonautas
ViajeKiana
Gazpachila
HypeinTokyo
DeProntoABordo
voyaNYC
tuloteroApp
Bcnsingular
ApuBcn
terrazeobcn
BCNHorasOficina
ViatgesP
gastro_barna
FOODtimeBCN
BCNNavigator
qhacerBCN
GuirisGoHome
Geokeda
Edu_Marino
Robadorenyo
UrbanTravelBlog
ThePassengers_
EnricLopezC
viajandocon13kg
RguezAlcon
hijosviajeros
DonAire
LauraGuien
la_txell
soldeBarcelona
luisfernandez
MartinMeisterG
MindfulTravel_
histdunacamera
viajesquimelena
jordicanalsoler
gemaesantiago
AnnaSaldes
Haztuagosto
mch_mychoice
LineaHorizonte
ApeaderoViajero
irinawanders
hombrequeviaja
blogpocket
callejeando_bg
lamaletadecarla
anibaltrejo
bcndesapareguda
Victoriamdq
BloggersMeeting
2maletas
AdQqV
Gabynant
MadridTB
bcnmes
qbitacola
DondeVamosEva
BeatrizLizana
helloiamruben
praktikhotels
raponchii
VolareViajando
ArleneBayliss
trip2happiness
aitor_vca
Dijuca
SergiGCalaf
AlvaroOnieva
Mercherrey
boqueronviajero
beatsofmyTrips
planvex
MundoTuristico
alejama66
lacosmopolilla
DiarioExpat
consej_viajero
ElenaTauste
viajesdavidneus
clairesturz
PlanetaDunia
yunpardezapatos
meetmybarcelona
thehouseofblogs
LUXONOMY
VenTuBcn
MundoxDeskubrir
bloggersespana
cityontiptoes
CXCbarcelona
GautierCasimir
bptraveller
Mivoltantpelmon
bcnTB
unmundopara3
viajecescalas
kris_ontheway
HolaYessica
localoids
maria_cast
spanishsabores
tripuniq
viajesalalcance
bcn_ajuntament
bcn_shops
BCN_SantAndreu
Bcn_SantMarti
BCN_SantsMont
Bcn_Eixample
Bcn_Gracia
Bcn_CiutatVella
AmicsdeLaRambla
barcelonasfera
Vestigiosbcn
MonBarcino
allbarcino
visitwithme
Barcelona_365
mybcnbestplaces
enbarcelonamag
bcnsecreta
labcnquemegusta
LaMevaBcn
anotherBCN
inigosomovilla
eventosbcn
BCN_LesCorts
BodegaSalto
Barcelona_Com
Mireionah
48hOpenHouseBcn
avelezgalvez
charlyelias
cellercalmarino
Gastronosfera
EOVeoBares
mededebebe
Jordi_Cohen
idoh_OH
vermutbarcelona
DrMashirito
twLola
berta_giraut
Estherguns
lonelyplanet
glo1985
LuzAlvaradoZaiz
evillaescusa
rociojl
gecuma
mma_u
pifparfait
alexinhovv
LauraNunez_
kserradell
rodrihuertter
Nasdra_Hache
caskete2
SecretsdeBCN
ImmaUso
JoanGurgui
tomascasals
nam_nguyen_b
MarcelTwitts
jordicaus
alfonfan
_marc_soriano
hootsuite
MercatsBCN
OcioBCN
lecoolbarcelona
Barcelona_Life
TimeOutBCN
pasaenbcn
AbsolutBCN
bcncultura
barcelona_cat
miniguidebcn
BarcelonaTurism
