AdilMouja
sesispla
DataWorksSummit
merv
nrouda
databeers
gmiritello
vicmrh
lajello
net_science
ExpertPol
a_baronca
nickyzachariou
databeersldn
ClouderaUK
jacintoEC
bechbd
everisUK
everis_en
JosepInLondon
techreview_es
CarlWinslou
dadi
thetinot
BcnDCultural
pmessiez
boxmotions
MissManias_
francesca_bria
nuriajm
pere_rovira
mcarricano
oracle_es
distoppia
xataka
soyloquecallo
carthesian
martamj32
gerardotc
CripticaOrg
carlesral
JaviOnData
datastories
ignasialcalde
VirginiaCCalero
TheBlockNews
pacoid
CaughtCctv
amoralca16
CDRCatOficial
CNICatalunya
AlbanoDante76
romero_m_oscar
adrianafreitas
djkram
LCMComunicacion
geoviews
martarias
golcinab
assemblea
Bcn_Gracia
mossos
ApacheKylin
wattenberg
joanmanel
7iete
dfernandezdiaz
bcnanalytics
datascienceUB
gemmagaldon
HiginiaRoig
ajmontornes
Gemmabatlle
dribeiroalves
heibalvin
arnauamill
Zaragoza_CityAI
SDavidCarvajal
sabata55
mgonzalezamate
BCG
lurritta
DataScienceCtrl
iopendatabcn
issabelsan
Salvatwitts
CatalunyaRadio
G_Pisarello
criptero
fhoderlein
salabeckett
teatrelliure
rosadurni
asierarranz
rafael_lluis
hugopprad
AccentureTech
chorexo
ClouderaEvents
ClouderaConnect
ClouderaEng
strataconf
cloudera
leesimon
Poemas_del_alma
TheDataAgent
IBMAnalytics
IE_BigData
BigDataBlogs
analyticbridge
dpereirapaz
COEINF
rpertusa
armand_ruiz
JoaquimAlvarez
IgnacioBustillo
TayandYou
Azahara_Pema
simonlporter
fundacioneveris
everis
everisUnivers
oriolto
Cluster_Digital
danielequercia
rdelavega
InesArrimadas
asierdm
kastwey
Demoniako79
DataBeersBCN
dani_agent
Bismart2009
JudithRubinat
ferranadria
MatesInfoUB
CoEBigData
ajmontmelo
vambenepe
bigdatamallorca
MTrrnt
StratioBD
BigDataHispano
BigDataSpain
datamadesimple
Natalia_HTU
xavicorta
TechThings_IOT
decorner
govern
opendatacat
Liferay
yabolb
dmaniega
JaimeSotoMuoz1
BBVAInnovation
SeguiSanti
oriolpujolvila
eloipuertas
frambla
mejorchef
Mortimer_Fu
CCCBLab
jmarinpu
xavierverdaguer
PilarConesa
nausicaabo
BCN_HabitatUrba
BCN_digital
bcn_ajuntament
jenstirrup
salvatejero
GINER
FCesc39
gebelque
kantox
kdnuggets
davidelfa
mariajosetome
albert_elfa
MarquesAgnes
ARAsocietat
grecfestivalbcn
juayhi
LaBarnils
ferdeles
NeelieKroesEU
GCastellanob
Brilliant_Ads
paulaboneti
ainhoasose
xmonzo
Horabaixa1
ElCojodeLepanto
Txellys
raulromeva
Liferay_es
acoronadoc
jhidalgoreina
manel_martorana
escalaput
ocarne
barcelona_cat
CanalPDA
pabloryr
hortonworks
santisanchez
maldeamoresclub
JohnCulebra_
YellowfinBI
bigdataweek
castaalex
suezES
324cat
Mas_Enfurecido
tableau
es_engadget
lexReig
AjoMicropoetisa
gon_twitt
KRLS
fundacionTef
the_prbb
marjimalb
emanzanomarcos
AntonioSanJuanR
Kajsicken
MRecasensP
moxiol
carolcuenta
peremg
MichaelDell
MWCapital
muyinteresante
martitorras
monicaplanas
orioldebalanzo
sergimarcen
dmarcop
eligirona
leoblazquez
JordiTorresBCN
22network
mkdirecto
Teatralnet
pastillaroja
emparmoliner
xavier_colomes
oriol
Edu_Oliva
marciansTV3
peigis
cluster_tic
DeboConfesarQue
ramontremosa
Ana_Boadas
miquelcalcada
SQLServer
grupoicabcn
enriqueros
data_oracle
MartaBRB
JensBleuel
arsenioescolar
pstoellberger
s_aliagas
addedvaluetobi
iescolar
bcncultura
MarcSchijvaerts
oriolllop
marcguillem78
ricard_bou
Thomasbcn
MSPowerBI
OracleAnalytics
lamartulina
