AlbaFontTorra
sjrotter
Montser17952203
CridaNacional
cventura19
carlespamies
GloriaSS2014
angelacr97
JordiBalot
xinxonegallega
MManelbelalso
Enric58442230
PDeCATSalou
LauraBorras
joanacogul
jcarlessole
jordiPuignero
Enric_Castellvi
ofcfmontblanc
karmelafortuny
gencat
govern
l_hemicicle
angelschacon
DOMusicata
CotsJoan
BitriAntoni
EmiliBella_
mnSimo
miriamberoset
CaralpMarine
Ignasi_Planas
silvia_giner
isalvatierra
maikeus
mai_alpes
QuimTorraiPla
AgalloCat
carmeferrerc
buffer
GemmaPasqual
andreujene
pau_castellvi
LaRepCat
JonathanOca
MarionaBalasch
aleix_duran
santiporta1971
judit71pc
solo_virginia
xalrs3d
Nil_mateu
HuelvaSeMuere
nil_lopez
VerdesLourdes
gastrotalkers
didacnadal
JoanFontGasulla
Gloria_IS
goretti_sarra
montse_farres
socor_uoc
JMBrugues
mariabatetr
CeliaHil
TamaraVila83
gllopis
joanfoguet
MTFerrerPuig
NinaQueral
vallver33
st_esteveroures
catalanpride
aliceideas
genoveva_sousa
rep_catalana
Savallsblog
CarlesCama
superwomanroja
SergiCastanye
josepalay
abdontarrats
RecasensTeresa
querellantsXrep
RamonVilaltella
remostronet
ecasajoana
GalvanRafel
JaumeAlonsoCuev
JMatasD
abelplana
CDR_TerraAlta
Montcau
PortaEnrere
JoanPallars2
78Veni
ACDretsCivils
jcorbalan
RecasensFr
roser_colome
GemmaGeis
Republicans2_0
annaragones
Bernat_Orellana
naciotarragona
alxmurCAT
gerardrecasens
PDeCATPALLEJA
dolors_m_s
guillemcos
angelsf18
grubirisco
ariadnaa_05
elpetitcatala
jordialapreso
MasPoderLocal
BeatrizTalegon
Mingo57679737
PuigGordi
EstherVidal15
JaumeSans3
SilviagGranados
francescabad
NuriaColome
laalaia
joanjuanaixa
ServidorsCat
MireiaCarreras1
CarmeMartiCanti
arnau_llambrich
JosepMaPrades
victorferrando
TarresMarc
Carme97233055
marta_amorosr
alexsastre83
ateneulempelt
joanvegac
JoDespistada
davidroviram
jordibriz
mtpallares
PereGrauV
RobertMonzonis
M_Rovira_M
ECampdepadros
assumpcas
lopezbofill
esther_flu
PujolBonell
JuntsXCat
AMasipFlix
aleixramia
dobiols_
XAVIER_MASGRAU
PolitwoopsCAT
inafinogenova
mikelvives
jnogueg
AlexLyonRaces
AltesaAmils
asj_dasilva
XBescos
francsau
CorbellaLaia
alfonsbataller
CDRCatOficial
elisafarre
JordiMateu9
catalan_gov
BennettNuria
Beerderberg
beerspolitics
QuimTorrent
victorsantapau
mjovesentelles
georgina_pou
xavifsola
JonatanSentseH
garxetdelilla
serrajn
SosaVallverdu
rosello_gemma
Mariajesusmt641
LDolceta
usvolemacasa
CridaRepublica
joanlluisg
aleix_poblet
instasais
Joanamigo
msabatt
FranciscoChami1
elpidiojsilva
Berlustinho
jaume_avila
Albabullopallas
ebudo6566
