elfilrosa
LuisArroyoM
sibilarecom
ACDretsCivils
Europarl_CAT
pavocallate
Hibai_
IB3noticies
IB3
cvmc_info
emparmarco
apuntnoticies
apunt_media
Comunicacio21
PlantemCara
Cots8
EQUOEuropa
EuroPodemos
IUEuropa
Cs_Europa
Socialistas_PE
ppegrupo
JosepBargallo
ChakirelHomrani
ideograma
AdaColau
lleo_nart
jaumeclotet
natzafarre
CelisYmc
QuimTorraiPla
LGTBIcat
jvfaig
ObservatoriLGTB
soler_toni
jordimunozm
KatalonskiTV3
no_callarem
Vertele
joanignasielena
FonsiLoaiza
eyndePenal
JaumeAlonsoCuev
ULBruxelles
fjirla
ferrer_ignasi
cdr_stroures
BarometroAytos
Joanridao
jorditurull
PopapCatradio
DretsCat
sense8
jordisolef
CasalCatBRU
aleixbertomeu
Marc_Barbacil
mguinjoan
nuriaparlon
EstherCuixart
Apujolmas
JoaquimBoschGra
riosjaume
MarinaRParpal
nataliasegura_
enricarques
ERC_llengua
valtonyc
BeatrizTalegon
sudpresseonline
lalibrebe
lesoir
towers_CAT
apuente
RTBFinfo
FreeJunqueras
DolorsSoler
aleixsarri
eduardvoltas
LaCasaAzulBCN
oriol_gt
ainasuria
orioldebalanzo
ERC_dones
XaviRossinyol
robert_dalmau
TeresaJorda
albaverges
najat_driouech
ernestmaragall
epaluzie
BurguesMireia
AbrahamOrriols
avalentin_05
marcelmauri
TxellBonet
blligadas
jmangues
ULB_LTC
PolCorredoira98
wagensberg
JnnDiaz
Marionahoms
JoventPV
naciodigital
InfoUAB_
AnnaFiguera
DracNovell
HoleHelen_
eulalia_st
usvolemacasa
mariadolorsa
esguiva
naino15
vaznarsebastia
joanximenes
paurodra
CivitiMarti
catalan_gov
CDRCervello
CDRCatOficial
QuicoSalles
angelsmcastells
Berlustinho
CactusLlibertat
AlbanoDante76
albertmartnez
IrisArmero
elnius98
MartiFabres
marbesses
Uranaia
PauCelra
enpeudepau
omnium
observatoribl
CCBaixLlobregat
jcuixart
mvilaredon
JosepRoquetes
IgnasiTermes
