XarnegoSedicios
Juanmi_News
jaumeoliva_
CADCI
protestona1
EnricJuliana
DiariJornada
Jaume_Mateu_M
MonDiari
miquelescobar
ComiteLlibertat
anamariahinojo1
ErnestoEkaizer
PabloHasel
jan_xc
Hanxxs
naciopolitica
gcapdevila
the_raven77
duchp
LekaconK
garciagarciaix
fercavi666
epaluzie
xgraset
JoanQueralt
eyndePenal
VogelfreiCAT
ecasajoana
NacioLleida
javierbp30
AltesaAmils
gerardsese
antoniferrer48
palzaga
TrainingSEsteve
st_esteveroures
Well086
joseantich
SPIEGEL_Politik
Gemmajhb
ANCLHospitalet
FiodoirMacTire
tjparfitt
albertdmcat
MontseLpezOrtiz
Lluis_Ducet
nilnogue99
MiquelSellares
XSalaimartin
CDRFarro
TamaraVila83
Manuel_Huerga
Bernat_Castro
MNAnoticies
AlfonsCarmona
CastellaToni
jordicalvis
eldiarioes
sergipinkman
Berlustinho
AlertaAntifaBCN
FAQSTV3
1octrefcom
MireFerran
elnacionalcat_e
elpidiojsilva
ateneu9b
boye_g
eljueves
UNHumanRights
vpartal
la_IAC
AsLLibVallcarca
CGTEnsenyament
LesAltresVeus
AncBerlin
SalesBernat
ANCNouBarris
bodoramelow
eajpnv
ANC_Bombers
_Rosamary_
JaumeAlonsoCuev
ScotNational
AamerAnwar
CanalRepublica
AnnaMon65777495
joanmariapique
jonathanmartinz
jmangues
AnnaGaSabate
Cazatalentos
gallifantes
CridaLlibertat
angelcolom
CUPBarcelona
mrovira
carlesral
StefSimanowitz
Reflex_volucion
jfalbertos
lopezbofill
capdevilajoan
deprexlarep
cupbanyoles
valtonyc
ErmengolGassiot
August2112Rush
dimissioegay
TeresaVallverd1
FactCheckCat
usvolemacasa
elsa_artadi
JuntsXCat
ernestmaragall
jcuixart
jordialapreso
ClaraPonsati
CarlesMundo
MeritxellSerret
toni_comin
quimforn
jorditurull
Jenn_hypatia
lourdesriberaan
LaFallaras
SilviaT78
rogertorrent
Petetekin
LlunaCatalana2
DesInfoCAT
LoliCuestaPala6
jpurias
helpgats
clara_solaz
A_Verdaguer
YescaCentro
fa_mandra
PatriciaMln
CarlesMacian
EstherCuixart
soler_toni
PepHarko
TorroOlga
emparmoliner
rosatalamas
La_Directa
albertbotran
mgabriela_serra
aramateix
somAlternativa
vulpivs
YescaCastilla
azukikiyo
catalan_gov
delgoveu
CDRCatOficial
JanJambon
BarcelonAsia
FundacioPalau
angelsmcastells
mloubp
Eva_Dallonses
bomberscat
PortuariosCNT
miquelcalcada
Europarl_EN
coe
EU_Commission
wikileaks
AssangeFreedom
antoniobanos_
omnium
aaltafaj
NUET
lamarea_com
participaMiR
pcmontcada
MeliViv93
dgg030
AlbanoDante76
P_Froilanista
fem_historia
iuforn
martarovira
gebelque
IzcaNacional
fran_rde
cridaperlleida
M_BrokenLeg
QuicoSalles
NetaToneta
anemamil
som_i_serem_cat
enSergioles
LeoTaxilS
pepepuntcat
josepcosta
premsahistoria
pep_cruanyes
xaviermartinezg
Miquelnn
vicenssala
inhcat
CompromisxCer
mariadolorsa
irropo
ERCbadalona
salvadorcardus
AnnaSimo
AlfredBosch
HawkersCo
CiviClub
martarlet
observa_mir
laveudemontcada
lauramir77
MIRTransparent
ERCmir
6qtxeig
lciuro
aj_Aitona
novulltwiter
danicascales
FARMACIAPONSTGN
ERC_Ripollet
amnistiaespana
_estebanbeltran
BobetRa
anna_sanllehy
peredepalau
rmnahar
elposcobot
Marenostrum28
jpjsalsan
Constituim
JordiDomingoGM
JordiAlfama
le_leesto
naixa65
DenunciemBicis
HdlbBarcelona
EsppeonzAguirre
parlamentcat
Eli_F_Ros
delgovbarcelona
uniomasrampinyo
GMDemocrataSSTG
quimarrufat
pain_spain
PaulaMols
