JudithAntequera
opticiens_krys
MaillotjauneLCL
Adriii
ROCCOCITY
arusitys
FutfemPuntCat
FCBjugadors
AmicalWikimedia
Viquipedia
SergioCDC_9
Xiaomicat
MarcSerra21
AlbertFabrega
bemancio
Gol
FCBhockeygel
totgira
Fortelena
green_crit
epaluzie
cycling_visual
mvilaredon
rogerce_27
DiegoDelPozoR
BirraSeriesBCN
ArxiuTV3CR
seergiferr
Amaia_ot2017
alfredgarcia
skooldaze_
theobserver88
NoemiGaleraN
ManuGuix
tinetr
catalan_gov
OmplimBrux
CDRCatOficial
Jrocabat1
scarNin1
boixserra
CDR_Treball
RepublicaAra
CDR_EsqEixample
aleinad_zul
ref1oct
FCBarcelonaB
chicadelatele
mossos
tvshowtime
DeGendtThomas
FemFCB
mikisoria
FCBbasket_fem
BabyCatFace_
PereSGimferrer
kantinu14
aranchasanchez
DavidAvilaP
MissMacGuffin
CiclismoenTv
arantxastark
nayru_wyt
faustocoppi60
Yonomeaburro
thursnext
FCBmasia
ElsMediatitzats
BarcaWomen
Albertoenserie
kubelick
FancyBears
ammattipyoraily
totcosta
CarlosCR_
montsexavi
FranFermoso
Kuestmaster
nosepodiasaber
marc_escoda
NachoSanahuja
Joan_Ortega
sergiferres1
_mire08_
DaniBvo_
Torf76
ErnestFolch
ClubMitjanit
KRLS
Pieman815
ClubMPC
mayapalmer
manupalmer
ESCRadio1
caso_rin
QuicoSalles
guillegimenez_
mik1977
albertmudez
FCBfemeni
treszerocinc
Spoiler_Fest
MAndres_15
ViktorRodrigo
transportpublic
EldrickISB
esplaistmiquel
3gerardpique
poloniatv3
Laura_Meseguer
mundoplustv_dep
Series_And
antoniobanos_
MovistarSeries
MovistarPlus
letourdata
Eurovision
sortimperiferia
lavuelta
giroditalia
lovingseries
LaSotana_
CristianSeguraA
cronoescalada
AinaraHernando
laia_olive
QuimMasferrer
enganxats_
capnensj
siemprepositifo
FCF_CAT
natarroyo
FCBInfo2014
aldgateh
LostInFilm
movistar_es
joancarlesperis
MarquesAgnes
krlsprts
RaquelSansDuran
pilarcarracelas
inrng
radiotour_es
KansKamper1899
Squawka
Sergi_Cerezo
TwitterSports
TwitterData
Sporf
beINSPORTSes
HiginiaRoig
jordicalvis
rumoroleg
elcapitaenciam
xavicampos
antiradarcatala
tutelenet
r4six
c2005live
cyclingcloud
jordiborda
TdeBlume
jofrellombart
Mabel_Rguez
JordiGraupera
JaumeNaveira
xavitorresll
kantinu
miquelgilcat
silviofalcon
LaiaSanz_
toniaira
victorlavagnini
XaviXSG
roccasagran
pedroma2014
nuriasoleperez
TMBinfo
Didac3Pons
timesburg
cultura_cat
bcncultura
MuseuNac_Cat
Miscelania_
clara_carbonell
Xanascat
FourFourTwo
colsantmiquel
CETT_UB
tourdegila
Ciclismo2005
marcmarquez93
PlataformaRC
ErnestRiveras
encampanya
SitaAguilera
josepbobe
tonidelatorre
LeTour
MesKunaTele
EAbidalOfficial
barcelona_cat
JoanFontes
FinesOp
alexsantosbcn
dcana
perdidosenlatv
anituarco
CineSphera
Formula1Sp_
LosMediatizados
sergi_lopezegea
tjussana
faustianovich
junqueras
cot_julia
TomasMolinaB
JoanPrimiPrats
Mas_Enfurecido
lau_mr11
jrocabat
Oriol_Pintos
assemblea
PuritoRodriguez
miquelcalcada
XavierGLuque
albertvivet
XSalaimartin
alexcastells
eltiodelmazo
orioldebalanzo
infoRAC1
barcelonactiva
treballcat
nuriaangerri
pedrodelgadoweb
jovedebarcelona
kilianj
PatrickBolanyos
Arcadi42
PedrodelaRosa1
ariadnaoltra
JaumeTorres14
SantiFaro
ramon_pellicer
julia_otero
soler_toni
DennisNoyes
quimsalvador
ARAmeteo
andrestofe
FCBfutbolsala
FCBhoquei
GoGeocaching
FCBhandbol
Txesc
comandament
rbesac
carnetjove_cat
DoctorMoriarty
cap0
Bukkakez
Fotlipou
pedritonumeros
tabathavalls
acaradeperro
jaumemullor
EsportsRAC1
diariARA
xavi_angerri
etfelicitofill
FutbolCatalunya
RTorquemada
Circuitcat_cat
MotoGP
omnium
JoanLaportaFCB
Cferres
martiperarnau
DamiaLopez
EnbicixBCN
teledeporte
ArusityslaSexta
carlosplus
AngelLlacer
FCBbasket
Carles5puyol
davidbroc
TMB_Barcelona
gerardromero
ACBCOM
xpuig75
ATPWorldTour
quimdomenech
juanmacastano
soniagelma
FCBarcelona_cat
jordievole
emergenciescat
meteorac1
antonibassas
lalibreta
MarcMundet78
RogerSaperas
Berto_Romero
airllimos
jordicosta1
OscarAndreu
andresiniesta8
philmusical
LUISENRIQUE21
monicaplanas
Buenafuente
APM
FCBRAC1
tv3cat
324cat
rac1
ganyet
lacompetencia
jordibaste
elmonarac1
