govern
EmojiTetra
jpurias
CatalanCouncil
QuimTorraiPla
OrniAlcalde
espaidemocracia
boye_g
CDR_Arbog
cdr_stroures
ernestmaragall
garciagarciaix
epaluzie
carlesral
Bernat_Deltell
FreeJunqueras
PabloHasel
pepmari4
RamonLlull_
BernatDesclot
InformacioCat
maestradepueblo
Acampadaxrep
VerstryngeJorge
alertatrollcat
gallifantes
Burkminster
gencat
112
012
AstroxRepublica
jordialapreso
josepcosta
albaverges
rogertorrent
avidalribera
antoniobanos_
microempaperem
jordifcb24
Anonymous_opt
Mireiagalindo
Mhemeroteca
malditobulo
lasegonahora
Oliver_Youtube
DiariJornada
JuntsXCat
PujolBonell
JordiRiba_Tor
maticatradio
elmonarac1
somAlternativa
JordiPina1
GeekIndignado
MainatJM
albertcuesta
Berlustinho
jordiborras
AlexHinojo
catalan_gov
vpartal
CDRHG7
OmplimBrux
JaumeAlonsoCuev
CDRCatOficial
eyndePenal
Barrufetenfadat
quimarrufat
JoanLaportaFCB
escudellat
quimforn
AlbanoDante76
usvolemacasa
laajuaanii
QuicoSalles
martarovira
francescribera
emergenciescat
NachoSanahuja
pere2003
enpeudepau
PortuariosCNT
PabloMM
XSalaimartin
transit
paullonch
AdaColau
JoanTarda
gabrielrufian
juansotoivars
aespa1
BancAlimentsBcn
caritasbcn
AgenciaUO
zillah333
Sernidaines
unilateralcat
criscleme
jordipueyo
1O_App
DretsCat
albertdmcat
HiginiaRoig
rac1
Pdemocratacat
cupnacional
JuntsPelSi
eduardorepi
junqueras
sumate_asoc
raulromeva
CridaDemocracia
jcuixart
ForcadellCarme
omnium
assemblea
jordisanchezp
TMBinfo
ref1oct
ManuelBartual
TerritorioTrail
valentisanjuan
NuriaPicas
UltraEsports_
helenbellmen
Coreevo
GarminIberiaSAT
vueling
PokemonGoApp
meri_dalmau
catalunyawagenv
esportistesCAT
fjamie013
Elscimsdelbaro
KRLS
ernestseuba
RogerNavarro7
reaccionsmed
LaSotana_
VILARIUDECANYES
claudia_tc2
JoveRiudecanyes
NOSTRESINYO
BegoAguilDoming
nataliaescoda
susbury
IngenieroJodido
jonano89
merin3000
albaavila7
adrialilop
danicriado10
FraseIngenieros
KMMtv3
enginyersCAT
annavalero7
lausanchez22
gemmahortoneda
alcamp22
gerardpuso
_davidvillar
Col_Wilson
cserrat3
IngenieroResaca
arnausnilom
cadenas90
moefcb
FCBotarell
gabrylo11
GuillemNaSe
sorayaavila3
setaguasch
AlbertCastro2
carlosanton11
ManelQuilez30
eduard_blanco
aleixpedrola10
mvilaara
Ppg78
ingenieros22
Raquelroca93
UPCenlluita
shu_ingeniero
Ingenierin
IngenieroFucker
Ruben_Boada
claudiarodon
caminHERO
oriolauque
laiaalbinyana
Sandra_Matas
sarughz
IngenierosFFUUU
514dani
tuyyynolla
SteveAlmarcha64
Llourinho
pdubellobet
paulagebe
MaaRWaadee
ariprats
joanmestres
laiabota7
ernest8queralt
FRANCMIR
eric_gmsz
nachogonzalez92
Polcamii
ClaudiaGarriga
damiatoha
Monclus92
enginyers314
BlancaJurMes
Feruizca
marcrodriguez5
marcriudoms
aleix11mambri
Paudomingom
NuriaaaOC
Montsellau
lorenazurron
maariinaa7
seguuuuuu
anna122493
annagrassot
GerardOliva9
irenunni
46Eric
PolGertrudix
Rutflais
faatima7
falmarxa
juliaserrat13
JDacostaRey
Pau_Bayona
SerPN22
cortiella93
jacobfp
LauraBalta3
sergipod7
