claudiaApascoal
QuimTorraiPla
CDRCatOficial
tbribeiro
NicolaSturgeon
ainaclotet
KarnaMikko
tjparfitt
querellatsXrep
MartiSalaR
PabloHasel
somrobaestesa
FreeJunqueras
quimforn
gencat
dmascort
wagensberg
rogertorrent
bonpreuesclat
CaixaEnginyers
CaixaEnginyers
ANC_SantGregori
OscarAndreu
catalan_gov
Cati_Girona
jgomeznadal
eyndePenal
CDRGironaSalt
emparmoliner
llsalellasvilar
jcuixart
alcaldessa_gi
jordisanchezp
AnnaSimo
martarovira
tuiesvidal
XarnegoSedicios
FrankiPereira
usvolemacasa
AlbanoDante76
Anonymous_opt
BarackObama
jordiborras
marinageli
enpeudepau
GironaVota
Susanna_gs
EnricFores
elbenegre
Norasole
juliaserinya
paulamartos28
HiginiaRoig
poloniatv3
JordiGraupera
1O_App
cupnacional
Joan_Olivet
lluis_llach
dolorsbassac
dolorsbassac
interiorcat
JulianAssange
naciodigital
rac1
elpuntavui
elmonarac1
CatalunyaRadio
tv3cat
catalannews
AdaColau
324cat
mossos
exteriorscat
raulromeva
KRLS
3gerardpique
DretsCat
ref1oct
EmmaWatson
EmmaWatson
jk_rowling
aurorafabrega
marinaxandrich
munichsports
DolceGustoES
Nescafe_ES
emiliaclarke
IAMLenaHeadey
lovegwendoline
nikolajcw
martaltes
parlamentcat
GameOfThrones
gabrielrufian
antoniobanos_
JuntsPelSi
sumate_asoc
jmterricabras
rvidalsabates
pionerisme
lasegonahora
g_pujolras
salutcat
LaMevaFarmacia
AEMPSGOB
farmavigilancia
FIP_CPS
Nestle_es
WHO
boticariagarcia
FarmaSinFronter
farmaceuticsbcn
annamaria_cf
VilaWeb
GifsCiencia
LauraGinabreda
sergirona3
martamntenegro
BarracaElCau
BBCWorld
omnium
nytimes
CridaDemocracia
BBCBreaking
apons2
ANCEngland
enpeyu
assemblea
murielcasals
ForcadellCarme
LeedsUniAccom
LeedsUniUnion
UniversityLeeds
yatsstyle
RobertCastells
MauriVicenteO
MishimaBCN
elisarubio89
nataliatatche
canturrijoana
Toviga
girlscouts
alexei_47
Tieta_convergen
burket35
juuulia_thio
riures
aeigjoanpons
Rierola_Maruja
AteneuCartella
DemarcacioVM
aeigpinyaderosa
PiPinyonet
Dem_CatCentral
Dem_Barcelones
bllgap
Sector_4
nord_occidental
iPetVines
JordiRoldos
LoolitecaSil
AEiGOlot
campaments
lobjectiu
irene_planas
caudesalt
pellix
idibaps
diablesonyar
soclaiaia
CoralVila
dem_altter
megtarragona
TriniMolist
lluismarco_
Ainasn
paugallegosoler
MireiaQA
TimeOutBCN
Xampminyons
marcvi88
EbriKnight
dvd285
Raquel_caal
AABaleri
joventutcat
BibliotecaEOI3
8404mon
EuropeRegion
MoralesCarles
worldscouting
wagggs_world
illobera
pessiganassos
AlbertCamos
Alberch_
PereCalella
jouicapdevila
aiaiai_na
ViceSanByn
deRegadiu
AEiGPuigdAfrou
acamachograu
RigauJudit
tria_do
perecornella
ElGerio
girona_cat
adria_plazas
aleixsoler95
Sharifstandup
daryllucas2
Brancayana
amicsescoltes
AEiGFlosiCalcat
InformacioCat
jordiriera
paulacf5
quintanandreu
vickysuaaa
AndreuFanera
merceteresbonet
JoanTarda
Xavi3570
inerlar
annsdumings
NeusBartrina
comptacau
elcastordemgi
AEiGPareClaret
GoriMatamala
kebabfinder
emergenciescat
incendisforest
CarolMillet
AjSantGregori
llucquintana
El_Forn
CUPGirona
RubnCube
GrauSague
MFKs_Trail
AEiGLaClaca
godo_mothz
gemma7font
masdemont
Ovokaman
sandrasolis89
LauraRivera88
xfuster
sapat_
Judditt11
AlbertAntolin
jordievole
escoltisme2pun0
CasanovaCelia
Adria_Illa
peixitu_m
CauVistaAlegre
martiullastres
AEiGLesGavarres
cauangles
aemontnegre
fceg_cat
EscolaMEG
ERCSantGregori
AEiGSantNarcis
mindundi33
diariARA
jpallares3
Laura_Suarez_89
arual_piscis
mpequera89
marta_cornella
Esquerra_ERC
junqueras
eloi_4
PepGirbau
jbesoras
aferrell11
alexx12r
AlbertMontalban
magnavarrosala
quimgoday
amicsdelesarts
etfelicitofill
elscatarres
MaragPVea
jaraforcadell
miccionari
EscoltesiGuies
Catala_Correcte
titusgrossus
sembla_mentida
BruMartinell
JaumeBarri
philmusical
GrupManel
antonibassas
mariusserra
judit_guell
soler_toni
pmolas
lamarie_ta
santiastro1
Lidiabonacoll
escarbatjordi
demgirona
Iruna89
SergiRieraSau
eloig91
paclaveria
Nonagn
txellpu
oriol_vidal
josep_vidal
bernatqt
silviacaco
joseptweets
JuliaGomezNadal
enric_cornella
