PublicaJudici
valtonyc
RogerPala
Mola_Sanjurjo
PabloHasel
Edi_III
freeannagabriel
CasoCastor
TomasMolinaB
carlesral
CDRMenorca
PlatAntifaMenrk
CerdanyaCDR
CDRCatOficial
Jaumeasens
jcorbalan
ComiteCR
LaraDiezQuint
QuicoSalles
joan_turu
kaktussbd
CridaDemocracia
CUPVallFosca
malditobulo
DavidVitali
FannyTurRiera
SenidSa
jcuixart
paullonch
tonirigotv
TancsADiagonal
ref1oct
PortuariosCNT
RepublicaAra
CDRepublicaVic
ANC_Bombers
CreuRojaBCN
mossos
arran_vic
ibanat_IB
IB3televisio
emergencies_ib
112IllesBalears
CCCreuRojaCAT
CreuRojaOsona
margasoli
osona
elsetembre
metromuster
donemlacara
FProtesta
txer0ki
NikolaTeslaCAT
Terraferida
lamoenXec
formatjada
balearslive
Graciaviva
KRLS_enfurismat
elsuplement
mgabriela_serra
xevigenero
encampanya
aramateix
antoniobanos_
SaRuperta
ConsellMenorca
FiestasMenorca
orgulloysatisfa
SentitCritic
focifumcat
Menorquinspt
TemesDeBalears
alfons_pc
Vic_Eleccions
bomberscat
BroadwayBCN
SJoanCiutadella
foscablai
martona78
Endavant_OiR
BPenalba
Marc_Bav
joancomaroura
CapgiremVic
mii__17
EnricCatala
Xescou
Indp18A
MenorcaEnLluita
AlguerMiquel
Maquinistilla
llumitaquigraf
trabuc74
CuttySarkES
mariacn25
SergiCastanye
ferranmanlleu
RescatPreses
UCFR_osona
steve_cedar
SEPC_MUNDET
ErmengolGassiot
estudiants9N
DesobeimBCN
percanviarhotot
txarango
AP_LaBuixarda
BCNTurisme
rrosatorres
EditorialArrela
tecn_preocupado
absolucioja
MesperMenorca
LpezEduard
m_corrales_
xavitalta
antoniborrapl
AraBassas
pmorla68
hooligags
LaNoticiaCat
punsix
vagadefam
Endavant_Bcn
Multireferendum
genisvives
PAHOsona
JotDownSpain
abrildavid
GayAntiGay
towerfloak
JordiMossoEsq
FnacEnLucha
catmemoria
PereFrOli
menorcaaldia
elbenegre
OnaMediterrania
eldiarioes
HeroisIndepes
MataroSEPC
Bastonsolidaris
oscar_adria
AnnaGaSabate
leidoenforopoli
asforemorg
OsonaJove
aturemfracking
cupeducacio
desgovern
_Helenadetroia
menorquinadas
TheEllenShow
ARAcultura
JamieNoTweet
donttrythis
extramurs
GredaGarrotxa
guriet13
SEPC_UVic
DiariEducacio
SEPC_UBRaval
NicolasMaduro
Mangelmaria
ocupaciocat
treballcat
jcomajoan
SaraBlazquez
celmi909
StopPujades
PladeMenmarxa
Endavant_Mca
NegocisOcults
lluiscacau
coplanadevic
peresampolmas
DiarioAzafata
tv3enlluita
LluisApesteguia
_radioterra
ModernetdeMerda
Minoricense
diariodeburgos
Gamonalenlucha2
bcndesapareguda
Llorenc_Huguet
noalamatgirona
CimMallorca
justa_revolta
ArranOsona
ArnauPadros
durandimissio
vicensvilardell
sesFontanelles
sisoyrentable
LaNymeraVic
homenatgepoetes
esquerraunida
vaDllibres
ARIETcat
15MBcn_int
SEPCVic
SEPC_Poblenou
nodo50
SomForca
PUDUP_Illes
Apmacardona2013
epublicSTEI
PauCelra
PlataformaCrida
FAPMAMenorca
Assembleadocent
Som_PPCC
EdicionselJonc
amadeucorbera
FerranBadenes
Arran_Oaraomai
CollLlus
