LaYeniGran
martavilaltat
higinih
xpep67
Pesacapsada
montsepalau
SusanSarandon
joanmiro10
aleixsalvans
AamerAnwar
ASirkia
MeritxellSerret
PerGarriga
rafamarrase
SpotifyCares
sdelgadoaros
RPeroy
sialfutur
victor_font
martaroqueta
octavi1
helixx85
jsalvadorduch
LaiaCorbella
altamiranoMLG
gegeserra
vei
FonsiLoaiza
hasbarats
VogelfreiCAT
jordifranc
Xavinoriguis
AnnaFiguera
MNAnoticies
jordiPuignero
CatalanCouncil
Jarana_Radio
neusmatamala
llisjak
ArielKanievsky
SERouresTV
MNebrera
SergiMaranya
DesInfoCAT
1899SergiFCB
xavichica
aguastorcidas
9delpalau
celspinol
CUPBarcelona
DFerrerC
JMMartiRigau
ramongener
jlmartinmas
thisk21
xavidomenech99
EliBorreda
DocentsxRep
Carles_Ribera
LaRepCat
elpetitcatala
JoseLChilavert_
KMSxlaLLIBERTAT
freeannagabriel
rnovoa
mbfalco
delgoveu
st_esteveroures
adic_EAPC
mmillanclosa
jpurias
XarnegoSedicios
PauSMM_
HelleKettner
msenserrich
JUc3m
bloodymary_85
LaHipogrifa
YanniKouts
esjuel
DerSPIEGEL
SlviaChesaBanac
UNHumanRights
HalldorMar
jonleeanderson
Andaluz_Indepe
Cat_Vidinhas
RogerMasOficial
JonInarritu
salellasadv
isaelbal
arnau_martinez
marcjurado
Catalonia1640
josepalay
CDR_Audiovisual
MartiEstruch
ecasajoana
ACDretsCivils
PuigdemontFree
NicoKrisch
casals_neus
cescamat
enricbotella
pilarcalvo13
boye_g
roserperera
BoyeElbal
fomenthortenc
cris_riba
FreeRull
pep_cruanyes
gerardgomezf
welovehistory
KarnaMikko
JohanCruyff
paulmasonnews
eyndePenal
LaFallaras
Nurioriol
bcnescapital
querellantsXrep
carlespamies
XavierSolerT
elultramarinos
no_callarem
dnicatala
CridaLlibertat
Burkminster
valtonyc
SagitariLlibres
BenEmmerson1
jcorbalan
FreeJunqueras
cloudechka
RevistaEndavant
RuthJimeneztv
GrauJaume
SineData
Bernat_Deltell
JaumeAlonsoCuev
CTCWP
aleixclario
escabellat
cddrcat
elsa_artadi
PuigGordi
EsportistesxR
albaverges
rogertorrent
1931Rep
Manchon1956
CanalRepublica
Nataliadipp
milfordedge
novulltwiter
CreusJordi
GolpistaArtista
cspescados
Bruegel_org
Pous
Mirsegu
nadalrafel
toni_florido
JoanSole_
adammartinsk
illegal_times
ElMatDelBoig
Bir_Nyborg
nonymousNews
StopCensura_Spa
AnonXeljomudoX
AnonTVofficial
YourAnonCenter
La9deAnon
AnonymousPress
AnonymousBCN
ANONSPAIN2
pjuvilla
Votaxmi21D
raidtxu
prou_odi
waze
q_vila
microempaperem
PujolBonell
CartelesxRep
bombers_man
jordifcb24
mrovira
TxellBonet
_elventilador
oscarcallaum
jack0f7k12
Anonymous_opt
tunisocatala
TMBinfo
FranckenTheo
emparmarco
LaKlau_Cat
anoncatalonia
PabloHasel
jordialapreso
txellborras
joseprull
raonsrepublica
dolorsbassac
Linux
ERC_dones
adakleinFortuny
X_net_
mindundi33
Marta_Sibina
jordicoronas
DarthPutinKGB
Cdrfcb
OmplimBrux
EstebeRamon
gaviotica
JuntsXCat
MariadelosDlrs
JnnDiaz
jorgecagiaoycon
alertatrollcat
EduardBiosca
lluiv
joancamp
carlesral
josebaazkarraga
ClaraPonsati
OwenJones84
LluisLainz
arnauriwz
socmarta
govern
MsRiau
catalan_gov
AdriPujol
LluisCaelles
ANA_CATALUNYA
teatReambR
ACAI_cat
albertdmcat
CartesxRep
jordibaro
Coordinadora25S
David_Selvas
CDRCatOficial
TeamDembele
InformacioCat
BeatrizTalegon
eudaldbalcells
Llibertatcat
TeresaJorda
epunset
merce_vallejo
EstherCuixart
quimnadal
albertgenero
EstulinDaniel
LaPotlla
joanaortega
jmangues
ramblejant
jordisalvia
Houseof_CAT
nausicaabo
JordiAsturgo
ServidorsCat
SoniaAndolz
AlbertLloreta
jordi_bresco
maiol2
Hibai_
