MesBarriGirona
HolaLuzcom
laura_rosel
QuimTorraiPla
BeaSanchezM89
LaMissTelva
LaRepCat
Gemmajhb
ClaraPonsati
TraoreAya
st_esteveroures
dolorsbassac
onebreathbcn
QuimMasferrer
Dolorsp54_Titan
yas_alcaraz
RTGirona
JodarAnna
LaTdP
FavGirona
rogertorrent
consumRepublica
Birresrepublica
KarnaMikko
catalan_gov
efcomas
JoseJPriego
gregorimpalome
oltrix
Cesc_Riera
Lauraullate
AspencatOficial
EasypromosTV
anna_caula
GironaVota
ElisabethCasacu
Ferranvila77
ref1oct
ioliaurich
EduardBerloso
sninobecerra
XSalaimartin
poloniatv3
_anapastor_
Toni_Cruanyes
carlesribas
gerardotc
elsmatins
ierrejon
jorditurull
llsalellasvilar
eldimonipuntcom
mossos
pablomachindiez
GironaFC
unigirona
asana
HelenaOma
SoydeMac
Noejordana
roso6buch
sofcarol14
nsgins
enpepus
AVSantNarcis
martikarreras
Gironanoticies
alcaldessa_gi
DiarideGirona
Azahara_H
MartaMadrenas
GironaIrene
LidiaSanahuja
emergenciescat
gerardyanes1979
Albert_Ballesta
AnnaGaSabate
topeleven
kimix_8
mrosa_mg
gabrielrufian
ElChirincirco
Snowden
eldiarioes
gebelque
emparmoliner
CarodRoviraJLl
antonibassas
miquelcalcada
joseprull
ManuelaCarmena
324cat
AdaColau
diariARA
antoniobanos_
JoanTarda
cupnacional
quimarrufat
HiginiaRoig
Esquerra_ERC
raulromeva
murielcasals
omnium
sumate_asoc
JuntsPelSi
lluis_llach
eduard_juliol
laiatn
AnnetaMaria
delamoangel2
ResaconMurillo
Paco_Apeles
JP_Torralba
JoKaner
TwitterAPI
marianjubany
silviamarti
JdeSanEugenio
prosigrn
joel11salt
PereJoan_Pijey
carles
LaSotana_
delegatdecamp
applesfera
applelizados
DigitalsGirona
silesteve
mrosam_uoc
Martaxargay
txell42
jmterricabras
martarovira
AlfredBosch
GironaIn
ForcadellCarme
CridaDemocracia
assemblea
RaholaOficial
herrerajoan
perrete_majo
Easypromos
tipic_tribunero
PabloLolaso
josepmcarreras
srxakgirona
petgaming
Amadi_17
radarsgirona
FCBRAC1
rac1
junqueras
kilianj
fcogirona
SurisEric
MireiaGabarro
airllimos
tudirasrac1
aldnet
MarcGasol
sport
As_TomasRoncero
EstudioiPhone
rrouram
APM
KRLS
CarlosSuris
marcmascort
Galobars
gerardbahi
Raul_Mestre
jordibaste
raquelgirona
rickyrubio9
3gerardpique
DavidAurich
LeoMargets
andresiniesta8
marccoll
xevivila
Sandrafern
irenecomalada
