_hoolito
juanbacardit
sohrab21
andreasschliep
LetsGetAgile
jbarlx
NielsPflaeging
AmilcarTroncoso
tktredstar
AgilarBenelux
canterosdavid
amumenthaler
solepinter
latodaterreno
adiazmaroto
AgilarSpain
blockchain
MtGox
Bitstamp
TuurDemeester
malbera
zigiella
CarlosTheSailor
CAS2K13
eidrien
GeertDeCang
BrunoSbille
mpoppendieck
duelpete
nicargentina
almartt
patkua
dfontde
EdwardTufte
antonienko
agilespain
berariel
tcgarcez
joserra_diaz
lantoli
gafaled
lualque
mlainez
agilex
cgosimon
elpapaderocco
vanesa_tejada
luismulato
jgutip
AgileBorat
petebehrens
OlafLewitz
stevedenning
alexeykri
geoffcwatts
kphilippaerts
diegotemperley
MichaelSahota
ourfounder
jcumps
chrishedgate
athought
spolsky
kschwaber
johannarothman
jbrains
mhsutton
lassekoskela
jeantabaka
ScrumAlliance
jimhighsmith
JoshuaKerievsky
jeffpatton
jamesshore
basvodde
michelesliger
rachelcdavies
josephpelrine
lunivore
gdinwiddie
RonJeffries
lowelllindstrom
marcevers
unclebobmartin
KentBeck
lyssaadkins
WardCunningham
JerryWeinberg
TotherAlistair
marick
estherderby
davidhussman
kjscotland
DEVOPS_BORAT
PaulKGoddard
r_corral
angel_m
jorgeuriarte
hroriz
deborahh
henrikkniberg
lcparzianello
mikewcohn
YvesHanoulle
AgileArtem
jurgenappelo
duarte_vasco
fireladyM
RicoTrevisan
mowat27
portiatung
gerrykirk
DianaOfPortland
patrickdebois
agile2009
bobsarni
robindymond
tobiasmayer
mostalive
JokeVandemaele
fdurieux
jmbeas
craigcarlock
nashjain
aaizemberg
vladblagi
mwanji
potamendi
mmustapic
agileminds
luxx11
acyment
aloya
alexsnaps
