bochiluli
rantonin
govern
turismecat
foodieta
turkodru
LucasMz
pbgastronomica
GastroPanda
edudilidili
VilaWeb
elpuntavui
lovelyfoodiebcn
diariARA
MenjatBarcelona
foodyingourmet
sergiofoodie
HootsuiteES
hootsuite
CatalunyaRadio
elmonarac1
maticatradio
LadyDeSchorr
TwitterFood
Top_Menus
evacuinera
lavidacatradio
twistandcook
fundacioroure
ChefCocineroEdu
joaneliesadell
femcuinetes
ElsGolafres
namnamBCN
cookwithjopratt
InMoodforFood
claudiacanu_com
miniguidebcn
StylebyBru
bcnmes
thebarcelonist
SomGastronomia
conocesbcn
drestaurantesrc
Barna_Chic
llepadits
labcnquemegusta
barcelonasfera
LaMevaBcn
anotherBCN
BCNHorasOficina
annikiole
tererecetas
miss_gourmand
FoodMeetsBcn
chary_serrano
LasrecetasMaria
ladolorss
BusinessNewsr
webosfritos
PatrixDQV
vinetur
VinosCultura
alefeldman
luisamoron_foto
bodegasyvinos
cocbancariaestr
222margot
caroluscocina
Eatinbcn
ManuCatMan
Fentdetutto
blogdelosvinos
futurobloguero
lostragaldabas
TweetsAndFood
VickyOrti
Cuisine4you
cavabertha
elvinet
comoju
barcelonainspir
rtroyano
SanoManjar
DeliciousMartha
bcngourmet_
oscarsoneira
MSandovalCOQUE
Pacomoraleschef
RamonFreixa
QiqeDacosta
elcoladorchino
YelpBCN
mireiacasamada
sergiarola68
EstatdeGracia
oleumflumen
Platerets
RicardCamarena
flavorcook
carlesalmagro
chupchupchup
luisarafe
carlesabellan
nurcoll
retallsdecuina
etselquemenges
slowfoodbcn
Km0SlowFood
SlowFoodCat
gurmetcatalunya
raconets
IlTartufoBianco
suculentgilaber
Bequietandfood
kitmesures
MarcBoines
MarichuyGardu
PilarSalasDuran
MesQHotels
RevistaSentits
espof
ZoltanCsabaNagy
JordiGraupera
XSalaimartin
xavierbosch
JaumeBarbera
JaviAntoja
antonibassas
BonsFogonsGI
Montagud1906
GastroPindoles
soler_toni
EOVeoBares
PhilippeRegol
BonaVivant
JosepPituRoca
HGastronomicus
GastroSER
mikeliturriaga
Berasategui
CanalCocina
ferranimedio
InOutBCN
Gastronomiaycia
PauArenos
cristinajolonch
josep_sucarrats
alacartemenus
tanacollados
carmegasull
Gastronomistas
elrincondesele
viajeatardecer
gastro_barna
ElGuisanteVerde
Misviajesporahi
NanduJubany
BlogHedonista
CuinaEmpordanet
myguiadeviajes
FoodyingBcn
NaniArenas
rafaperez_
locosxlosviajes
danielarbos
Lorenagdiaz
_pilarcriado
GastroRosaRivas
elperiodico
IndulgentFoodie
PRODIFE
7canibales
ACNgirona
Gironanoticies
beteve
CosmoCaixa
btvnoticies
bcn_ajuntament
cultura_cat
museupicasso
MuseuNac_Cat
CCCBLab
MACBA_Barcelona
barcelona_cat
bcncultura
vichycatalan
cececebe
butxaca
lecoolbarcelona
TimeOutBCN
tastatast
TheSerrasHotel
ElsTinars
CocaCola_es
Viajescom_es
abrelabocaweb
lovefood_es
AgendaCultura
AnnaSimonMari
AngelLlacer
Carlos_Latre
Berto_Romero
OcioBCN
davidguapo
Gastronosfera
DANIROVIRA
Buenafuente
QuimMonzo
elmundotoday
TheSpanishFood
gourmetjournal
directopaladar
DGastronomia
conmuchagula
vinscatalunya
financialfood
gastrofilia1
alimentariaCAT
MercatsBCN
cuinacat
Receptes
pasaenbcn
LaVerdad24ES
GastroRadio
Gastronomia_com
salsadechiles
JCCapel
gastroeconomy
eladerezo
GuiaRepsol
danigarcia_ca
Louloulopez
JulianLopez
chefdelmar
olocomesolodeja
Garbancita
Alexandrarcori
Plateselector
inigosomovilla
gemaesantiago
BacoyBoca
sr_boca
AMIGASTRONOMIKS
QrryQrryqtpillo
urisabat
TodoOcioBCN
cuencaescultura
LetsBiteBcn
yummybcn
DrinkEatBcn
MonicaSors
TastantCat
ConMenu
Handcraftbyrm
HolaCuore
TastaElBaix
elconfidencial
TwitterLive
LaVanguardia
PremiosFeroz
elmundoes
_josecoronado_
TwitterSports
PabloLopezMusic
el_pais
fundaciomiro
policia
ClaraLago1
Twitter
ristomejide
antoniobanderas
TwitterGov
mariavalverde
andres_sarda
TwitterLatAm
mPICASSOm
Ailanto_oficial
jordievole
europapress
mundodeportivo
TwitterNews
AlejandroSanz
HibaAbouk
Albert_Rivera
_danielmartin_
