ElSubmari
puleja72
QPugoM
CasconLluis
TrsOcupacio
NuriaGirona2
hr_vila
kevin03058
tiodegafas
Xavi_Delgado
edu_cerrada
lluisalvat
joelcarrasco99
JumpingExtreme
gemmaclaraso
diogenes_elgos
CetraEgarenc
RamonSol3
siyuman
_ruthenium_
puntiprincipi
ibonpereztv
sandralemany
MontseRs1973
Dicveritats
AllBerT987
maraixopluc
palacinpc
JoMarina55
didaclopez
cescxavip
Marcos1487A
ComellasRyan
Jordi_Ferrer
BastardNinja
elfortfarell
Silviatrinity77
Trollbunero
jordi_freixa
vuneo
Paravillas
Rogerpmu
LaTa_Reus
JosepMMartinez2
mart_eta
maartaa24
sergifa93
Jordiina
AnheldFelicitat
tirneta
rogermigy
Aracastrolls
EnComuPedralbes
Daltonyc155
barriejdavies
TeresaS59158256
eloipuertas
BernatGimeno
PuigdeMemes_
humansofCAT
ArnawBoada
jorgerodcod
ortu_j
Ciudadano_Zer0
Ricard_Burdu
SabinaCouto
IdeasMarketing_
puro_mrktng
egarenk
annaarques14
laiacarmona0
roca1955
AsangeTerrasenc
danifeab_
filoso_tweets
LauraFanals
Anji_StQuirze
incaesincaes
MireiaVenancio
davidmarchuet
silviamartorell
AlgoritmeAlea
sandrixu2
mruedamas
NO2PL
polpetit
MCasarramona
poetadetrinxera
ester_baro
amat_morera
CdrIGD
rubenboqo
LluisSalesFava
serrajso
rovello58
RistoMinyons
san_ayo3
Montsllussa
JosepManuelMar1
Viktormarther
gabrielfollet
martasangra
rogerparera
ireneguma
JuanfraHueso
GDEnMaia
albertekjero
SerraCribi
Mdmms1234
paurc13
SoldevilaCarla
AnaisCR91
Laia_tomy
__CarmenLopez
DefensemJaume
justoneth3
pons_maria
FlorensaJordi
Ferriii1992
_OnofreBouvila
Elnomnofalacosa
SansPaula
OriolNadal_
aserramonner
Lauracatalunya
gio_callejeru
AnnaBov3
quemaqu
VZapataR
Polbellatriu
aginesta
maluisamu
sajjadbcn
mireia_salvia
lmanent
agustivi2404
kampaman
montserrat282
PeopleWitness
joan_cruz_79
quineta11
TwitLluis
joanguiu
KebNuit
egoxjs
JosepGorina
referendum_9N
santxezky
xalbinana
MaiteDo04222430
perecasas19
CodinaJosep
SkM010
Bikobcn
jsunyer
Laura18887201
jaumetrelliso
Miri_run
jaipcat
borisnikova
joancornudellaf
acastrero
GalbeEladi
Desiree_Iriane
descarregats
KinkisMalves
erikambk
falkehen
AxelCamarasa
faniasf
clauduch5
Cristin44561119
internet_dose
badbixx19
heevaz
lauragrau91
nkanna71
MITERRAALTA
mtorrallorens
EticaBlaugrana
DaviddLPM
jcollfeliu
marc_frigola
Llibertferri
UABradio
fuenteramon
DibujoYLineas
anadeterrassa
pampallugaines
EvaTeys
CATEbre
Aleiix21
CarlosMolinaFe1
DianaFT88
neRe475
oscarmontserrat
DiablesTerrassa
R0dons
martifeag
iaiescatxondes
abogadocaldes
Ismaeldelrioel
titicreus
dunisse_online
IrunaRG
kebab_terrassa
elenabulet
iaiagapita
CastellersMTL
MiamiTitan
mariaserra11
les_Absentes
enxanetabot
z_mosca
maitonamaitona
marpaanda
JoanetTofulet
mariaabosch
giiinv
AquestFrederic
Tweet_TuitUtil
SeniorManager
nuriagau
terrassenc
koemgm
ParaisoDeTweets
laxemeneiaTRS
annne2
paattriiii_
NutGastro
isthenewslave
ElenaRiber
TeresaS13835848
GatsiBotes
bitxu74
beagp24
2011bmta
txavu
jordiestape1
germankup
mickicjxt
AnnaPerSindica
Tronketiuni
Geperuts
annavallho
omgSoAwkwards
Bertalbrull
motherfolrer
psunday6
miquelgraller
LitusSirlitus
rfontcu
albert_espada
gotdellet97
EnricPico
mmireiamata
ClodSams
raul12romero
XDFalset
MissioSabadell
Marycdr_
sergiribe
ElSocialistoTrs
GrillatsCBL
CatalanWars
deshabilitada
Castells
patriciabserrat
BCNlotto_cat
Cristin69901204
MartaAiL
arturdcatalonia
ClaudiaSelva
on_terrassa
XCatalunya
SisoMako
alsanfe
PanarresLC
JoaquimAlbalate
olimpicterrassa
flujoelectrico
Carolwonderland
maivadis3310
txiringuituigd
annaalsius
francis96085048
miriam_oneto
DolorsGarciaGa1
pitudedeu
PokemonMemesGo
Vikki3040
ElVellanc
OSCARMELERO3
juanataliaYT
esquerracamp
Riuestiu
pratsangles
NuriaFlorensa
CastellersAdroc
embolicaqfafort
Carles_VdG
FerranAixala
Salinaaas17
juanmamr1976
mascotatarracus
egaramuck
ceuab
AlbaCastillaG
oscargiraltaliu
chemaestruch
rgispert
ENDERman1414
Unknowbeblue1
diarijcasteller
geri8co
EskamotPirata
Nonaemporda
femsala
TresCadires
afreixa
malarrassa
RomaMonros
vrtalknews
marinadols
carlaamunozz
Maria_Puges
saballuts
marinasegura27
StunningSkies
Zoecastr
