FootysRumours
WalkerAlice5
AprFoolsDay
AlawRobby
AJLEEDS1
t_supernaturals
maxandpaddyline
BenMaidment13
TonyLyons66
BookiesEnemyNo1
BradReason
Ltd_To_Two
lufc1970
JDuval77
thefoodiemcr
AnthonyMahoney3
MellorFootball
tomowenleeds
CharlieBucket7
raven_desk
JohnCuffling
FussballSoccer
CGAlex1978
TraMarSarge
ThisTwatBelow
MinistryOfMum
theDman_x
sibell70
dazrushton7
HelloTiffyBell
tunaofthesky
MyricaC
CalendarGirlBot
StorminOnNorman
DLollocks
Gamiliell
_ZoKay
goals_leeds
TalkingShutt
BeeGeeMeIs
ROI_LUFC
dutchkippax_oss
Amarach95148519
LUFCstatistics
BrittJanet268
printer_rob
Louiselufc92
karl_sinclair3
creakylufc
LufcWc18
wooleeds
BarneyStuart21
MrMaskTV
LiamWhite69
LeedsEverywhere
SportsFarm
nextlevelleeds
dobzone
CleverCunst
UKOutdoorFitnes
PodWallace
KeithLardDoggy
PopUpTagz
pun_game
BloorGraham
trulyawfuljokes
51johnd
paul_steele
BielsaBarmyArmy
thespanielking
V6Unbelievable
_Kifflom_
AlanLam84206487
jasonfletcher95
MrAlfredGarnett
Toplindaorlendy
civis
Lily_McSnarly
fusionmarketin
sadler2511
lufc_phyllis
MaryanmBowser
jason_status
paris_paul
wi1son79
edespitia1
rj163966
StreetMatron
AnotherMess44
pulandjo
cheapautosales3
KeepRTme
furnessactive1
Lm5588
Football_days_
Annaros89698686
MeathopWhites
PagettNicola
calverleywhite
JezBrett1
twoosh_bot
QuinnLUFC11
xmillrunner
samAnde32508110
hazieloves
StewartLeeBits
de_emmett
LufcBeerLover
ClaireMB72
L_O_U_L_A
epicsportstps
brightfutureny2
1919Leedsmot
akhimoni5356
hopelesschimp
AmitRan43458038
im_srishabh21
PaulSen63889428
JorvikParty
damngiovanni
WalkCyclist
JeffordDarren
Leedsmot19193
DanielH_LUFC
KankaraMusa
LuscBahrain
waynelufc
SPORTSMAD91
PetChatz
IsraelWhites
seanptellsjokes
markg80
Michell31929193
dirtyleedsforum
PamComp71
EllandRoadHQ
__AndyMac
hank_lufc
wkdlad79
MartinKerfoot1
Mot1919wall1
WAFLL_House
haddock_peter
sjp040565
lufc_loyal
gemma07
ShipleyGaryJohn
M0rky
ClarebearEllis
LUFCtalk_
TonySpirrett
cryptcrosswords
MattBellair
Faith136Gbenga
Williamecu
notabout_single
scalpesteem
Thelastchamps
YourfriendEli
DadJokeMan
CrownPointLeeds
sheAcapulet
EllandRoadLeeds
