EUdemocracy2018
Josepespasa
JonathanOca
catalanetcritic
ArizonaDantes
FrancescPeters
rafamarrase
FreeRovira
Geri_J7
nuriacamera
joanabcat
cescxavip
miquimusica
Nenanu2
hectordelaSA
PowerValeriana
euskalzokor
Doblecero0
NuriaRM1
jordi_andginer
naciotarragona
Guerra_Civil_
MusiCamp_
CullereSole
DavidArqpa
TimurBeygo
MariaCunillera
AjLlorenc
ERCTarragones
ignasi_duran
GerardPujadas
gradilles
RecasensFr
YolandaPM6
PepFigueras
rosaabello
Fraialbert
vngsergi
ampainstialtaf1
GemmaMaymo
altafullabeach
EsbriNeus
DavidJaumeAnton
jordimendi
m_catalunya
ingeniamoments
fempoblefempais
altafullenc
xap_cat
fermalcol
MIQUELLARA
Repicatruges1
linarestc
Ame6cardenas
GemmaVxV
lluchernandez
lolabistroalt
TamaritDe
GOODJAMES9
gerardrecasens1
ECampdepadros
JoanPerePujol1
LligaDP
treaterapia
TomaTuCar
cori_planelles
AnderBiga
marianice2meetu
postsers
Chicago_Boys
esperanza146
capitanyap
Peigfrancesc
MasipFerre
Arcarulla1
teixidor_m
Jmlarasa
PolitiCAT17
taulapertres
calabuignetwork
JessColomina
JuliaVidalRuiz
Alethere94
NuriaBora
mplunya
santirofes
pau_donat
quimet
GerardForns
SndraHO
ManelEspinal
TietConvergent
FRANCESCFERRE
EduardArgudo
Xaxi70
Yuriayau
nuriagau
balerianapower
davidreus91
RamonPique
JoanGarciaGarr
SaltoToni
Siete_15
enricblanes
chris_krast
MarsanLaura
beatriugarcia
senyorapona
plumalba
annafenoy
monicacolomer
la_txell
geoest1
espipa22
IsabelAlmato
CarullaDaniel
AdriaAlsina
NuriaVinyals
TerresdelGaia
MathewBarton
BuresCabezas
Laurarenas66
Joaquimllorens
gem_rf
GerardRipoll12
marxaldiga
VullUnaResposta
tarracopinio
Immapogu
VirgniaMartnez2
JuditDs
cescpoch
Opcat_cat
NuriaEspuny
Esquerra_VH
jaumecasanas
marc_torres_
silviapborrull
EugeniaGoLaRosa
xavibailach
pepepuntcat
ccgarde
socialpuntcat
rgavaldab
jmvidalm
perejoansanchez
josepvivesg
aturatstdb
pepamaca15
G01234
Mmartirov
lawashtorre
NadaColau
TGNMinipop
fpratg
megafof
JuanG049
LoliVazquez25
mariasapastre
gamisans
6qbenet
annaventeo
Mar_Carulla
PauVilassar
SanzVeciana
distraccioican1
eugenivillalbi
Gebbonet
segadors62
nuria1956
amicsdelalletja
MovAntiColau
AAixurach
xxarbau
ComLluis
boncopdeDUI
Llibertferri
salvadorcardus
ErnestDignitat
roigpallares
bira248
DaliEnfurismada
xlozanobosch
VaperVosaltres
charlygrimtvy
ZambaShow
veinaltgn
francis80609087
Altafulla2011
elDigitalUB
terratremol66
annanasans
gene_torrell
argasentis
polcava
aguedagomez
aquipuedo
PepCasolivaGrau
defensa_cat
AECAT_cat
ateca_altafulla
JaumeMoyaM
RenaixentCat
Lilit_Asryan
Taisimo1
SeDaPaprika
lmspttdtts
LEUTERIU
e_movix
NilPuigivila
capdepremsa
xabierarrate
VERITAAAT
vicent_pallardo
ERCCambrils
JordiMurtro
