preinfant
jdnunez_agencia
mtpallares
aiguaBCN
Mixanss
deveiavei
GeMmAbcn
Camins2018
D_Compromesos
PDeCATBaixLlob
neusmunte
extremethinkers
Mppfpp
kekemasteda
trondheym
fredforcat
Richy1015
Alistair_SBD
Quimparcerisas
npventura
Betlemgar1
eGrimone
Gutierrezjorddy
jmartigalbis
angelsclotet
MagdalenaGiralt
Sametrahm
mtolrairosell
indubiopro84
GerardAnglerill
edgarcollado
ReusJNC
TonyiBuigues
SEGULA_empleo
EPanisello94
abelpise
jordinamb
ElPenaltiFCB
oriolhernan
24fittfullequip
NadaColau
Francina_Vila
SomPDeCAT
lluna5
PDeCAT_Igualtat
SomBurros
peritoshispania
magdamarce
aalbeert
BCNlotto_cat
vidiella_marc
patriciaagudo29
XAVIER_MASGRAU
josepvic51
mfiguls
georginalazaro
PDECATNouBarris
Podamitas
ElCinefilCat
raul81981
DespertaFerro11
ramonpuig65
isabelpalleja
xavier471020
NuriaIglesiasP
VERITAAAT
Mobles_AvetBlau
AbelX9B
mPaper_info
LluisAlarcon
Cat_Lliures
SantiVila
CorredorMedite1
PerotdeCalMil
mariaarenillasp
PDECatTarragona
JoaquimAsensio
FarreNess
sjordi
Javieeruaa
BegonaJF
jordibosc
carrerdelagula
dlrozen
1862sept
Rambo20549164
cocktail_dance
aulaenginyeria
nodeliberal
DemocratesBCN
Barcelona_2020
tempsdecireres
EmbatConvergent
Moment_BCN
ezequielivb
votaPLIB
dgarcice7
recordmuriel
JALCANT76093081
BCNBruteja
AdriaOM
quimforn
jcbailach
SomRepublicans
Empleo4you
mundo_nuria
Rcivitmartin
eulalia_st
neteris_company
albeert33
entrerondes
tuits_olivier
JoseanSobrino89
JosepCugat
faineros
El_Farcell
annam1181or
OrtegaCarles
CasesRuralsEbre
menagadea
PDeCATBCN
MireDoc
RogerMarfa
JordiClusellas
Macarey123
madoca123
ToniCollTort
jgarridogeotec
JNC_altemporda
WillRonis
Martaa23_
wearemunnk
DydeeSainy
salutpauamor
JNCSantAndreu
Geotec_Ing
MireiaBesso
oriolvbc
jordibobet
nickbcnhavanna
edith____
JoanRibas
pa1_j
uripubill
xavipachecof
trabajargoogle2
goma_ramon
miclaramunt
martacm1980
Roser20
GenisBoadella
JNCEbre
PDeCATAlcarras
Josemanueel12
JordiVilla007
moviment_jove
JNClloretdemar
jlcleries
Xavier89564251
rauxacatalana
martamacom
arnau_se
RogerMartin314
amicsjnc
Neleeta
emilialberich
RMCspds
iAliguer
celiaboix
cuantascosicas
rubio008vv
seguirPDeCATBCN
ConvergenciaFig
MesCamins
miquel_molina
nimiats
jborrasclosa
PDeCATECONOMIA
EricJuan_
CatalansPaisos_
GeorginaSans
CarlaPascuet
IvanMonforte
polavinyo
AnnabelMarcos
Xaviercomasleon
raquel_castella
aggregatte
donaigualtat
PDECATTE
hostessesdevol
jordisanchezpuj
andreu_curto
SaraEmedemusica
Casanova_Thais
MyMyselfandI_
ListaChechuNick
jncSSG
GemmaGatius
NickHavanna_
JNCAnoia
Oscar_life
LaViaUPC
dilleu
nuriabalada
MarcelBalart
gcaballe
GerardRibasTur
Servent_Colom
Juditvives9
LluisVall
caminscat
JenniRevert
blancasarrias
Andres9693
mouling13
MariaVillagrasa
CFontsere
JNCTordera
GuillemGuimet
Montcau
ecopijos
adria_rp
morte_oscar
fgcarvajal
RevistaEsguard
xaviortega94
emarimaians
gcjordi
Txus_M
FIEC1
joseprull
PDeCATBarbera
JNCvallllobrega
tosas_m
rocaespallargas
HelenaDorca
GerardFernndez1
judithtoronjo
2014_1714
francasj
FumyGif
carlesmiralpeix
JNC_UAB
Ferressantasusa
oi_ciulleida
MeritxellPerona
ginallorens
PDECAT_LesCorts
JNCMataro
mboncat
lozmasda
RiusCarles
tonimaj
encantats
moblesanticsbcn
JosepMolero
joan_vilaro
gaujncurv
EPopinio
novofeet
PD_Vallirana
MedesMontgri
jordi_latorre
mackeynels
ingenierosccp
JFdezVives
MarionaBalasch
AngelsMacias
JNCtdlleida
JNCBergueda
denismartos
EstevePaTi
pros_jaume
XaNoAr
Ambunpuntcat
jreguant
osalcedovila
rgf1042
Elkhattabi_Ali
JNC_UPC
tereriba
Rimont7516
JRodriguezAlv
Bio_Ge
Periku_indep
LaiaHurtadoBadi
hjgdp
JNCcg
raimontrujillo
jmallofregar
inietode
Montse_Rodri
jordijanes
willybarna
ACPS
jordi__rosell
Energy521
matujeen
jc_balboa
martacanos
JNCLesCorts
JNCDreta
lidia_pons
bm_its_cat
SaEsGr
AdriaVentura
deCabanyes
Gidinaa
ladonacookie
jsimosabate
xaviicarbonell
juliaareny
SJVxindependnci
anna_panades
IndepenRadio
sergimiquel
marcsolanes
miquelmillanag
rodamoneVarenc
joanbague
PDCComarquesBCN
LordLefthouse
m_vinyals13
oriolroses
EsquerraEivissa
Oriol_Torres
PDECat_Dreta
encatala
Rafia_Mirabet
ClaraPrUb
BorghisM
neusgimenez
crmunozo
4BARRES1
Eugeniallonch
PDeCATEEISA
Green_Road_
xavifsola
Cativistes
mikisituation
cristinacoy_tgn
FansJepSerra
dolorscamats
cristian_jurado
pamcrostobal
marcbonastra
Marti_PuigSoria
accioperladem
MMarJordiera
AdriaTauler
AlbertBusqts
rpalaciosbover
057Esteban
txellfontanet
jjdiaz129
martasotodmgz
maria_ardit
DSF1983
JuditRibalta
joanqueralto
JncGarraf
EUSSenginyeria
la_UPC
AnnaSentis1
salvaferre
JSCAnoia
joancamprubi
mpilarortiz22
experVIP
JepSerra
BlanesXIndep
corada
joanlluis
Ajchem93
nonanona21
martaoliver74
oriolaltisench
edu_andres80
Jnc_Campdetgn
Gent_d_Units
PDCMartorell
20dl_cat
MartMorFo
LaiaRomeu
Miki_Recio
marcbarni
jgraur
saraymiro
OriolRistol
esteve_sd
jncsabadell
Carla_boix
JordiGumi
resultats20N
aleixsarri
milmots
cjbcn
jordiisern
AnjoAmika
txellborras
bm_its_cat2
marioruedas
llmaristany
sergicava
nuriaesquerda
JoanAlbert_
akomas95
LauraCanyades
VirreiDuran
cescadomenech
francesc_dmf
JNCVilafranca
Pdemocratacat
fnec
DaniViladot
FuturCatalunya
salagoberna
jordisendra
xafbcn
jordicasas
Mortal_kombat_3
esterbrullet
Jovesfera
Oriol_Comas
tepez84
MiquelGPla
PDeCATSANTCUGAT
nurietaramon
cronicacat
ajuntarnes
AnatoTweets
jordibatriu
ivans_h
janinajuli
JPalau_Martigan
jaumeoliva_
Vullcacaolat
mercepigem
corbcomunicacio
bparera
saracamps
innovarsoft
quimbohils
GousNavarroT
facilcole
alexcalmo
